test_year,n_test,spline_mae,spline_rmse,spline_spearman,xgb_mae,xgb_rmse,xgb_spearman
2017,189,4.51842919345025,5.70827401424548,0.4184120082156683,4.345753866844077,5.73172764514839,0.38117870808562787
2018,193,3.650872991635718,4.855180933195208,0.5749738857556385,3.6071625406723564,4.897808675162067,0.5743894622951333
2019,193,3.675744418447363,4.739424292692518,0.49667670363582317,3.58849782236596,4.6136677719962655,0.5173349715535783
2020,206,3.527967177725102,4.624251862121716,0.5633112518869924,3.3423775674648657,4.56976387766358,0.5690017517082124
2021,214,3.8697970456180175,5.0745908711708045,0.48161579288165535,3.6536789876278317,4.858188510099781,0.49087858129705914
2022,210,3.8777994733089423,4.910285172299535,0.4619117684232882,3.7490305038967304,4.97956315684988,0.4658148745246461
2023,206,3.2100649067729563,4.230057095004535,0.5754365061922289,3.4767784733795426,4.478005048134612,0.5096371771086057
2024,191,3.136228219143278,3.8759073296134656,0.659703752454491,3.1674677642228093,4.092101420194925,0.6214098698900059
