Year,Team,PlayerID,Player,Position,Experience,AV
2001,cle,AkinCh20,Chris Akins,DB,2,0
2001,cle,BedeBr20,Brad Bedell,T,1,3
2001,cle,BoyeBr20,Brant Boyer,LB,7,3
2001,cle,BrowCo22,Courtney Brown,RDE,1,4
2001,cle,BushDe20,Devin Bush Sr.,FS,6,4
2001,cle,CartDy20,Dyshod Carter,DB,Rook,0
2001,cle,ChanRo21,Roger Chanoine,RT,2,6
2001,cle,ChapLa20,Lamar Chapman,DB,1,0
2001,cle,ClayFe20,Felipe Claybrooks,DE,Rook,0
2001,cle,ColiSt20,Stalin Colinet,DT,4,0
2001,cle,CoucTi00,Tim Couch,QB,2,9
2001,cle,DawsJa00,JaJuan Dawson,WR,1,2
2001,cle,dawsophi01,Phil Dawson,K,2,4
2001,cle,DenmAn20,Anthony Denman,LB,Rook,1
2001,cle,DudlRi00,Rickey Dudley,TE,5,1
2001,cle,EllsPe20,Percy Ellsworth,FS,5,3
2001,cle,FairCa20,Carl Fair,RB,Rook,0
2001,cle,FrosSc20,Scott Frost,DB,3,1
2001,cle,FullCo20,Corey Fuller,LCB,6,6
2001,cle,GardCh20,Chris Gardocki,P,10,3
2001,cle,GayxBe00,Ben Gay,RB,Rook,1
2001,cle,GermJa00,Jammi German,WR,3,1
2001,cle,HamxDe20,Derrick Ham,DE,1,0
2001,cle,HenrAn20,Anthony Henry,DB,Rook,4
2001,cle,HolcKe00,Kelly Holcomb,QB,4,0
2001,cle,JackJa00,James Jackson,RB,Rook,4
2001,cle,JackRa22,Raymond Jackson,DB,5,1
2001,cle,JohnKe01,Kevin Johnson,WR,2,9
2001,cle,JohnTr03,Tre' Johnson,G,7,1
2001,cle,JoneLe20,Lenoy Jones,LB,5,1
2001,cle,KingAn00,Andre King,WR,Rook,1
2001,cle,KuehRy20,Ryan Kuehl,DT,5,1
2001,cle,LittEa20,Earl Little,SS,3,6
2001,cle,McCuDa22,Daylon McCutcheon,RCB,2,6
2001,cle,McKeKe20,Keith McKenzie,RDE,5,3
2001,cle,McKiAl20,Alvin McKinley,DT,1,1
2001,cle,McKiJe20,Jeremy McKinney,RG,Rook,4
2001,cle,MillJa01,Jamir Miller,LLB,7,16
2001,cle,MintBa20,Barry Minter,LB,8,0
2001,cle,MonrRo00,Rodrick Monroe,TE,2,0
2001,cle,MoreEa20,Earthwind Moreland,DB,1,0
2001,cle,MoreJa00,Jake Moreland,TE,1,0
2001,cle,MorgQu00,Quincy Morgan,WR,Rook,4
2001,cle,MyleTo20,Toby Myles,T,2,0
2001,cle,NortDe00,Dennis Northcutt,WR,1,2
2001,cle,OHarSh20,Shaun O'Hara,C,1,2
2001,cle,ObenRo20,Roman Oben,LT,5,5
2001,cle,RainWa20,Wali Rainer,MLB,2,7
