season,franchise_id,team,roster_players,roster_active_players,roster_reserve_players,roster_development_players,roster_cut_players,roster_avg_age,roster_active_avg_age,roster_avg_years_exp,roster_active_avg_years_exp,roster_avg_height,roster_avg_weight,roster_avg_bmi,roster_rookies,roster_young_players,roster_veterans_5plus,roster_drafted_players,roster_top100_draftees,roster_avg_draft_number,roster_group_qb_players,roster_group_qb_active_players,roster_group_qb_share,roster_group_qb_active_share,roster_group_qb_avg_age,roster_group_qb_avg_years_exp,roster_group_qb_rookies,roster_group_qb_young_players,roster_group_qb_veterans_5plus,roster_group_qb_drafted_players,roster_group_qb_top100_draftees,roster_group_rb_players,roster_group_rb_active_players,roster_group_rb_share,roster_group_rb_active_share,roster_group_rb_avg_age,roster_group_rb_avg_years_exp,roster_group_rb_rookies,roster_group_rb_young_players,roster_group_rb_veterans_5plus,roster_group_rb_drafted_players,roster_group_rb_top100_draftees,roster_group_wr_players,roster_group_wr_active_players,roster_group_wr_share,roster_group_wr_active_share,roster_group_wr_avg_age,roster_group_wr_avg_years_exp,roster_group_wr_rookies,roster_group_wr_young_players,roster_group_wr_veterans_5plus,roster_group_wr_drafted_players,roster_group_wr_top100_draftees,roster_group_te_players,roster_group_te_active_players,roster_group_te_share,roster_group_te_active_share,roster_group_te_avg_age,roster_group_te_avg_years_exp,roster_group_te_rookies,roster_group_te_young_players,roster_group_te_veterans_5plus,roster_group_te_drafted_players,roster_group_te_top100_draftees,roster_group_ol_players,roster_group_ol_active_players,roster_group_ol_share,roster_group_ol_active_share,roster_group_ol_avg_age,roster_group_ol_avg_years_exp,roster_group_ol_rookies,roster_group_ol_young_players,roster_group_ol_veterans_5plus,roster_group_ol_drafted_players,roster_group_ol_top100_draftees,roster_group_dl_players,roster_group_dl_active_players,roster_group_dl_share,roster_group_dl_active_share,roster_group_dl_avg_age,roster_group_dl_avg_years_exp,roster_group_dl_rookies,roster_group_dl_young_players,roster_group_dl_veterans_5plus,roster_group_dl_drafted_players,roster_group_dl_top100_draftees,roster_group_lb_players,roster_group_lb_active_players,roster_group_lb_share,roster_group_lb_active_share,roster_group_lb_avg_age,roster_group_lb_avg_years_exp,roster_group_lb_rookies,roster_group_lb_young_players,roster_group_lb_veterans_5plus,roster_group_lb_drafted_players,roster_group_lb_top100_draftees,roster_group_db_players,roster_group_db_active_players,roster_group_db_share,roster_group_db_active_share,roster_group_db_avg_age,roster_group_db_avg_years_exp,roster_group_db_rookies,roster_group_db_young_players,roster_group_db_veterans_5plus,roster_group_db_drafted_players,roster_group_db_top100_draftees,roster_group_st_players,roster_group_st_active_players,roster_group_st_share,roster_group_st_active_share,roster_group_st_avg_age,roster_group_st_avg_years_exp,roster_group_st_rookies,roster_group_st_young_players,roster_group_st_veterans_5plus,roster_group_st_drafted_players,roster_group_st_top100_draftees,roster_group_other_players,roster_group_other_active_players,roster_group_other_share,roster_group_other_active_share,roster_group_other_avg_age,roster_group_other_avg_years_exp,roster_group_other_rookies,roster_group_other_young_players,roster_group_other_veterans_5plus,roster_group_other_drafted_players,roster_group_other_top100_draftees
2007,NE,NWE,65,57,5,0,3,27.153846153846153,26.982456140350877,4.630769230769231,4.473684210526316,73.73846153846154,247.03076923076924,31.763419607600273,4,25,26,44,24,96.95454545454545,3,3,0.046153846153846156,0.05263157894736842,26.0,3.0,1,2,1,2,0,5,4,0.07692307692307693,0.07017543859649122,27.2,4.8,0,2,3,4,3,7,7,0.1076923076923077,0.12280701754385964,27.714285714285715,5.857142857142857,0,1,4,6,5,5,3,0.07692307692307693,0.05263157894736842,27.6,4.8,0,2,2,3,3,9,9,0.13846153846153847,0.15789473684210525,27.11111111111111,3.6666666666666665,0,4,3,7,3,9,8,0.13846153846153847,0.14035087719298245,25.88888888888889,3.0,1,4,2,7,3,11,9,0.16923076923076924,0.15789473684210525,29.818181818181817,7.545454545454546,1,3,7,6,4,13,11,0.2,0.19298245614035087,25.53846153846154,3.3846153846153846,1,6,2,8,3,3,3,0.046153846153846156,0.05263157894736842,27.333333333333332,5.333333333333333,0,1,2,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,NO,NOR,63,54,7,1,1,27.19047619047619,27.01851851851852,4.5396825396825395,4.407407407407407,73.47619047619048,245.1904761904762,31.729603996763526,7,23,29,40,23,100.125,3,3,0.047619047619047616,0.05555555555555555,29.666666666666668,6.666666666666667,1,1,2,1,1,7,5,0.1111111111111111,0.09259259259259259,25.428571428571427,3.0,1,4,2,3,2,6,6,0.09523809523809523,0.1111111111111111,25.5,3.1666666666666665,1,3,1,3,2,5,4,0.07936507936507936,0.07407407407407407,28.4,6.0,0,0,4,3,0,9,9,0.14285714285714285,0.16666666666666666,25.666666666666668,2.7777777777777777,2,5,2,8,4,11,8,0.1746031746031746,0.14814814814814814,27.818181818181817,5.090909090909091,0,2,6,6,4,8,7,0.12698412698412698,0.12962962962962962,27.0,4.375,1,3,4,7,4,10,9,0.15873015873015872,0.16666666666666666,27.9,5.3,1,4,5,7,5,4,3,0.06349206349206349,0.05555555555555555,29.75,6.75,0,1,3,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2007,NYG,NYG,62,54,7,0,1,26.096774193548388,26.185185185185187,3.5483870967741935,3.6296296296296298,74.35483870967742,249.11290322580646,31.508183483553765,12,33,18,44,25,103.72727272727273,3,3,0.04838709677419355,0.05555555555555555,27.666666666666668,4.666666666666667,0,0,1,1,1,8,5,0.12903225806451613,0.09259259259259259,25.5,2.875,2,5,2,6,1,7,7,0.11290322580645161,0.12962962962962962,25.714285714285715,3.5714285714285716,1,4,2,6,4,4,3,0.06451612903225806,0.05555555555555555,24.5,1.75,2,3,1,3,1,9,9,0.14516129032258066,0.16666666666666666,26.555555555555557,4.0,1,3,4,7,3,11,9,0.1774193548387097,0.16666666666666666,26.454545454545453,4.090909090909091,1,6,3,10,7,8,7,0.12903225806451613,0.12962962962962962,25.125,2.25,1,5,1,5,4,10,9,0.16129032258064516,0.16666666666666666,25.2,2.7,4,7,2,6,4,2,2,0.03225806451612903,0.037037037037037035,35.0,12.5,0,0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,NYJ,NYJ,65,54,6,0,3,25.846153846153847,25.90740740740741,3.1076923076923078,3.1296296296296298,73.93846153846154,246.58461538461538,31.504775832405507,14,33,21,48,23,105.20833333333333,3,3,0.046153846153846156,0.05555555555555555,27.666666666666668,4.666666666666667,0,1,2,3,3,4,2,0.06153846153846154,0.037037037037037035,26.5,3.5,0,2,2,2,1,9,6,0.13846153846153847,0.1111111111111111,24.333333333333332,2.0,4,6,2,6,1,4,4,0.06153846153846154,0.07407407407407407,25.5,2.5,0,2,1,3,1,11,11,0.16923076923076924,0.2037037037037037,24.90909090909091,2.4545454545454546,3,6,2,9,4,9,8,0.13846153846153847,0.14814814814814814,26.0,3.2222222222222223,3,5,3,6,3,10,7,0.15384615384615385,0.12962962962962962,26.8,4.4,2,2,5,7,4,11,9,0.16923076923076924,0.16666666666666666,25.636363636363637,3.090909090909091,1,6,3,10,5,4,4,0.06153846153846154,0.07407407407407407,28.0,3.0,1,3,1,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2007,PHI,PHI,58,55,2,0,1,26.20689655172414,26.2,3.5517241379310347,3.5090909090909093,73.63793103448276,249.94827586206895,32.20986034124162,10,29,18,40,26,82.875,3,3,0.05172413793103448,0.05454545454545454,27.666666666666668,4.666666666666667,1,1,2,3,2,5,5,0.08620689655172414,0.09090909090909091,26.0,3.6,1,1,2,4,2,6,5,0.10344827586206896,0.09090909090909091,25.833333333333332,2.3333333333333335,0,4,0,3,2,3,3,0.05172413793103448,0.05454545454545454,25.666666666666668,3.0,1,1,1,3,2,10,10,0.1724137931034483,0.18181818181818182,26.0,3.5,0,6,2,7,4,10,10,0.1724137931034483,0.18181818181818182,26.9,4.8,1,5,5,9,6,7,6,0.1206896551724138,0.10909090909090909,24.0,1.8571428571428572,3,6,1,5,4,11,10,0.1896551724137931,0.18181818181818182,26.0,3.727272727272727,2,4,4,6,4,3,3,0.05172413793103448,0.05454545454545454,30.666666666666668,4.666666666666667,1,1,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,PIT,PIT,62,55,7,0,0,26.419354838709676,26.12727272727273,3.8548387096774195,3.581818181818182,73.69354838709677,247.90322580645162,31.88026232802657,9,26,25,44,22,102.1590909090909,3,3,0.04838709677419355,0.05454545454545454,28.0,5.333333333333333,0,0,1,3,2,6,4,0.0967741935483871,0.07272727272727272,26.333333333333332,3.8333333333333335,1,1,3,2,0,5,5,0.08064516129032258,0.09090909090909091,26.0,3.8,0,3,2,4,3,4,3,0.06451612903225806,0.05454545454545454,25.5,2.75,1,3,1,3,2,12,11,0.1935483870967742,0.2,25.5,3.0,2,7,3,10,5,7,6,0.11290322580645161,0.10909090909090909,28.714285714285715,5.571428571428571,1,1,5,5,1,10,9,0.16129032258064516,0.16363636363636364,26.6,4.2,2,4,5,7,4,12,11,0.1935483870967742,0.2,26.25,3.8333333333333335,1,5,4,9,5,3,3,0.04838709677419355,0.05454545454545454,25.333333333333332,2.3333333333333335,1,2,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,SEA,SEA,62,54,5,0,3,27.0,26.87037037037037,4.435483870967742,4.2592592592592595,73.74193548387096,247.75806451612902,31.90626862856473,8,24,26,48,22,113.95833333333333,3,3,0.04838709677419355,0.05555555555555555,28.0,5.0,0,1,1,3,1,8,5,0.12903225806451613,0.09259259259259259,28.25,6.0,0,3,5,6,2,7,7,0.11290322580645161,0.12962962962962962,26.0,3.4285714285714284,2,3,2,6,3,4,4,0.06451612903225806,0.07407407407407407,31.25,8.5,0,0,2,2,2,9,9,0.14516129032258066,0.16666666666666666,27.555555555555557,4.888888888888889,1,4,4,8,3,11,9,0.1774193548387097,0.16666666666666666,26.818181818181817,4.363636363636363,2,3,6,10,4,7,7,0.11290322580645161,0.12962962962962962,25.571428571428573,2.857142857142857,1,4,2,6,3,9,8,0.14516129032258066,0.14814814814814814,25.555555555555557,3.2222222222222223,2,4,3,5,4,4,2,0.06451612903225806,0.037037037037037035,26.25,3.25,0,2,1,2,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,SF,SFO,62,56,4,0,2,26.741935483870968,26.839285714285715,4.225806451612903,4.285714285714286,73.93548387096774,250.17741935483872,32.02721488948773,6,24,25,51,31,101.37254901960785,5,4,0.08064516129032258,0.07142857142857142,28.8,5.4,0,2,3,3,2,5,5,0.08064516129032258,0.08928571428571429,26.2,3.2,0,3,2,3,2,9,8,0.14516129032258066,0.14285714285714285,26.88888888888889,4.111111111111111,1,3,4,7,5,3,3,0.04838709677419355,0.05357142857142857,23.333333333333332,1.3333333333333333,0,3,0,3,1,10,8,0.16129032258064516,0.14285714285714285,26.6,4.2,1,4,4,9,7,8,8,0.12903225806451613,0.14285714285714285,26.875,4.375,1,3,2,6,3,9,7,0.14516129032258066,0.125,26.666666666666668,4.333333333333333,1,3,4,8,5,10,10,0.16129032258064516,0.17857142857142858,26.1,4.0,2,3,4,10,6,3,3,0.04838709677419355,0.05357142857142857,29.666666666666668,7.333333333333333,0,0,2,2,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,TB,TAM,69,55,8,1,5,27.057971014492754,27.21818181818182,4.304347826086956,4.418181818181818,73.7536231884058,240.33333333333334,30.901311221223104,9,26,29,54,33,90.37037037037037,4,3,0.057971014492753624,0.05454545454545454,28.5,4.0,0,1,1,3,1,9,6,0.13043478260869565,0.10909090909090909,27.333333333333332,4.333333333333333,2,4,3,7,5,9,5,0.13043478260869565,0.09090909090909091,26.77777777777778,5.0,0,2,3,6,5,4,3,0.057971014492753624,0.05454545454545454,27.5,4.75,0,1,3,4,3,10,8,0.14492753623188406,0.14545454545454545,26.0,3.3,1,6,3,7,4,9,8,0.13043478260869565,0.14545454545454545,27.77777777777778,5.111111111111111,2,3,6,9,5,7,7,0.10144927536231885,0.12727272727272726,27.0,4.571428571428571,2,3,3,6,4,13,11,0.18840579710144928,0.2,26.53846153846154,3.923076923076923,2,4,5,11,6,4,4,0.057971014492753624,0.07272727272727272,28.0,4.0,0,2,2,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,TEN,TEN,67,54,7,1,5,26.29850746268657,26.12962962962963,3.671641791044776,3.5555555555555554,73.98507462686567,244.55223880597015,31.266321467862223,7,30,19,50,24,110.74,2,2,0.029850746268656716,0.037037037037037035,29.0,6.5,0,1,1,2,2,8,7,0.11940298507462686,0.12962962962962962,24.375,1.75,1,5,0,5,3,8,6,0.11940298507462686,0.1111111111111111,25.25,2.625,3,6,1,7,4,4,3,0.05970149253731343,0.05555555555555555,25.5,2.25,0,2,0,3,2,9,9,0.13432835820895522,0.16666666666666666,26.666666666666668,3.7777777777777777,2,5,2,9,2,12,9,0.1791044776119403,0.16666666666666666,25.916666666666668,3.9166666666666665,0,3,4,10,6,9,7,0.13432835820895522,0.12962962962962962,26.0,3.5555555555555554,0,2,3,5,3,11,9,0.16417910447761194,0.16666666666666666,26.181818181818183,3.4545454545454546,1,6,4,8,2,4,2,0.05970149253731343,0.037037037037037035,33.0,9.5,0,0,4,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2007,WAS,WAS,65,54,6,3,1,27.923076923076923,28.25925925925926,5.323076923076923,5.703703703703703,73.96923076923076,244.06153846153848,31.17040404282734,8,21,38,40,26,93.35,4,4,0.06153846153846154,0.07407407407407407,29.75,7.0,1,2,2,3,2,5,4,0.07692307692307693,0.07407407407407407,27.0,4.8,1,1,4,3,2,9,7,0.13846153846153847,0.12962962962962962,28.555555555555557,6.0,0,2,6,5,3,4,3,0.06153846153846154,0.05555555555555555,28.25,6.0,1,1,2,1,1,11,8,0.16923076923076924,0.14814814814814814,29.545454545454547,6.363636363636363,1,1,9,10,6,10,10,0.15384615384615385,0.18518518518518517,26.1,3.7,2,5,4,5,3,7,6,0.1076923076923077,0.1111111111111111,27.714285714285715,5.0,1,3,4,4,3,12,9,0.18461538461538463,0.16666666666666666,27.0,4.583333333333333,1,5,6,9,6,3,3,0.046153846153846156,0.05555555555555555,29.0,6.333333333333333,0,1,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,ARI,ARI,58,54,3,0,1,26.82758620689655,26.72222222222222,4.241379310344827,4.166666666666667,74.29310344827586,248.29310344827587,31.4807834468543,7,21,24,41,25,90.73170731707317,3,3,0.05172413793103448,0.05555555555555555,30.0,7.0,0,1,2,2,1,5,5,0.08620689655172414,0.09259259259259259,26.2,4.2,1,2,2,4,3,6,6,0.10344827586206896,0.1111111111111111,26.333333333333332,4.0,1,2,3,5,3,4,3,0.06896551724137931,0.05555555555555555,26.5,3.75,0,2,1,3,1,9,9,0.15517241379310345,0.16666666666666666,25.22222222222222,2.4444444444444446,1,6,2,6,3,9,9,0.15517241379310345,0.16666666666666666,26.444444444444443,4.111111111111111,2,4,2,8,5,8,6,0.13793103448275862,0.1111111111111111,27.625,4.875,1,2,5,6,4,10,10,0.1724137931034483,0.18518518518518517,25.6,3.9,1,2,4,6,5,4,3,0.06896551724137931,0.05555555555555555,32.25,7.0,0,0,3,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,ATL,ATL,60,55,4,1,0,26.65,26.78181818181818,3.966666666666667,4.1454545454545455,73.58333333333333,242.21666666666667,31.26472795529583,10,25,17,44,25,101.77272727272727,3,3,0.05,0.05454545454545454,26.333333333333332,3.3333333333333335,1,2,1,3,2,4,4,0.06666666666666667,0.07272727272727272,25.75,3.0,0,2,1,4,1,7,6,0.11666666666666667,0.10909090909090909,25.428571428571427,3.0,1,4,1,5,4,5,3,0.08333333333333333,0.05454545454545454,28.8,5.6,0,1,2,3,1,10,10,0.16666666666666666,0.18181818181818182,27.5,5.0,1,3,3,7,5,10,10,0.16666666666666666,0.18181818181818182,26.2,3.7,2,3,3,8,3,6,6,0.1,0.10909090909090909,27.0,4.166666666666667,1,2,3,6,3,12,10,0.2,0.18181818181818182,25.083333333333332,2.3333333333333335,4,8,1,7,5,3,3,0.05,0.05454545454545454,31.666666666666668,9.0,0,0,2,1,1,0,0,0.0,0.0,,,0,0,0,0,0
2008,BAL,BAL,65,53,9,2,1,26.646153846153847,26.9811320754717,4.153846153846154,4.471698113207547,73.64615384615385,247.69230769230768,31.883597745299827,13,30,24,46,24,104.26086956521739,3,3,0.046153846153846156,0.05660377358490566,27.666666666666668,4.0,1,2,1,2,1,5,5,0.07692307692307693,0.09433962264150944,25.8,4.2,2,3,2,5,3,8,5,0.12307692307692308,0.09433962264150944,26.125,3.0,2,4,1,6,3,3,3,0.046153846153846156,0.05660377358490566,27.333333333333332,5.0,0,1,2,1,1,11,9,0.16923076923076924,0.16981132075471697,25.545454545454547,3.090909090909091,2,6,2,9,6,7,5,0.1076923076923077,0.09433962264150944,27.857142857142858,5.571428571428571,1,3,4,4,2,10,9,0.15384615384615385,0.16981132075471697,27.1,4.7,2,3,6,7,3,14,10,0.2153846153846154,0.18867924528301888,26.214285714285715,3.9285714285714284,2,6,5,10,5,4,4,0.06153846153846154,0.07547169811320754,28.75,5.75,1,2,1,2,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,BUF,BUF,62,53,7,0,2,25.887096774193548,25.9811320754717,3.193548387096774,3.2641509433962264,73.95161290322581,244.83870967741936,31.256762870151043,11,30,19,42,24,98.02380952380952,3,3,0.04838709677419355,0.05660377358490566,26.0,3.3333333333333335,0,1,1,3,2,6,5,0.0967741935483871,0.09433962264150944,25.333333333333332,2.6666666666666665,2,3,2,2,1,6,5,0.0967741935483871,0.09433962264150944,25.333333333333332,2.8333333333333335,2,2,1,5,4,4,4,0.06451612903225806,0.07547169811320754,25.25,1.75,2,3,1,3,0,11,10,0.1774193548387097,0.18867924528301888,27.181818181818183,4.363636363636363,1,3,5,9,3,10,7,0.16129032258064516,0.1320754716981132,26.5,3.6,1,5,4,7,6,8,6,0.12903225806451613,0.11320754716981132,24.5,2.125,1,6,1,4,3,11,10,0.1774193548387097,0.18867924528301888,24.90909090909091,2.5454545454545454,2,6,2,9,5,3,3,0.04838709677419355,0.05660377358490566,29.333333333333332,6.333333333333333,0,1,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,CAR,CAR,57,53,4,0,0,26.403508771929825,26.49056603773585,4.0,4.09433962264151,73.89473684210526,246.3859649122807,31.55216035191576,9,23,21,45,27,99.75555555555556,3,3,0.05263157894736842,0.05660377358490566,28.666666666666668,6.0,0,1,2,1,1,4,4,0.07017543859649122,0.07547169811320754,26.75,4.25,1,2,2,2,2,7,6,0.12280701754385964,0.11320754716981132,26.428571428571427,4.142857142857143,1,3,2,7,3,3,3,0.05263157894736842,0.05660377358490566,23.333333333333332,1.0,1,3,0,3,0,9,8,0.15789473684210525,0.1509433962264151,25.666666666666668,3.111111111111111,2,3,3,8,4,10,9,0.17543859649122806,0.16981132075471697,26.4,3.9,2,3,5,7,5,8,7,0.14035087719298245,0.1320754716981132,25.875,3.5,1,3,2,7,6,9,9,0.15789473684210525,0.16981132075471697,25.0,2.888888888888889,1,5,2,8,5,4,4,0.07017543859649122,0.07547169811320754,32.5,10.0,0,0,3,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2008,CHI,CHI,64,55,9,0,0,26.296875,26.29090909090909,3.78125,3.7818181818181817,73.609375,240.515625,31.047391327001463,11,27,25,53,26,112.37735849056604,3,3,0.046875,0.05454545454545454,25.0,2.6666666666666665,1,1,1,2,1,6,5,0.09375,0.09090909090909091,25.5,3.1666666666666665,1,3,2,4,3,8,8,0.125,0.14545454545454545,26.125,3.375,1,3,2,6,4,3,3,0.046875,0.05454545454545454,25.333333333333332,3.3333333333333335,1,2,1,3,1,10,8,0.15625,0.14545454545454545,28.6,5.6,2,3,6,10,6,10,9,0.15625,0.16363636363636364,25.9,3.3,2,5,4,8,4,8,7,0.125,0.12727272727272726,25.75,3.625,1,3,3,7,3,13,9,0.203125,0.16363636363636364,25.153846153846153,2.769230769230769,2,7,4,11,3,3,3,0.046875,0.05454545454545454,30.666666666666668,8.0,0,0,2,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2008,CIN,CIN,74,55,15,0,4,25.756756756756758,25.90909090909091,3.2027027027027026,3.381818181818182,74.28378378378379,249.35135135135135,31.571425185286024,12,37,20,51,25,113.27450980392157,3,3,0.04054054054054054,0.05454545454545454,25.666666666666668,3.0,0,1,1,3,1,7,5,0.0945945945945946,0.09090909090909091,25.142857142857142,2.5714285714285716,1,4,1,3,2,7,6,0.0945945945945946,0.10909090909090909,26.142857142857142,3.7142857142857144,2,3,3,5,4,3,3,0.04054054054054054,0.05454545454545454,28.0,5.666666666666667,0,0,1,2,1,14,9,0.1891891891891892,0.16363636363636364,26.0,2.7142857142857144,3,8,3,9,4,11,7,0.14864864864864866,0.12727272727272726,25.181818181818183,3.090909090909091,2,6,2,10,4,10,8,0.13513513513513514,0.14545454545454545,25.4,2.8,2,6,2,7,4,15,11,0.20270270270270271,0.2,25.133333333333333,2.933333333333333,2,9,5,10,5,4,3,0.05405405405405406,0.05454545454545454,28.5,5.75,0,0,2,2,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,CLE,CLE,63,53,8,2,0,26.253968253968253,26.22641509433962,3.7142857142857144,3.6037735849056602,74.12698412698413,250.66666666666666,31.94839532276427,9,26,21,42,16,117.76190476190476,5,2,0.07936507936507936,0.03773584905660377,25.0,2.4,0,3,1,4,1,7,5,0.1111111111111111,0.09433962264150944,25.0,2.4285714285714284,2,5,1,4,1,6,5,0.09523809523809523,0.09433962264150944,24.666666666666668,2.5,1,3,1,4,2,6,5,0.09523809523809523,0.09433962264150944,26.833333333333332,4.0,1,2,2,3,2,9,8,0.14285714285714285,0.1509433962264151,27.77777777777778,5.111111111111111,0,2,5,8,3,7,6,0.1111111111111111,0.11320754716981132,26.714285714285715,4.0,1,2,3,4,1,10,9,0.15873015873015872,0.16981132075471697,25.9,3.4,3,6,3,7,3,10,10,0.15873015873015872,0.18867924528301888,25.9,3.7,1,3,2,6,3,3,3,0.047619047619047616,0.05660377358490566,30.0,7.0,0,0,3,2,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,DAL,DAL,63,55,7,1,0,26.253968253968253,26.363636363636363,3.5873015873015874,3.690909090909091,74.46031746031746,245.8095238095238,30.977849488909737,6,28,21,47,23,103.80851063829788,3,3,0.047619047619047616,0.05454545454545454,31.666666666666668,8.666666666666666,0,0,3,2,0,5,4,0.07936507936507936,0.07272727272727272,23.6,1.0,2,4,0,4,1,7,4,0.1111111111111111,0.07272727272727272,26.428571428571427,3.7142857142857144,0,4,1,4,2,4,4,0.06349206349206349,0.07272727272727272,24.0,2.25,1,2,1,2,2,10,9,0.15873015873015872,0.16363636363636364,27.7,4.9,0,2,6,9,4,6,6,0.09523809523809523,0.10909090909090909,25.5,2.8333333333333335,0,2,0,5,3,10,10,0.15873015873015872,0.18181818181818182,27.3,4.4,1,4,4,9,5,14,12,0.2222222222222222,0.21818181818181817,25.285714285714285,2.857142857142857,2,8,5,11,6,4,3,0.06349206349206349,0.05454545454545454,25.75,2.5,0,2,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,DEN,DEN,72,56,12,1,2,26.5,26.357142857142858,3.9166666666666665,3.8035714285714284,73.61111111111111,240.79166666666666,31.090381904368808,13,31,30,50,26,103.64,3,2,0.041666666666666664,0.03571428571428571,26.333333333333332,3.3333333333333335,0,2,1,2,2,11,5,0.1527777777777778,0.08928571428571429,25.363636363636363,2.4545454545454546,4,7,2,7,2,8,6,0.1111111111111111,0.10714285714285714,26.375,4.375,1,3,3,7,5,5,4,0.06944444444444445,0.07142857142857142,28.4,5.2,0,1,4,3,2,11,8,0.1527777777777778,0.14285714285714285,26.636363636363637,3.909090909090909,3,6,3,7,2,10,9,0.1388888888888889,0.16071428571428573,26.7,4.3,0,4,6,9,6,8,7,0.1111111111111111,0.125,27.25,4.875,1,1,5,6,4,13,12,0.18055555555555555,0.21428571428571427,26.307692307692307,3.769230769230769,3,5,5,9,3,3,3,0.041666666666666664,0.05357142857142857,25.666666666666668,3.3333333333333335,1,2,1,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,DET,DET,71,55,12,1,3,27.12676056338028,26.672727272727272,4.704225352112676,4.381818181818182,73.67605633802818,242.1267605633803,31.194782896973344,8,21,34,53,32,97.13207547169812,5,4,0.07042253521126761,0.07272727272727272,28.6,6.0,0,1,3,4,2,7,5,0.09859154929577464,0.09090909090909091,26.0,3.857142857142857,3,3,4,5,2,10,7,0.14084507042253522,0.12727272727272726,26.3,4.2,0,3,3,6,4,4,3,0.056338028169014086,0.05454545454545454,28.75,6.0,0,0,3,3,1,10,9,0.14084507042253522,0.16363636363636364,28.6,5.7,1,2,6,8,5,11,9,0.15492957746478872,0.16363636363636364,26.272727272727273,4.0,3,4,6,9,7,8,6,0.11267605633802817,0.10909090909090909,25.375,3.5,1,4,2,6,3,13,9,0.18309859154929578,0.16363636363636364,26.923076923076923,4.230769230769231,0,4,5,10,7,3,3,0.04225352112676056,0.05454545454545454,31.666666666666668,9.0,0,0,2,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2008,GB,GNB,63,54,7,0,2,25.3015873015873,25.055555555555557,2.7936507936507935,2.574074074074074,73.96825396825396,251.14285714285714,32.16612627186706,11,36,14,42,18,118.30952380952381,3,3,0.047619047619047616,0.05555555555555555,23.0,1.0,2,2,0,3,2,6,5,0.09523809523809523,0.09259259259259259,24.166666666666668,1.5,1,4,0,3,1,5,5,0.07936507936507936,0.09259259259259259,26.0,3.2,1,3,1,4,3,3,3,0.047619047619047616,0.05555555555555555,24.666666666666668,2.6666666666666665,1,1,1,2,1,10,9,0.15873015873015872,0.16666666666666666,25.8,2.8,2,7,2,9,3,13,10,0.20634920634920634,0.18518518518518517,25.846153846153847,3.4615384615384617,2,5,5,8,2,8,7,0.12698412698412698,0.12962962962962962,25.375,2.75,1,4,2,5,2,11,9,0.1746031746031746,0.16666666666666666,25.636363636363637,3.3636363636363638,1,7,2,7,4,4,3,0.06349206349206349,0.05555555555555555,24.25,2.0,0,3,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2008,HOU,HOU,64,53,6,1,3,26.5,26.50943396226415,3.96875,3.9245283018867925,73.765625,244.03125,31.37247470081401,9,29,24,47,24,116.82978723404256,3,2,0.046875,0.03773584905660377,28.666666666666668,5.666666666666667,0,0,2,3,1,7,4,0.109375,0.07547169811320754,25.571428571428573,3.5714285714285716,1,3,2,3,3,6,6,0.09375,0.11320754716981132,26.166666666666668,3.1666666666666665,1,3,3,5,3,4,4,0.0625,0.07547169811320754,27.5,4.75,0,2,1,4,2,9,9,0.140625,0.16981132075471697,25.88888888888889,3.2222222222222223,1,5,2,7,4,12,9,0.1875,0.16981132075471697,26.083333333333332,4.083333333333333,2,6,4,8,4,7,6,0.109375,0.11320754716981132,26.0,3.2857142857142856,1,4,3,6,3,13,11,0.203125,0.20754716981132076,25.692307692307693,3.3846153846153846,3,6,4,10,4,3,2,0.046875,0.03773584905660377,34.0,9.666666666666666,0,0,3,1,0,0,0,0.0,0.0,,,0,0,0,0,0
