season,franchise_id,team,roster_players,roster_active_players,roster_reserve_players,roster_development_players,roster_cut_players,roster_avg_age,roster_active_avg_age,roster_avg_years_exp,roster_active_avg_years_exp,roster_avg_height,roster_avg_weight,roster_avg_bmi,roster_rookies,roster_young_players,roster_veterans_5plus,roster_drafted_players,roster_top100_draftees,roster_avg_draft_number,roster_group_qb_players,roster_group_qb_active_players,roster_group_qb_share,roster_group_qb_active_share,roster_group_qb_avg_age,roster_group_qb_avg_years_exp,roster_group_qb_rookies,roster_group_qb_young_players,roster_group_qb_veterans_5plus,roster_group_qb_drafted_players,roster_group_qb_top100_draftees,roster_group_rb_players,roster_group_rb_active_players,roster_group_rb_share,roster_group_rb_active_share,roster_group_rb_avg_age,roster_group_rb_avg_years_exp,roster_group_rb_rookies,roster_group_rb_young_players,roster_group_rb_veterans_5plus,roster_group_rb_drafted_players,roster_group_rb_top100_draftees,roster_group_wr_players,roster_group_wr_active_players,roster_group_wr_share,roster_group_wr_active_share,roster_group_wr_avg_age,roster_group_wr_avg_years_exp,roster_group_wr_rookies,roster_group_wr_young_players,roster_group_wr_veterans_5plus,roster_group_wr_drafted_players,roster_group_wr_top100_draftees,roster_group_te_players,roster_group_te_active_players,roster_group_te_share,roster_group_te_active_share,roster_group_te_avg_age,roster_group_te_avg_years_exp,roster_group_te_rookies,roster_group_te_young_players,roster_group_te_veterans_5plus,roster_group_te_drafted_players,roster_group_te_top100_draftees,roster_group_ol_players,roster_group_ol_active_players,roster_group_ol_share,roster_group_ol_active_share,roster_group_ol_avg_age,roster_group_ol_avg_years_exp,roster_group_ol_rookies,roster_group_ol_young_players,roster_group_ol_veterans_5plus,roster_group_ol_drafted_players,roster_group_ol_top100_draftees,roster_group_dl_players,roster_group_dl_active_players,roster_group_dl_share,roster_group_dl_active_share,roster_group_dl_avg_age,roster_group_dl_avg_years_exp,roster_group_dl_rookies,roster_group_dl_young_players,roster_group_dl_veterans_5plus,roster_group_dl_drafted_players,roster_group_dl_top100_draftees,roster_group_lb_players,roster_group_lb_active_players,roster_group_lb_share,roster_group_lb_active_share,roster_group_lb_avg_age,roster_group_lb_avg_years_exp,roster_group_lb_rookies,roster_group_lb_young_players,roster_group_lb_veterans_5plus,roster_group_lb_drafted_players,roster_group_lb_top100_draftees,roster_group_db_players,roster_group_db_active_players,roster_group_db_share,roster_group_db_active_share,roster_group_db_avg_age,roster_group_db_avg_years_exp,roster_group_db_rookies,roster_group_db_young_players,roster_group_db_veterans_5plus,roster_group_db_drafted_players,roster_group_db_top100_draftees,roster_group_st_players,roster_group_st_active_players,roster_group_st_share,roster_group_st_active_share,roster_group_st_avg_age,roster_group_st_avg_years_exp,roster_group_st_rookies,roster_group_st_young_players,roster_group_st_veterans_5plus,roster_group_st_drafted_players,roster_group_st_top100_draftees,roster_group_other_players,roster_group_other_active_players,roster_group_other_share,roster_group_other_active_share,roster_group_other_avg_age,roster_group_other_avg_years_exp,roster_group_other_rookies,roster_group_other_young_players,roster_group_other_veterans_5plus,roster_group_other_drafted_players,roster_group_other_top100_draftees
2002,DET,DET,64,53,10,0,1,26.984375,26.641509433962263,4.453125,4.056603773584905,73.453125,241.0625,31.15670426844703,10,26,27,42,24,98.0952380952381,4,4,0.0625,0.07547169811320754,27.25,3.0,1,3,1,3,1,8,6,0.125,0.11320754716981132,27.125,4.375,0,3,4,5,1,8,6,0.125,0.11320754716981132,26.0,4.125,1,3,2,6,4,4,4,0.0625,0.07547169811320754,25.5,3.0,2,2,1,4,1,11,9,0.171875,0.16981132075471697,27.181818181818183,4.454545454545454,1,5,4,6,3,9,7,0.140625,0.1320754716981132,26.666666666666668,4.333333333333333,2,4,4,6,6,8,6,0.125,0.11320754716981132,25.375,3.375,1,3,3,5,3,10,9,0.15625,0.16981132075471697,28.4,5.8,2,3,6,6,4,2,2,0.03125,0.03773584905660377,32.5,10.0,0,0,2,1,1,0,0,0.0,0.0,,,0,0,0,0,0
2002,GB,GNB,69,56,5,0,8,26.652173913043477,26.875,4.159420289855072,4.410714285714286,74.0,249.04347826086956,31.78493415172698,9,29,26,53,33,101.01886792452831,3,3,0.043478260869565216,0.05357142857142857,29.666666666666668,7.333333333333333,1,1,2,2,1,8,4,0.11594202898550725,0.07142857142857142,26.0,3.5,2,4,3,5,3,8,6,0.11594202898550725,0.10714285714285714,26.0,3.875,1,3,2,6,5,3,3,0.043478260869565216,0.05357142857142857,25.666666666666668,3.3333333333333335,0,2,1,3,1,14,11,0.2028985507246377,0.19642857142857142,28.285714285714285,5.357142857142857,1,5,7,11,5,12,9,0.17391304347826086,0.16071428571428573,26.333333333333332,4.0,1,4,5,10,7,6,6,0.08695652173913043,0.10714285714285714,26.333333333333332,4.0,1,4,1,4,2,13,12,0.18840579710144928,0.21428571428571427,25.615384615384617,3.1538461538461537,2,6,4,11,9,2,2,0.028985507246376812,0.03571428571428571,27.0,4.0,0,0,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,HOU,HOU,67,53,7,0,6,25.28358208955224,25.264150943396228,2.7313432835820897,2.7169811320754715,73.98507462686567,252.13432835820896,32.171162313312756,15,33,16,47,20,117.74468085106383,3,3,0.04477611940298507,0.05660377358490566,26.666666666666668,3.6666666666666665,1,1,2,2,2,5,4,0.07462686567164178,0.07547169811320754,24.0,1.2,3,4,1,3,1,8,7,0.11940298507462686,0.1320754716981132,24.5,2.25,2,6,1,7,2,4,3,0.05970149253731343,0.05660377358490566,25.0,2.25,0,2,0,3,1,15,9,0.22388059701492538,0.16981132075471697,25.666666666666668,2.7333333333333334,3,6,2,10,4,8,7,0.11940298507462686,0.1320754716981132,25.375,2.75,2,5,3,6,2,9,8,0.13432835820895522,0.1509433962264151,25.22222222222222,3.0,1,4,3,4,3,13,10,0.19402985074626866,0.18867924528301888,25.53846153846154,3.3076923076923075,3,5,4,11,5,2,2,0.029850746268656716,0.03773584905660377,25.5,3.0,0,0,0,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,IND,IND,62,57,2,0,3,25.5,25.385964912280702,2.6774193548387095,2.526315789473684,73.37096774193549,239.53225806451613,31.12184810752382,10,33,11,42,19,122.19047619047619,3,3,0.04838709677419355,0.05263157894736842,26.333333333333332,3.6666666666666665,0,0,0,2,2,7,6,0.11290322580645161,0.10526315789473684,24.857142857142858,2.4285714285714284,2,3,1,5,2,6,5,0.0967741935483871,0.08771929824561403,25.666666666666668,3.3333333333333335,1,4,2,5,3,5,5,0.08064516129032258,0.08771929824561403,26.2,3.0,0,3,1,1,0,9,8,0.14516129032258066,0.14035087719298245,26.333333333333332,3.6666666666666665,0,3,4,6,2,10,10,0.16129032258064516,0.17543859649122806,24.9,2.0,5,6,1,9,2,7,7,0.11290322580645161,0.12280701754385964,25.428571428571427,2.2857142857142856,1,4,0,5,3,13,11,0.20967741935483872,0.19298245614035087,24.76923076923077,2.076923076923077,1,10,2,8,5,2,2,0.03225806451612903,0.03508771929824561,28.5,3.5,0,0,0,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,JAX,JAX,66,54,5,0,7,25.78787878787879,25.62962962962963,2.984848484848485,2.814814814814815,74.06153846153846,246.47692307692307,31.34486916009147,10,34,14,43,24,102.20930232558139,3,3,0.045454545454545456,0.05555555555555555,29.333333333333332,6.333333333333333,1,1,2,3,0,5,4,0.07575757575757576,0.07407407407407407,25.0,2.0,0,3,0,2,1,8,6,0.12121212121212122,0.1111111111111111,27.25,4.0,0,2,2,4,3,3,3,0.045454545454545456,0.05555555555555555,27.666666666666668,4.666666666666667,1,1,2,3,1,13,10,0.19696969696969696,0.18518518518518517,25.384615384615383,3.076923076923077,1,6,4,7,6,11,9,0.16666666666666666,0.16666666666666666,25.818181818181817,3.0,3,6,3,9,6,8,7,0.12121212121212122,0.12962962962962962,24.875,2.0,1,5,0,5,3,10,9,0.15151515151515152,0.16666666666666666,24.6,2.0,1,7,0,9,4,5,3,0.07575757575757576,0.05555555555555555,25.8,2.6,2,3,1,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,KC,KAN,64,54,8,0,2,27.53125,27.314814814814813,4.8125,4.666666666666667,74.046875,247.734375,31.55877432885538,8,20,29,45,25,109.17777777777778,3,3,0.046875,0.05555555555555555,29.666666666666668,6.666666666666667,0,0,2,3,2,6,5,0.09375,0.09259259259259259,25.666666666666668,2.8333333333333335,2,3,2,3,1,7,5,0.109375,0.09259259259259259,26.857142857142858,3.4285714285714284,1,4,3,4,3,4,4,0.0625,0.07407407407407407,27.5,5.5,0,1,3,4,2,11,9,0.171875,0.16666666666666666,27.818181818181817,5.2727272727272725,0,1,5,7,4,11,10,0.171875,0.18518518518518517,26.181818181818183,3.6363636363636362,2,3,4,8,6,9,6,0.140625,0.1111111111111111,27.444444444444443,4.555555555555555,2,4,4,7,3,10,10,0.15625,0.18518518518518517,26.9,4.3,1,4,3,8,3,3,2,0.046875,0.037037037037037035,37.0,14.333333333333334,0,0,3,1,1,0,0,0.0,0.0,,,0,0,0,0,0
2002,LAC,SDG,62,53,4,0,5,26.403225806451612,26.60377358490566,3.8225806451612905,3.981132075471698,73.41935483870968,241.8709677419355,31.350296225058823,14,31,22,41,24,97.97560975609755,3,3,0.04838709677419355,0.05660377358490566,28.333333333333332,6.0,1,2,1,3,1,6,6,0.0967741935483871,0.11320754716981132,25.166666666666668,3.1666666666666665,1,4,2,3,2,6,5,0.0967741935483871,0.09433962264150944,26.166666666666668,3.5,2,3,2,4,3,3,3,0.04838709677419355,0.05660377358490566,23.666666666666668,1.3333333333333333,2,2,0,2,1,11,10,0.1774193548387097,0.18867924528301888,26.09090909090909,3.8181818181818183,2,4,4,8,5,10,8,0.16129032258064516,0.1509433962264151,26.6,4.1,1,4,4,7,3,6,6,0.0967741935483871,0.11320754716981132,26.333333333333332,3.8333333333333335,1,3,2,5,3,13,10,0.20967741935483872,0.18867924528301888,26.076923076923077,3.3076923076923075,4,8,5,9,6,4,2,0.06451612903225806,0.03773584905660377,30.75,6.5,0,1,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,LAR,STL,64,54,5,0,4,26.578125,26.35185185185185,3.875,3.685185185185185,73.546875,244.171875,31.52688515198306,12,26,26,43,24,105.72093023255815,4,3,0.0625,0.05555555555555555,28.5,5.5,0,1,2,2,0,8,7,0.125,0.12962962962962962,25.375,2.875,3,4,2,4,3,8,6,0.125,0.1111111111111111,27.375,4.5,1,2,3,5,5,2,2,0.03125,0.037037037037037035,26.0,3.5,0,1,1,2,1,13,10,0.203125,0.18518518518518517,26.923076923076923,3.923076923076923,4,5,7,8,2,9,8,0.140625,0.14814814814814814,26.77777777777778,4.333333333333333,0,3,3,8,4,8,7,0.125,0.12962962962962962,25.25,2.5,2,5,2,5,3,10,9,0.15625,0.16666666666666666,26.0,3.4,2,5,4,8,6,2,2,0.03125,0.037037037037037035,30.0,8.0,0,0,2,1,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,LVR,OAK,66,55,8,0,3,27.196969696969695,27.454545454545453,4.818181818181818,5.090909090909091,74.25757575757575,243.6818181818182,30.858479665413206,7,26,26,54,36,83.74074074074075,4,4,0.06060606060606061,0.07272727272727272,28.5,6.25,1,2,2,4,3,7,6,0.10606060606060606,0.10909090909090909,29.428571428571427,6.714285714285714,0,0,5,6,5,7,6,0.10606060606060606,0.10909090909090909,29.285714285714285,7.0,0,3,3,4,3,5,2,0.07575757575757576,0.03636363636363636,25.4,2.4,1,3,0,4,2,10,10,0.15151515151515152,0.18181818181818182,26.5,4.3,1,2,5,8,7,10,8,0.15151515151515152,0.14545454545454545,27.0,4.6,1,4,4,10,6,7,7,0.10606060606060606,0.12727272727272726,27.571428571428573,5.0,1,3,2,4,2,13,10,0.19696969696969696,0.18181818181818182,26.307692307692307,4.3076923076923075,2,6,5,12,7,3,2,0.045454545454545456,0.03636363636363636,24.333333333333332,1.6666666666666667,0,3,0,2,1,0,0,0.0,0.0,,,0,0,0,0,0
2002,MIA,MIA,60,54,5,0,1,26.9,26.962962962962962,4.166666666666667,4.222222222222222,73.55,239.48333333333332,30.928935823867377,7,23,25,40,20,113.525,4,4,0.06666666666666667,0.07407407407407407,28.25,4.0,0,2,2,1,0,6,6,0.1,0.1111111111111111,24.666666666666668,2.1666666666666665,1,3,0,6,4,7,5,0.11666666666666667,0.09259259259259259,28.285714285714285,5.714285714285714,0,2,4,3,3,4,4,0.06666666666666667,0.07407407407407407,25.25,2.75,1,1,1,4,0,9,8,0.15,0.14814814814814814,26.666666666666668,4.222222222222222,2,4,5,6,4,9,9,0.15,0.16666666666666666,27.77777777777778,5.0,1,2,4,5,2,7,6,0.11666666666666667,0.1111111111111111,26.142857142857142,3.5714285714285716,1,3,4,5,2,12,10,0.2,0.18518518518518517,26.25,3.3333333333333335,1,6,3,10,5,2,2,0.03333333333333333,0.037037037037037035,33.0,11.0,0,0,2,0,0,0,0,0.0,0.0,,,0,0,0,0,0
2002,MIN,MIN,63,54,5,0,4,26.476190476190474,26.5,3.7777777777777777,3.8518518518518516,73.98412698412699,246.44444444444446,31.45720830532816,10,28,19,47,22,118.04255319148936,3,3,0.047619047619047616,0.05555555555555555,25.666666666666668,2.6666666666666665,1,1,1,1,1,6,5,0.09523809523809523,0.09259259259259259,25.833333333333332,3.1666666666666665,0,3,2,4,4,7,6,0.1111111111111111,0.1111111111111111,25.857142857142858,3.7142857142857144,2,3,2,5,3,3,2,0.047619047619047616,0.037037037037037035,28.333333333333332,5.333333333333333,0,0,2,2,1,13,10,0.20634920634920634,0.18518518518518517,26.76923076923077,4.0,1,6,3,9,1,9,8,0.14285714285714285,0.14814814814814814,26.22222222222222,3.7777777777777777,0,3,2,8,6,8,7,0.12698412698412698,0.12962962962962962,26.375,3.625,2,4,3,7,2,10,10,0.15873015873015872,0.18518518518518517,25.1,2.1,3,7,1,8,3,4,3,0.06349206349206349,0.05555555555555555,31.0,8.25,1,1,3,3,1,0,0,0.0,0.0,,,0,0,0,0,0
