model_type,n_predictions,mae,rmse,spearman,r2
spline,3354,3.4487175304077557,4.619238946202075,0.5677284467006511,0.3384833379431259
xgb,3354,3.4882974030626865,4.6913910259269995,0.5458274083421423,0.3176562835187001
catboost,3354,3.3922087908108565,4.558252516162099,0.5717193330716327,0.35583564132242185
rf,3354,3.398276617239438,4.551104077690869,0.5781835177636763,0.35785446698996237
mlpe,3354,6.051437081806872,20.415886721493194,0.4430307430465318,-11.922199028065485
ftt,3354,3.408229170417103,4.59730481862714,0.5646238611737738,0.34475075197914984
tabnet,3354,4.2607765246980165,12.748314009095395,0.48861588732104044,-4.038548409344932
