year,model_type,n_train,n_test,mae,rmse,spearman,r2
2010,spline,1873,173,3.727100077071271,4.694568878029324,0.560592729326674,0.22573993075214516
2010,xgb,1873,173,3.5264920822204755,4.678194126783332,0.5416772162311047,0.23113178046231886
2010,catboost,1873,173,3.418743710415804,4.441514030221832,0.5671446530738522,0.306961266027173
2010,rf,1873,173,3.3065467846414083,4.443162068715614,0.5688715347142046,0.30644686197323867
2010,mlpe,1873,173,39.451334785433176,83.90738818508069,0.3350301455374674,-246.3408432592176
2010,ftt,1873,173,3.5767258646860287,4.581548082639606,0.5474284525959122,0.26257148166605837
2010,tabnet,1873,173,6.87872002441759,22.84166242976803,0.45966852049430446,-17.329509748781394
2015,spline,2755,174,3.2549110844068503,4.363196975611498,0.6422654919043388,0.3919340955685703
2015,xgb,2755,174,3.2857457092781175,4.517250391454515,0.6028641306586707,0.34823754144606645
2015,catboost,2755,174,3.2594908206289954,4.320850366249041,0.6259404062739943,0.4036798749195444
2015,rf,2755,174,3.184017631051717,4.2954651720879085,0.6401487482423818,0.4106661084294456
2015,mlpe,2755,174,3.2896300054144585,4.5909922428522485,0.63411494358914,0.3267844619829009
2015,ftt,2755,174,3.3545990182065415,4.430242142607715,0.6312693912621378,0.3731033614630491
2015,tabnet,2755,174,3.5965366527951996,4.794739406549747,0.5126670144434742,0.26570422436466135
2020,spline,3685,206,3.3891330620190265,4.5522020448193325,0.5795056468255995,0.3856443956637944
2020,xgb,3685,206,3.2218085214929673,4.422243439895299,0.5873486011136424,0.4202215644374423
2020,catboost,3685,206,3.128375821657938,4.358647229318585,0.6129761759835152,0.4367772272966174
2020,rf,3685,206,3.1926703248237733,4.444882292707968,0.6045138053812359,0.41427023422627973
2020,mlpe,3685,206,3.2804000921619747,4.782641847314716,0.5530485088385516,0.32187073901496277
2020,ftt,3685,206,3.1588977974595376,4.590393529209381,0.6152368043784083,0.37529266859908794
2020,tabnet,3685,206,3.4652777319972956,4.851447468290032,0.5445513434673914,0.30221853100404583
2024,spline,4521,191,3.1068765466523898,3.967016764018714,0.6539924504556103,0.47810875446242096
2024,xgb,4521,191,2.893432071539744,3.799101125107748,0.6462409041552543,0.5213548661357251
2024,catboost,4521,191,3.0545431772086644,3.9629518344967436,0.633963159658568,0.4791777513188946
2024,rf,4521,191,2.9608181692465796,3.782607678416892,0.6760447099884933,0.5255018320106022
2024,mlpe,4521,191,3.202418942101963,4.286890942531336,0.6113088466633105,0.39055178277730584
2024,ftt,4521,191,3.1470564085775643,3.946727750112561,0.6364974851372001,0.4834334515385348
2024,tabnet,4521,191,3.175462917507631,4.148668544454367,0.6434683739281942,0.42921911913070476
