Year,Team,PlayerID,Player,Position,AV
2023,rav,JackLa00,Lamar Jackson,QB,19
2023,rav,JoneTr00,Travis Jones,DT,1
2023,rav,KolaCh00,Charlie Kolar,TE,1
2023,rav,LikeIs00,Isaiah Likely,TE,4
2023,rav,LindTy00,Tyler Linderbaum,C,9
2023,rav,MaduJu00,Nnamdi Madubuike,DT,15
2023,rav,MasoBe00,Ben Mason,FB,0
2023,rav,MaulAr00,Arthur Maulet,CB,3
2023,rav,MekaPa00,Patrick Mekari,OL,4
2023,rav,MitcKe01,Keaton Mitchell,RB,4
2023,rav,MoonJe00,Jeremiah Moon,LB,1
2023,rav,MoseMo00,Morgan Moses,T,8
2023,rav,MustSa01,Sam Mustipher,C,2
2023,rav,OjabDa00,David Ojabo,OLB,1
2023,rav,OttxTy00,Tyler Ott,LS,1
2023,rav,OwehJa00,Odafe Oweh,OLB,3
2023,rav,PhilDe00,Del'Shawn Phillips,LB,2
2023,rav,PierMi00,Michael Pierce,NT,8
2023,rav,QueePa00,Patrick Queen,LB,15
2023,rav,RicaPa00,Patrick Ricard,FB,1
2023,rav,RobiTa00,Tavius Robinson,OLB,2
2023,rav,RossJo01,Josh Ross,LB,0
2023,rav,SeymKe00,Kevon Seymour,CB,1
2023,rav,SimpJo00,John Simpson,G,8
2023,rav,SimpTr00,Trenton Simpson,LB,2
2023,rav,SmitRo07,Roquan Smith,LB,17
2023,rav,StanRo00,Ronnie Stanley,T,8
2023,rav,StepBr01,Brandon Stephens,DB,6
2023,rav,StonGe00,Geno Stone,SS/FS,6
2023,rav,StouJo00,Jordan Stout,P,2
2023,rav,TreaLa00,Laquon Treadwell,WR,0
2023,rav,TuckJu00,Justin Tucker,K,3
2023,rav,UrbaBr00,Brent Urban,DE,3
2023,rav,VanNKy00,Kyle Van Noy,OLB,3
2023,rav,WallTy00,Tylan Wallace,WR,1
2023,rav,WashAr00,Ar'Darius Washington,S,0
2023,rav,WashBr01,Broderick Washington Jr.,DT,4
2023,rav,WillDa15,Damarion Williams,CB,0
2023,rav,WillMa06,Marcus Williams,S,4
2023,rav,WorlDa00,Daryl Worley,CB,1
2023,rav,WrigOw00,Owen Wright,RB,0
2023,rav,Ya-SRo00,Rock Ya-Sin,CB,1
2023,rav,ZeitKe00,Kevin Zeitler,G,9
2023,cin,AdomCa00,Cal Adomitis,LS,1
2023,cin,AndeTy00,Tycen Anderson,S,0
2023,cin,AwuzCh00,Chidobe Awuzie,LCB,4
2023,cin,BachJo01,Joe Bachie,LB,1
2023,cin,BailMa01,Markus Bailey,LB,1
2023,cin,BattJo00,Jordan Battle,S,3
2023,cin,BoydTy00,Tyler Boyd,WR,6
2023,cin,BrowCh10,Chase Brown,RB,3
2023,cin,BrowOr00,Orlando Brown Jr.,T,9
2023,cin,BrowJa08,Jake Browning,QB,7
2023,cin,BurrJo01,Joe Burrow,QB,8
2023,cin,CappAl00,Alex Cappa,G,7
2023,cin,CarmJa00,Jackson Carman,G,0
2023,cin,CartZa00,Zachary Carter,DT,3
2023,cin,ChasJa00,Ja'Marr Chase,WR,11
2023,cin,DaviJa06,Jalen Davis,CB,1
2023,cin,DaviAk01,Akeem Davis-Gaither,LB,1
2023,cin,EvanCh02,Chris Evans,RB,0
2023,cin,FordCo00,Cody Ford,T,2
2023,cin,HarpDe00,Devin Harper,LB,0
2023,cin,HendTr00,Trey Hendrickson,DE,11
2023,cin,HiggTe00,Tee Higgins,WR,6
2023,cin,HillB.00,B.J. Hill,DT,8
2023,cin,HillDa04,Daxton Hill,S,6
2023,cin,HiltMi01,Mike Hilton,CB,5
2023,cin,HubbSa00,Sam Hubbard,DE,7
2023,cin,HudsTa00,Tanner Hudson,TE,3
2023,cin,IosiAn00,Andrei Iosivas,WR,1
2023,cin,IrwiTr00,Trenton Irwin,WR,3
2023,cin,IveyDJ00,DJ Ivey,CB,1
2023,cin,JackSh01,Shedrick Jackson,WR,0
2023,cin,JoneCh11,Charlie Jones,WR,2
2023,cin,JoneSi00,Sidney Jones,CB,0
2023,cin,KarrTe00,Ted Karras,C,7
2023,cin,LassKw00,Kwamie Lassiter II,WR,0
2023,cin,McCaA.00,A.J. McCarron,QB,0
2023,cin,McPhEv00,Evan McPherson,K,4
2023,cin,MixoJo00,Joe Mixon,RB,10
2023,cin,MorgSt02,Stanley Morgan Jr.,WR,0
2023,cin,MurpMy00,Myles Murphy,DE,1
2023,cin,OssaJo00,Joseph Ossai,DE,1
2023,cin,PratGe00,Germaine Pratt,LB,8
2023,cin,ReadD.00,D.J. Reader,DT,6
2023,cin,RobbBr00,Brad Robbins,P,1
2023,cin,SampCa00,Cameron Sample,DE,2
2023,cin,SampDr00,Drew Sample,TE,1
2023,cin,SchaMa01,Max Scharping,G,1
2023,cin,ScotNi01,Nick Scott,S,4
2023,cin,SmitIr01,Irv Smith Jr.,TE,1
2023,cin,TaylCa01,Cam Taylor-Britt,CB,5
2023,cin,TufeJa00,Jay Tufele,DT,1
2023,cin,TupoJo00,Josh Tupou,DT,1
2023,cin,TurnDJ01,DJ Turner,CB,4
2023,cin,VolsCo02,Cordell Volson,G,7
2023,cin,WilcMi01,Mitchell Wilcox,TE,1
2023,cin,WillJo10,Jonah Williams,T,9
2023,cin,WillTr06,Trayveon Williams,RB,1
2023,cin,WilsLo00,Logan Wilson,LB,8
2023,pit,AdamMo00,Montravius Adams,DT,4
2023,pit,AlexKw00,Kwon Alexander,LB,2
2023,pit,AndeSp00,Spencer Anderson,OL,0
2023,pit,AustCa00,Calvin Austin III,WR,2
2023,pit,BentKe00,Keeanu Benton,DL,4
2023,pit,BoswCh00,Chris Boswell,K,4
2023,pit,BoykMi00,Miles Boykin,WR,0
2023,pit,CarpTa00,Tariq Carpenter,LB,0
2023,pit,ColeMa02,Mason Cole,C,6
2023,pit,DaniJa01,James Daniels,OL,5
2023,pit,FitzDe00,Dez Fitzpatrick,WR,0
2023,pit,FitzMi00,Minkah Fitzpatrick,S,6
2023,pit,FreiPa00,Pat Freiermuth,TE,3
2023,pit,GoldMa00,Markus Golden,LB,2
2023,pit,HarrNa00,Najee Harris,RB,7
2023,pit,HarvPr00,Pressley Harvin III,P,1
2023,pit,HerbNa01,Nate Herbig,G,2
2023,pit,HerbNi00,Nick Herbig,LB,2
2023,pit,HeywCa01,Cameron Heyward,DT,5
2023,pit,HeywCo00,Connor Heyward,TE,1
2023,pit,HighAl02,Alex Highsmith,LB,9
2023,pit,HolcCo00,Cole Holcomb,LB,4
2023,pit,IgweGo00,Godwin Igwebuike,RB,0
2023,pit,JackMy00,Myles Jack,LB,1
2023,pit,JohnDi01,Diontae Johnson,WR,6
2023,pit,JohnKy02,Kyron Johnson,LB,0
2023,pit,JoneBr09,Broderick Jones,T,5
2023,pit,KazeDa00,Damontae Kazee,S,4
2023,pit,KillMi00,Miles Killebrew,DB,8
2023,pit,KingDe01,Desmond King,CB,0
2023,pit,KuntCh02,Christian Kuntz,LS,1
2023,pit,LealDe00,DeMarvin Leal,DE,2
2023,pit,LoudIs00,Isaiahh Loudermilk,DT,1
2023,pit,MartBl01,Blake Martinez,LB,0
2023,pit,McFaAn00,Anthony McFarland Jr.,RB,0
2023,pit,MoorDa05,Dan Moore,T,7
2023,pit,NealKe01,Keanu Neal,SS,3
2023,pit,OgunLa00,Larry Ogunjobi,DT,8
2023,pit,OkorCh00,Chukwuma Okorafor,RT,3
2023,pit,OlliQa00,Qadree Ollison,RB,0
2023,pit,OlszGu00,Gunner Olszewski,WR,0
2023,pit,PetePa00,Patrick Peterson,LCB,6
2023,pit,PickGe00,George Pickens,WR,10
2023,pit,PickKe00,Kenny Pickett,QB,6
2023,pit,PierJa01,James Pierre,CB,1
2023,pit,PortJo02,Joey Porter Jr.,CB,4
2023,pit,RileEl01,Elijah Riley,S,1
2023,pit,RobeEl00,Elandon Roberts,LB,7
2023,pit,RobiAl02,Allen Robinson,WR,2
2023,pit,RobiMa03,Mark Robinson,LB,2
2023,pit,RoweEr00,Eric Rowe,S,1
2023,pit,RudoMa00,Mason Rudolph,QB,2
2023,pit,RushDa00,Darius Rush,CB,0
2023,pit,SeumIs00,Isaac Seumalo,G,6
2023,pit,SullCh00,Chandon Sullivan,CB,2
2023,pit,ThomTr01,Trenton Thompson,DB,1
2023,pit,TrubMi00,Mitchell Trubisky,QB,2
2023,pit,WalkMy00,Mykal Walker,LB,3
2023,pit,WallLe00,Levi Wallace,CB,4
2023,pit,WarrJa01,Jaylen Warren,RB,7
2023,pit,WashDa03,Darnell Washington,TE,1
2023,pit,WattT.00,T.J. Watt,LB,18
2023,pit,WattAr01,Armon Watts,DT,1
2023,pit,WillRo08,Rodney Williams,TE,0
2023,pit,WingBr00,Brad Wing,P,0
2023,clt,AdebAd00,Adetomiwa Adebawore,DE,1
2023,clt,AgimMc00,McTelvin Agim,DT,0
2023,clt,AlieMo00,Mo Alie-Cox,TE,1
2023,clt,AndeJa01,Jack Anderson,G,0
2023,clt,AndeLi00,Liam Anderson,LB,0
2023,clt,BakeDa02,Darrell Baker,CB,2
2023,clt,BlacJu01,Julian Blackmon,S,6
2023,clt,BoetIk00,Ike Boettger,G,0
2023,clt,BrenJu00,Julius Brents,CB,3
2023,clt,BrowTo01,Tony Brown,CB,1
2023,clt,BryaTa00,Taven Bryan,DT,4
2023,clt,BuckDe00,DeForest Buckner,DT,10
2023,clt,CrosNi00,Nick Cross,S,2
2023,clt,DenbTr00,Trevor Denbow,S,1
2023,clt,DownJo00,Josh Downs,WR,7
2023,clt,EbukSa00,Samson Ebukam,DE,7
2023,clt,EhliSa00,Sam Ehlinger,QB,0
2023,clt,FernEt00,Ethan Fernea,WR,0
2023,clt,FlowDa00,Dallis Flowers,CB,1
2023,clt,FranZa00,Zaire Franklin,LB,7
2023,clt,FreeBl00,Blake Freeland,T,5
2023,clt,FrenWe00,Wesley French,C,2
2023,clt,FrieWi00,Will Fries,OL,7
2023,clt,FunkJa00,Jake Funk,RB,0
2023,clt,GayxMa00,Matt Gay,K,2
2023,clt,GoodTy00,Tyler Goodson,RB,1
2023,clt,GranKy00,Kylen Granson,TE,3
2023,clt,HambAr00,Arlington Hambright,G,0
2023,clt,HarrRo02,Ronnie Harrison,LB,2
2023,clt,HullEv00,Evan Hull,RB,0
2023,clt,JackDe02,Deon Jackson,RB,0
2023,clt,JohnEr01,Eric Johnson,DT,1
2023,clt,JoneJa13,Jaylon Jones,CB,4
2023,clt,KellRy00,Ryan Kelly,C,7
2023,clt,LammCh00,Chris Lammons,CB,0
2023,clt,LandIs00,Isaiah Land,LB,1
2023,clt,LeonDa00,Shaquille Leonard,LLB,4
2023,clt,LewiTy00,Tyquan Lewis,DE,1
2023,clt,MallWi00,Will Mallory,TE,2
2023,clt,MartJa02,Jacob Martin,DE,1
2023,clt,McGrCa00,Cameron McGrone,LB,1
2023,clt,McKeIs00,Isaiah McKenzie,WR,1
2023,clt,MinsGa00,Gardner Minshew II,QB,10
2023,clt,MontDJ01,D.J. Montgomery,WR,0
2023,clt,MoorKe03,Kenny Moore,CB,6
2023,clt,MossZa00,Zack Moss,RB,6
2023,clt,NelsQu00,Quenton Nelson,G,9
2023,clt,OdeyDa00,Dayo Odeyingbo,DE,3
2023,clt,OgleAn00,Andrew Ogletree,TE,1
2023,clt,OlubSe00,Segun Olubi,LB,2
2023,clt,PayeKw00,Kwity Paye,DE,8
2023,clt,PierAl00,Alec Pierce,WR,5
2023,clt,PittMi01,Michael Pittman Jr.,WR,10
2023,clt,RaimBe00,Bernhard Raimann,T,7
2023,clt,RhodLu00,Luke Rhodes,LS,1
2023,clt,RichAn03,Anthony Richardson,QB,3
2023,clt,RodgAm00,Amari Rodgers,WR,0
2023,clt,SancRi00,Rigoberto Sanchez,P,2
2023,clt,SermTr00,Trey Sermon,RB,1
2023,clt,SillJo00,Josh Sills,G,1
2023,clt,SmitBr06,Braden Smith,T,5
2023,clt,SpeeAm00,Ameer Speed,CB,0
2023,clt,SpeeEJ00,E.J. Speed,LB,5
2023,clt,StewGr00,Grover Stewart,DT,4
2023,clt,StuaGr00,Grant Stuard,LB,1
2023,clt,TaylJo02,Jonathan Taylor,RB,6
2023,clt,ThomRo07,Rodney Thomas II,S,5
2023,clt,WinfJu00,Juwann Winfree,WR,0
2023,htx,AmmeMa00,Matt Ammendola,K,0
2023,htx,AmosAd00,Adrian Amos,S,1
2023,htx,AndeWi01,Will Anderson,DE,10
2023,htx,ArnoGr01,Grayland Arnold,S,0
2023,htx,AustAl00,Alex Austin,CB,0
2023,htx,BarnDe01,Derek Barnett,DE,2
2023,htx,BeckAn01,Andrew Beck,FB,1
2023,htx,BoonMi00,Mike Boone,S,0
2023,htx,BoydKr00,Kris Boyd,CB,0
2023,htx,BroeNi00,Nick Broeker,G,0
2023,htx,BrowNo00,Noah Brown,WR,5
2023,htx,CashBl00,Blake Cashman,MLB,7
2023,htx,ChriGe01,Geron Christian,T,0
2023,htx,CollMa00,Maliek Collins,DT,8
2023,htx,CollNi00,Nico Collins,WR,11
2023,htx,DaviKh00,Khalil Davis,DT,2
2023,htx,DecuAu00,Austin Deculus,T,1
2023,htx,DeitMi00,Michael Deiter,OL,4
2023,htx,DellNa00,Tank Dell,WR,6
2023,htx,DogbMi00,Michael Dogbe,DE,0
2023,htx,EiseDi00,Dieter Eiselen,G,1
2023,htx,FairKa01,Ka'imi Fairbairn,K,3
2023,htx,FantGe00,George Fant,T,7
2023,htx,GreeKe02,Kendrick Green,OL,1
2023,htx,GreeJo04,Jonathan Greenard,RDE,8
2023,htx,GrifSh00,Shaquill Griffin,RCB,3
2023,htx,HansJa01,Jake Hansen,LB,1
2023,htx,HarrCh06,Christian Harris,LB,6
2023,htx,HeckCh00,Charlie Heck,T,2
2023,htx,HewiNe00,Neville Hewitt,LB,1
2023,htx,HillBr03,Brandon Hill,S,0
2023,htx,HiniKu00,Kurt Hinish,DT,2
2023,htx,HollKa00,Ka'dar Hollman,CB,2
2023,htx,HortDy00,Dylan Horton,DE,1
2023,htx,HousDe00,DeAndre Houston-Carson,DB,3
2023,htx,HowaTy00,Tytus Howard,T,3
2023,htx,HughJe99,Jerry Hughes,DE,2
2023,htx,HutcXa00,Xavier Hutchinson,WR,1
2023,htx,HydeKe01,Kerry Hyder,DE,0
2023,htx,JackKa99,Kareem Jackson,CB,0
2023,htx,JohnJo12,Johnny Johnson,WR,0
2023,htx,JohnCa02,Cameron Johnston,P,2
2023,htx,JoneJo07,Josh Jones,T,2
2023,htx,JordBr00,Brevin Jordan,TE,2
2023,htx,KeenDa00,Dalton Keene,TE,0
2023,htx,KeenCa00,Case Keenum,QB,1
2023,htx,KingDe01,Desmond King,CB,1
2023,htx,LittCo01,Cory Littleton,LB,1
2023,htx,MasoSh01,Shaq Mason,G,7
2023,htx,MetcJo00,John Metchie,WR,1
2023,htx,MillDa02,Davis Mills,QB,1
2023,htx,MorrJi00,Jimmy Morrissey,C,0
2023,htx,MurrEr00,Eric Murray,S,2
2023,htx,NelsSt01,Steven Nelson,CB,7
2023,htx,OgunDa00,Dare Ogunbowale,RB,0
2023,htx,PattJa03,Jarrett Patterson,OL,3
2023,htx,PerrDe00,Denzel Perryman,LB,5
2023,htx,PierDa01,Dameon Pierce,RB,4
2023,htx,PitrJa00,Jalen Pitre,S,6
2023,htx,QuitTe00,Teagan Quitoriano,TE,0
2023,htx,RankSh00,Sheldon Rankins,DT,8
2023,htx,RidgHa00,Hassan Ridgeway,DT,1
2023,htx,RossDA03,D'Angelo Ross,CB,1
2023,htx,SandMy00,Myjai Sanders,DE,1
2023,htx,SaubEr00,Eric Saubert,TE,0
2023,htx,SchuDa00,Dalton Schultz,TE,5
2023,htx,ScruJu00,Juice Scruggs,OL,2
2023,htx,SimsSt00,Steven Sims,WR,0
2023,htx,SingDe00,Devin Singletary,RB,7
2023,htx,StewM.00,M.J. Stewart,S,1
2023,htx,StinDe00,Derek Stingley Jr.,CB,5
2023,htx,StroCJ00,C.J. Stroud,QB,14
2023,htx,TartTe00,Teair Tart,DT,0
2023,htx,ThomTa01,Tavierre Thomas,CB,2
2023,htx,TooTHe00,Henry To'oTo'o,LB,4
2023,htx,TunsLa00,Laremy Tunsil,T,9
2023,htx,WallGa00,Garret Wallow,LB,0
2023,htx,WardJi01,Jimmie Ward,S,4
2023,htx,WeekJo00,Jon Weeks,LS,1
2023,htx,WoodRo02,Robert Woods,WR,4
2023,htx,ZentTy00,Ty Zentner,K,0
2023,oti,AlShAz00,Azeez Al-Shaair,LILB,8
2023,oti,AutrDe00,Denico Autry,LDE,8
2023,oti,AverTr01,Tre Avery,CB,1
2023,oti,BlacRo00,Ross Blacklock,DT,0
2023,oti,BohaQu00,Quinton Bohanna,DL,1
2023,oti,BrewAa01,Aaron Brewer,C,6
2023,oti,BrowMi02,Mike Brown,S,1
2023,oti,BrunDa00,Daniel Brunskill,OL,5
2023,oti,BurkTr00,Treylon Burks,WR,2
2023,oti,ByarKe01,Kevin Byard,SS,2
2023,oti,CampCh02,Chance Campbell,LB,0
2023,oti,CartSh01,Shyheim Carter,DB,0
2023,oti,ChesJu00,Julius Chestnut,RB,0
2023,oti,CobuKe00,Keondre Coburn,DL,0
2023,oti,CoxxMo00,Morgan Cox,LS,1
2023,oti,CrowTa00,Tae Crowder,LB,0
2023,oti,CruiDa00,Dane Cruikshank,DB,0
2023,oti,DaviMa01,Marlon Davidson,DL,2
2023,oti,DillAn00,Andre Dillard,T,5
2023,oti,DomaJo00,JoJo Domann,LB,0
2023,oti,DoweCo00,Colton Dowell,WR,0
2023,oti,DuncJa00,Jaelyn Duncan,OL,2
2023,oti,EdmuTe00,Terrell Edmunds,S,1
2023,oti,FolkNi20,Nick Folk,K,5
2023,oti,FultKr00,Kristian Fulton,CB,4
2023,oti,GarrEr00,Eric Garror,DB,2
2023,oti,GibbJa00,Jack Gibbens,LB,6
2023,oti,GiffLu00,Luke Gifford,LB,1
2023,oti,GipsTr00,Trevis Gipson,OLB,1
2023,oti,GowaTa00,Tay Gowan,CB,0
2023,oti,HenrDe00,Derrick Henry,RB,9
2023,oti,HookAm00,Amani Hooker,DB,5
2023,oti,HopkDe00,DeAndre Hopkins,WR,10
2023,oti,HubbCh00,Chris Hubbard,OL,3
2023,oti,JackKe02,Kearis Jackson,WR,0
2023,oti,JackMa04,Matthew Jackson,S,1
2023,oti,JohnJa09,Jaleel Johnson,DT,3
2023,oti,JoneJo05,Joseph Jones,LB,0
2023,oti,JoneNa01,Naquan Jones,DT,1
2023,oti,KendAn00,Anthony Kendall,CB,1
2023,oti,KeyxAr00,Arden Key,OLB,5
2023,oti,KinsMa00,Mason Kinsey,WR,0
2023,oti,LandHa00,Harold Landry,OLB,6
2023,oti,LeviCo00,Corey Levin,OL,1
2023,oti,LeviWi00,Will Levis,QB,6
2023,oti,McCrRo01,Roger McCreary,CB,4
2023,oti,McLeTK00,TK McLendon,DE,2
2023,oti,MoldEl00,Elijah Molden,CB,4
2023,oti,MoorCh00,Chris Moore,WR,4
2023,oti,MurpCa00,Caleb Murphy,OLB,0
2023,oti,BuntSe00,Sean Murphy-Bunting,LCB,6
2023,oti,MurrJu00,Justin Murray,T,0
2023,oti,NewmXa00,Xavier Newman-Johnson,G,0
2023,oti,OjukJo00,John Ojukwu,OL,1
2023,oti,OkonCh00,Chig Okonkwo,TE,5
2023,oti,PeevJa00,Jayden Peevy,DT,0
2023,oti,PekoKy00,Kyle Peko,DT,5
2023,oti,PetiNi00,Nicholas Petit-Frere,OL,1
2023,oti,PhilKy01,Kyle Philips,WR,2
2023,oti,RadeKe00,Kevin Rader,TE,0
2023,oti,RaduDi00,Dillon Radunz,OL,4
2023,oti,ReesOt00,Otis Reese,LB,2
2023,oti,RiceMo00,Monty Rice,LB,1
2023,oti,RupcAn00,Andrew Rupcich,OL,1
2023,oti,ShefKe00,Kendall Sheffield,DB,0
2023,oti,SimmJe01,Jeffery Simmons,DT,6
2023,oti,SkorPe00,Peter Skoronski,LG,5
2023,oti,SpeaTy00,Tyjae Spears,RB,6
2023,oti,StalTa00,Taylor Stallworth,DT,0
2023,oti,StonRy00,Ryan Stonehouse,P,3
2023,oti,TannRy00,Ryan Tannehill,QB,5
2023,oti,TartTe00,Teair Tart,LDT,4
2023,oti,ThroCa01,Calvin Throckmorton,OL,0
2023,oti,VildKi00,Kindle Vildor,CB,0
2023,oti,WallKV00,K'Von Wallace,S,3
2023,oti,WallGa00,Garret Wallow,LB,0
2023,oti,WardJo00,Jonathan Ward,RB,0
2023,oti,WeavRa00,Rashad Weaver,OLB,1
2023,oti,WescTr00,Trevon Wesco,TE,0
2023,oti,WestNi00,Nick Westbrook-Ikhine,WR,3
2023,oti,WhylJo01,Josh Whyle,TE,1
2023,oti,WillMa12,Malik Willis,QB,0
2023,oti,ZentTy00,Ty Zentner,P,1
2023,jax,AbduYa00,Yasir Abdullah,LB,0
2023,jax,AgneJa00,Jamal Agnew,WR,2
2023,jax,BarkMa00,Matt Barkley,QB,0
2023,jax,BartBe00,Ben Bartch,G,2
2023,jax,BeatC.00,C.J. Beathard,QB,1
2023,jax,BigsTa00,Tank Bigsby,RB,1
2023,jax,BlacRo00,Ross Blacklock,DT,0
2023,jax,BlacAn00,Angelo Blackson,DT,2
2023,jax,BrasCh00,Christian Braswell,CB,0
2023,jax,BrewCh01,Chandler Brewer,OL,0
2023,jax,BrowMo00,Montaric Brown,CB,2
2023,jax,CampTe00,Tevaughn Campbell,CB,0
2023,jax,CampTy01,Tyson Campbell,CB,4
2023,jax,ChaiKL00,K'Lavon Chaisson,OLB,1
2023,jax,CiscAn00,Andre Cisco,S,6
2023,jax,ClevEz00,Ezra Cleveland,OL,3
2023,jax,CookLo00,Logan Cooke,P,2
2023,jax,CookEl00,Elijah Cooks,WR,0
2023,jax,EngrEv00,Evan Engram,TE,8
2023,jax,EtieTr00,Travis Etienne,RB,9
2023,jax,FarrLu00,Luke Farrell,TE,1
2023,jax,FatuFo00,Folorunso Fatukasi,NT,7
2023,jax,FortLu01,Luke Fortner,OL,8
2023,jax,GotsAd00,Adam Gotsis,DL,4
2023,jax,HamiDa02,DaVon Hamilton,DT,1
2023,jax,HancBl00,Blake Hance,OL,2
2023,jax,HarrJa03,Jacob Harris,WR,0
2023,jax,HarrAn00,Anton Harrison,T,9
2023,jax,HastJa02,Jamycal Hasty,RB,0
2023,jax,HernTr00,Tre Herndon,CB,2
2023,jax,AlleJo03,Josh Hines-Allen,OLB,11
2023,jax,JenkRa00,Rayshawn Jenkins,SS,7
