Year,Team,PlayerID,Player,Position,AV
2022,rav,AndrMa00,Mark Andrews,TE,8
2022,rav,ArmoJa00,Jalyn Armour-Davis,CB,1
2022,rav,AttaJe00,Jeremiah Attaochu,LB,0
2022,rav,BateRa00,Rashod Bateman,WR,3
2022,rav,BowsTy00,Tyus Bowser,LB,2
2022,rav,BoylNi00,Nick Boyle,TE,0
2022,rav,BrowAn06,Anthony Brown,QB,1
2022,rav,ByneJo00,Josh Bynes,MLB,3
2022,rav,CampCa99,Calais Campbell,DE,7
2022,rav,ClarCh00,Chuck Clark,SS,7
2022,rav,ClevBe00,Ben Cleveland,G,1
2022,rav,ColoTr01,Trystan Colon,C,1
2022,rav,CopeBr00,Brandon Copeland,LB,0
2022,rav,DaviMi01,Mike Davis,RB,0
2022,rav,DobbJK00,J.K. Dobbins,RB,4
2022,rav,DrakKe00,Kenyan Drake,RB,4
2022,rav,DuveDe00,Devin Duvernay,WR,6
2022,rav,EdwaGu00,Gus Edwards,RB,3
2022,rav,FaalDa00,Daniel Faalele,T,2
2022,rav,FullKy00,Kyle Fuller,CB,0
2022,rav,HamiKy00,Kyle Hamilton,S,2
2022,rav,HarrMa06,Malik Harrison,ROLB,4
2022,rav,HillJu00,Justice Hill,RB,2
2022,rav,HousJu00,Justin Houston,LB,2
2022,rav,HumpMa00,Marlon Humphrey,RCB,12
2022,rav,HuntTy01,Tyler Huntley,QB,3
2022,rav,IsabAn00,Andy Isabella,WR,0
2022,rav,JackDe00,DeSean Jackson,WR,2
2022,rav,JackLa00,Lamar Jackson,QB,12
2022,rav,JameJa01,Ja'Wuan James,T,0
2022,rav,JoneTr00,Travis Jones,DT,2
2022,rav,KennDe00,Devon Kennard,LB,1
2022,rav,KleiAJ00,A.J. Klein,LB,1
2022,rav,KolaCh00,Charlie Kolar,TE,0
2022,rav,LikeIs00,Isaiah Likely,TE,4
2022,rav,LindTy00,Tyler Linderbaum,C,7
2022,rav,MackIs00,Isaiah Mack,NT,0
2022,rav,MaduJu00,Nnamdi Madubuike,DT,7
2022,rav,MeanSt00,Steven Means,LB,0
2022,rav,MekaPa00,Patrick Mekari,LT,2
2022,rav,MoorNi00,Nick Moore,LS,0
2022,rav,MoseMo00,Morgan Moses,RT,8
2022,rav,NichRa00,Rayshad Nichols,DT,0
