Year,Team,PlayerID,Player,Position,AV
2020,cin,BullRa00,Randy Bullock,K,2
2020,cin,BurrJo01,Joe Burrow,QB,7
2020,cin,ByneJo00,Josh Bynes,LLB,8
2020,cin,CalhSh01,Shaq Calhoun,G,0
2020,cin,CartCe00,Cethan Carter,TE,0
2020,cin,CoviCh00,Christian Covington,RDT,7
2020,cin,DaniMi00,Mike Daniels,LDT,5
2020,cin,DaviJa06,Jalen Davis,DB,0
2020,cin,DaviAk01,Akeem Davis-Gaither,LB,2
2020,cin,DunlCa99,Carlos Dunlap,DE,2
2020,cin,EricAl01,Alex Erickson,WR,1
2020,cin,EvanJo01,Jordan Evans,LB,2
2020,cin,FinlRy00,Ryan Finley,QB,1
2020,cin,FinnB.01,B.J. Finney,C,0
2020,cin,GreeA.00,A.J. Green,WR,4
2020,cin,HarrCl20,Clark Harris,TE,1
2020,cin,HartBo00,Bobby Hart,RT,5
2020,cin,HendTr01,Trayvon Henderson,DB,0
2020,cin,HiggTe00,Tee Higgins,WR,7
2020,cin,HopkTr01,Trey Hopkins,C,5
2020,cin,HubbSa00,Sam Hubbard,LDE/RDE,6
2020,cin,HubeKe20,Kevin Huber,P,3
2020,cin,HuntMa00,Margus Hunt,DE,1
2020,cin,IrwiTr00,Trenton Irwin,WR,0
2020,cin,JackWi02,William Jackson III,RCB,5
2020,cin,JohnFr01,Fred Johnson,LT,3
2020,cin,JoneKe03,Keandre Jones,LB,0
2020,cin,JordMi01,Michael Jordan,LG,4
2020,cin,KareKh00,Khalid Kareem,DE,1
2020,cin,LawsCa00,Carl Lawson,RDE,6
2020,cin,McKeKa00,Kahlil McKenzie,DT,1
2020,cin,MixoJo00,Joe Mixon,RB,3
2020,cin,MorgSt02,Stanley Morgan Jr.,WR,0
2020,cin,PeriSa00,Samaje Perine,RB,2
2020,cin,PhilDa02,Darius Phillips,LCB,3
2020,cin,PratGe00,Germaine Pratt,MLB,7
2020,cin,PricBi01,Billy Price,C,1
2020,cin,ReadD.00,D.J. Reader,LDT,2
2020,cin,RedmAl01,Alex Redmond,RG,2
2020,cin,RossJo00,John Ross,WR,0
2020,cin,SampDr00,Drew Sample,TE,3
2020,cin,SchrMa00,Mason Schreck,TE,0
2020,cin,SeibAu00,Austin Seibert,K,0
2020,cin,SimsLe00,LeShaun Sims,LCB,4
2020,cin,SpaiQu00,Quinton Spain,RG,3
2020,cin,Sua-Xa00,Xavier Su'a-Filo,LG,2
2020,cin,SuthKe00,Keaton Sutherland,G,0
2020,cin,TateAu00,Auden Tate,WR,1
2020,cin,ThomMi04,Mike Thomas,WR,1
2020,cin,UzomC.00,C.J. Uzomah,TE,1
2020,cin,WillJo10,Jonah Williams,LT,4
2020,cin,WillSh02,Shawn Williams,DB,1
2020,cin,WillTr06,Trayveon Williams,RB,1
2020,cin,WillXa00,Xavier Williams,DT,2
2020,cin,WilsBr01,Brandon Wilson,RB,2
2020,cin,WilsLo00,Logan Wilson,LB,2
2020,pit,AdenOl00,Olasunkanmi Adeniyi,LB,2
2020,pit,AlleMa03,Marcus Allen,DB,4
2020,pit,AluaTy99,Tyson Alualu,NT,6
2020,pit,BannZa00,Zach Banner,T,1
2020,pit,BerrJo00,Jordan Berry,P,2
2020,pit,BoswCh00,Chris Boswell,K,3
2020,pit,BrooAn00,Antoine Brooks Jr.,S,0
2020,pit,BuggIs00,Isaiah Buggs,DT,1
2020,pit,BushDe01,Devin Bush Jr.,LILB,3
2020,pit,CainDe00,Deon Cain,WR,0
2020,pit,CanaKa00,Kameron Canaday,LS,1
2020,pit,ClayCh01,Chase Claypool,WR,8
2020,pit,ColqDu20,Dustin Colquitt,P,1
2020,pit,ConnJa00,James Conner,RB,6
2020,pit,DangJo00,Jordan Dangerfield,DB,1
2020,pit,DaviCa03,Carlos Davis,DT,1
2020,pit,DaviSe00,Sean Davis,DB,2
2020,pit,DeCaDa00,David DeCastro,RG,7
2020,pit,DobbJo00,Joshua Dobbs,QB,0
2020,pit,DotsKe00,Kevin Dotson,G,2
2020,pit,DuprAl00,Bud Dupree,ROLB,6
2020,pit,EbroEr00,Eric Ebron,TE,5
2020,pit,EdmuTe00,Terrell Edmunds,SS,5
2020,pit,EdmuTr00,Trey Edmunds,RB,0
2020,pit,ElliJa02,Jayrone Elliott,LB,1
2020,pit,FeilMa00,Matt Feiler,LG,7
2020,pit,FitzMi00,Minkah Fitzpatrick,FS,14
2020,pit,GentZa00,Zach Gentry,TE,0
2020,pit,GilbUl00,Ulysees Gilbert,LB,0
2020,pit,GrayDe01,Derwin Gray,T,0
2020,pit,HadeJo99,Joe Haden,LCB,6
2020,pit,HassJ.00,J.C. Hassenauer,C,2
2020,pit,HawkJe00,Jerald Hawkins,T,1
2020,pit,HeywCa01,Cameron Heyward,DT,15
2020,pit,HighAl02,Alex Highsmith,ROLB,4
2020,pit,HiltMi01,Mike Hilton,DB,4
2020,pit,JohnDi01,Diontae Johnson,WR,8
2020,pit,LaynJu00,Justin Layne,DB,1
2020,pit,MarsCa00,Cassius Marsh,DE,0
2020,pit,McClRa00,Ray-Ray McCloud,WR,1
2020,pit,McDoVa00,Vance McDonald,TE,1
2020,pit,McFaAn00,Anthony McFarland Jr.,RB,1
2020,pit,MondHe00,Henry Mondeaux,DT,1
2020,pit,NelsSt01,Steven Nelson,RCB,6
2020,pit,OkorCh00,Chukwuma Okorafor,RT,8
2020,pit,PierJa01,James Pierre,CB,1
2020,pit,PounMa20,Maurkice Pouncey,C,7
2020,pit,RadeKe00,Kevin Rader,TE,0
2020,pit,RoetBe00,Ben Roethlisberger,QB,10
2020,pit,RudoMa00,Mason Rudolph,QB,1
2020,pit,SamuJa00,Jaylen Samuels,RB,1
2020,pit,ScalTe00,Tegray Scales,LB,0
2020,pit,SmalWe00,Wendell Smallwood,RB,0
2020,pit,SmitJu00,JuJu Smith-Schuster,WR,7
2020,pit,SnelBe00,Benny Snell Jr.,RB,3
2020,pit,SpilRo00,Robert Spillane,LILB,5
2020,pit,SuttCa00,Cameron Sutton,DB,3
2020,pit,TuitSt00,Stephon Tuitt,DE,9
2020,pit,VillAl00,Alejandro Villanueva,LT,8
2020,pit,WashJa00,James Washington,WR,3
2020,pit,WattDe00,Derek Watt,FB,0
2020,pit,WattT.00,T.J. Watt,LOLB,18
2020,pit,WillVi01,Vince Williams,RILB,8
2020,pit,WillAv00,Avery Williamson,LB,2
2020,pit,WisnSt01,Stefen Wisniewski,G,0
2020,pit,WormCh00,Chris Wormley,DE,2
2020,pit,WrigMa00,Matthew Wright,K,1
2020,clt,AdamMa00,Matthew Adams,LB,1
2020,clt,AlieMo00,Mo Alie-Cox,TE,4
2020,clt,AlleRy01,Ryan Allen,P,0
2020,clt,AutrDe00,Denico Autry,RDE,6
2020,clt,BanoBe00,Ben Banogu,LB,1
2020,clt,BlacJu01,Julian Blackmon,FS,4
2020,clt,BlanRo03,Rodrigo Blankenship,K,3
2020,clt,BrisJa00,Jacoby Brissett,QB,0
2020,clt,BuckDe00,DeForest Buckner,LDT,15
2020,clt,BurtTr01,Trey Burton,TE,2
2020,clt,CampIb00,Ibraheim Campbell,DB,0
2020,clt,CampPa00,Parris Campbell,WR,1
2020,clt,CarrTr00,T.J. Carrie,DB,2
2020,clt,CastAn00,Anthony Castonzo,LT,7
2020,clt,ClarLe01,Le'Raven Clark,T,2
2020,clt,ClinKa00,Kameron Cline,DT,0
2020,clt,DayxSh00,Sheldon Day,DT,0
2020,clt,DoylJa00,Jack Doyle,TE,2
2020,clt,DuliAs00,Ashton Dulin,WR,1
2020,clt,EldrJa00,Jake Eldrenkamp,C,0
2020,clt,FounDa00,Daurice Fountain,WR,0
2020,clt,FranZa00,Zaire Franklin,LB,2
2020,clt,GlasJo00,Jordan Glasgow,LB,1
2020,clt,GlowMa00,Mark Glowinski,RG,8
2020,clt,GreeCh02,Chaz Green,T,2
2020,clt,GreeFa00,Farrod Green,TE,0
2020,clt,HarrDe09,DeMichael Harris,WR,1
2020,clt,HiltT.00,T.Y. Hilton,WR,7
2020,clt,HineNy00,Nyheim Hines,RB,7
2020,clt,HoldWi00,Will Holden,T,1
2020,clt,HookMa00,Malik Hooker,DB,1
2020,clt,HousJu00,Justin Houston,LDE,8
2020,clt,HuntJo00,Joey Hunt,C,0
2020,clt,JohnMa07,Marcus Johnson,WR,2
2020,clt,KellRy00,Ryan Kelly,C,11
2020,clt,LeonDa00,Shaquille Leonard,LLB,14
2020,clt,LewiTy00,Tyquan Lewis,DE,3
2020,clt,MackMa00,Marlon Mack,RB,0
2020,clt,MarsCa00,Cassius Marsh,DE,0
2020,clt,MoorKe03,Kenny Moore,LCB,5
2020,clt,MuhaAl00,Al-Quadin Muhammad,DE,1
2020,clt,NelsQu00,Quenton Nelson,LG,14
2020,clt,OdumGe00,George Odum,DB,6
2020,clt,OkerBo00,Bobby Okereke,RLB,5
2020,clt,PascZa00,Zach Pascal,WR,6
2020,clt,PatmDe00,Dezmon Patmon,WR,0
2020,clt,PintDa00,Danny Pinter,G,1
2020,clt,PittMi01,Michael Pittman Jr.,WR,5
2020,clt,RhodLu00,Luke Rhodes,LB,8
2020,clt,RhodXa00,Xavier Rhodes,RCB,5
2020,clt,RivePh00,Philip Rivers,QB,13
2020,clt,RodgIs00,Isaiah Rodgers,CB,2
2020,clt,SancRi00,Rigoberto Sanchez,P,2
2020,clt,SmitBr06,Braden Smith,RT,8
2020,clt,SmitTr04,Tremon Smith,DB,0
2020,clt,SpeeEJ00,E.J. Speed,LB,1
2020,clt,StalTa00,Taylor Stallworth,DT,2
2020,clt,StewGr00,Grover Stewart,RDT,7
2020,clt,TaylJo02,Jonathan Taylor,RB,11
2020,clt,TogiNo00,Noah Togiai,TE,0
2020,clt,TuraKe00,Kemoko Turay,LB,1
2020,clt,VeldJa20,Jared Veldheer,T,1
2020,clt,WalkAn01,Anthony Walker,MLB,7
2020,clt,WebbJM20,J'Marcus Webb,T,0
2020,clt,WilkJo01,Jordan Wilkins,RB,3
2020,clt,WillKh00,Khari Willis,SS,5
2020,clt,WilsTa00,Tavon Wilson,DB,1
2020,clt,WindRo01,Robert Windsor,DT,0
2020,clt,Ya-SRo00,Rock Ya-Sin,LCB,3
2020,htx,AdamTy00,Tyrell Adams,RILB,5
2020,htx,AkinJo00,Jordan Akins,TE,3
2020,htx,AlufAu00,Auzoyah Alufohai,DT,0
2020,htx,AngeBr00,Bryan Anger,P,2
2020,htx,ArmsCo00,Cornell Armstrong,DB,1
2020,htx,BenzBe01,Beau Benzschawel,G,0
2020,htx,BlacRo00,Ross Blacklock,DT,1
2020,htx,BrowAn05,Andrew Brown,DT,0
2020,htx,BrowPh01,Pharaoh Brown,TE,1
2020,htx,CartDe02,DeAndre Carter,WR,0
2020,htx,ChesAn00,Anthony Chesley,DB,0
2020,htx,CobbRa00,Randall Cobb,WR,4
2020,htx,ColeDy00,Dylan Cole,LB,0
2020,htx,CookBr00,Brandin Cooks,WR,9
2020,htx,CoulIs00,Isaiah Coulter,WR,0
2020,htx,CoutKe00,Keke Coutee,WR,3
2020,htx,CrosKe00,Keion Crossen,DB,2
2020,htx,CunnZa00,Zach Cunningham,LILB,6
2020,htx,DunnBr00,Brandon Dunn,NT,5
2020,htx,EmanKy00,Kyle Emanuel,LB,0
2020,htx,FairKa01,Ka'imi Fairbairn,K,3
2020,htx,FellDa01,Darren Fells,TE,3
2020,htx,FielMa01,Mark Fields II,DB,0
2020,htx,FullWi01,Will Fuller,WR,7
2020,htx,FultZa00,Zach Fulton,RG,7
2020,htx,GainPh00,Phillip Gaines,DB,1
2020,htx,GillCu00,Cullen Gillaspia,RB,0
2020,htx,GreeJo04,Jonathan Greenard,LB,1
2020,htx,HallNa01,Nate Hall,LB,1
2020,htx,HallP.00,P.J. Hall,RDE,3
2020,htx,HansCh00,Chad Hansen,WR,2
2020,htx,HargVe00,Vernon Hargreaves III,RCB,5
2020,htx,HeckCh00,Charlie Heck,T,1
2020,htx,HillDo00,Dontrell Hilliard,RB,0
2020,htx,HowaTy00,Tytus Howard,RT,8
2020,htx,HoweGr00,Buddy Howell,RB,0
2020,htx,JohnDa08,David Johnson,RB,7
2020,htx,JohnDu00,Duke Johnson,RB,3
2020,htx,JohnLo01,Lonnie Johnson Jr.,DB,2
2020,htx,JohnRo06,Roderick Johnson,T,2
2020,htx,KalaPe00,Peter Kalambayi,LB,1
2020,htx,KeleSe00,Senio Kelemete,LG,3
2020,htx,LiugCo00,Corey Liuget,NT,1
2020,htx,MancGr00,Greg Mancz,C,0
2020,htx,MartJa02,Jacob Martin,DE,2
2020,htx,MartNi00,Nick Martin,C,7
2020,htx,McCaA.00,A.J. McCarron,QB,0
2020,htx,McKiBe00,Benardrick McKinney,LB,1
2020,htx,MercWh00,Whitney Mercilus,LOLB,5
2020,htx,MitcSt02,Steven Mitchell,WR,0
2020,htx,MoorA.00,A.J. Moore,DB,2
2020,htx,MurrEr00,Eric Murray,FS,5
2020,htx,OmenCh00,Charles Omenihu,DE,3
2020,htx,OwenJo01,Jonathan Owens,DB,0
2020,htx,PhilSc01,Scottie Phillips,RB,0
2020,htx,ProsC.00,C.J. Prosise,RB,0
2020,htx,QvalBr01,Brent Qvale,T,2
2020,htx,ReidJo00,John Reid,CB,1
2020,htx,ReidJu00,Justin Reid,SS,4
2020,htx,RobyBr00,Bradley Roby,LCB,4
2020,htx,ScarBr00,Brennan Scarlett,ROLB,2
2020,htx,SchaMa01,Max Scharping,LG,5
2020,htx,StilKe00,Kenny Stills,WR,1
2020,htx,ThomMi02,Michael Thomas,DB,0
2020,htx,TunsLa00,Laremy Tunsil,LT,10
2020,htx,WarrKa00,Kahale Warring,TE,0
2020,htx,WatkCa00,Carlos Watkins,LOLB,5
2020,htx,WatsDe00,Deshaun Watson,QB,16
2020,htx,WattJ.00,J.J. Watt,LDE,7
2020,htx,WeekJo00,Jon Weeks,LS,1
2020,oti,AlleRy01,Ryan Allen,P,1
2020,oti,BateDa00,Daren Bates,LB,1
2020,oti,BatsCa00,Cameron Batson,WR,1
2020,oti,BeasVi00,Vic Beasley,DE,0
2020,oti,BlasKh00,Khari Blasingame,FB,0
2020,oti,BordBr00,Breon Borders,LCB,2
2020,oti,BrewAa01,Aaron Brewer,C,1
2020,oti,BrinBe00,Beau Brinkley,TE,1
2020,oti,BrowAJ00,A.J. Brown,WR,13
2020,oti,BrowJa06,Jayon Brown,RILB,4
2020,oti,ButlMa01,Malcolm Butler,RCB,5
2020,oti,ByarKe01,Kevin Byard,FS,5
2020,oti,ClowJa00,Jadeveon Clowney,LOLB,3
2020,oti,CompWi00,William Compton,LB,1
2020,oti,CorrKa00,Kamalei Correa,LB,0
2020,oti,CrawJa00,Jack Crawford,DE,4
2020,oti,CruiDa00,Dane Cruikshank,DB,0
2020,oti,DaniTr00,Trevor Daniel,P,0
2020,oti,DaviCo03,Corey Davis,WR,11
2020,oti,DaviNa01,Nate Davis,RG,8
2020,oti,DickMa00,Matt Dickerson,DT,1
2020,oti,DougJa00,Jamil Douglas,G,1
2020,oti,DzubNi00,Nick Dzubnar,LB,1
2020,oti,EvanDa02,Darrynton Evans,RB,1
2020,oti,EvanRa01,Rashaan Evans,LILB,7
2020,oti,FirkAn00,Anthony Firkser,FB,4
2020,oti,ForeDO00,D'Onta Foreman,RB,1
2020,oti,FultKr00,Kristian Fulton,CB,1
2020,oti,GostSt20,Stephen Gostkowski,K,2
2020,oti,HenrDe00,Derrick Henry,RB,16
2020,oti,HollCo00,Cody Hollister,WR,0
2020,oti,HookAm00,Amani Hooker,DB,2
2020,oti,HumpAd00,Adam Humphries,WR,2
2020,oti,JackAd00,Adoree' Jackson,DB,1
2020,oti,JackCh01,Chris Jackson,S,1
2020,oti,JoneBe01,Ben Jones,C,8
2020,oti,JoneDa04,DaQuan Jones,NT,7
2020,oti,JoseJo20,Johnathan Joseph,LCB,2
2020,oti,KaluJo00,Joshua Kalu,DB,1
2020,oti,KellDe00,Dennis Kelly,RT,10
2020,oti,KernBr20,Brett Kern,P,2
2020,oti,KingDe01,Desmond King,RCB,2
2020,oti,LandHa00,Harold Landry,ROLB,7
2020,oti,LewaTa00,Taylor Lewan,LT,3
2020,oti,LongDa04,David Long,RILB,3
2020,oti,MackIs00,Isaiah Mack,DT,0
2020,oti,McNiJe00,Jeremy McNichols,RB,2
2020,oti,MiltCh00,Christopher Milton,DB,1
2020,oti,MunyDa00,Daniel Munyer,C,0
2020,oti,MurcLa00,Larrell Murchison,DT,1
2020,oti,NewhMa20,Marshall Newhouse,T,0
2020,oti,OrrxKa00,Kareem Orr,DB,0
2020,oti,OverMa00,Matt Overton,LS,1
2020,oti,PerrSe00,Senorise Perry,RB,0
2020,oti,PruiMy00,MyCole Pruitt,TE,1
2020,oti,QuesDa00,David Quessenberry,LT,4
2020,oti,RayxWy01,Wyatt Ray,LB,1
2020,oti,RaymKa00,Kalif Raymond,WR,2
2020,oti,ReedBr00,Brooks Reed,LB,1
2020,oti,RobeDe01,Derick Roberson,DE,1
2020,oti,SaffRo20,Rodger Saffold,LG,9
2020,oti,SambTy00,Ty Sambrailo,LT,4
2020,oti,SimmJe01,Jeffery Simmons,DT,7
2020,oti,SkipTu00,Tuzar Skipper,LB,1
2020,oti,SlomSa00,Sam Sloman,K,0
2020,oti,SmitJo01,Jonnu Smith,TE,5
2020,oti,SmitTy01,Tye Smith,DB,1
2020,oti,SwaiGe00,Geoff Swaim,WR,1
2020,oti,TannRy00,Ryan Tannehill,QB,16
2020,oti,TartTe00,Teair Tart,DT,1
2020,oti,VaccKe00,Kenny Vaccaro,SS,4
2020,oti,WestNi00,Nick Westbrook-Ikhine,WR,0
2020,oti,WilsIs00,Isaiah Wilson,T,0
2020,oti,WoodLo00,Logan Woodside,QB,0
2020,jax,AlleDa01,Dakota Allen,LB,1
2020,jax,BarcLu00,Luq Barcoo,CB,0
2020,jax,BartBe00,Ben Bartch,T,1
2020,jax,BrowJo03,Jonathan Brown,K,0
2020,jax,BryaTa00,Taven Bryan,LDT,4
2020,jax,CannA.00,A.J. Cann,RG,5
2020,jax,ChaiKL00,K'Lavon Chaisson,LB,2
2020,jax,CharDJ00,DJ Chark,WR,5
2020,jax,ClayCh02,Chris Claybrooks,CB,2
2020,jax,ColeKe00,Keelan Cole,WR,6
2020,jax,ColqDu20,Dustin Colquitt,P,0
2020,jax,ConlCh00,Chris Conley,WR,3
2020,jax,CookLo00,Logan Cooke,P,3
2020,jax,CorrKa00,Kamalei Correa,RLB,2
2020,jax,CostDo00,Doug Costin,RDT,4
2020,jax,CottNa00,Nathan Cottrell,RB,0
2020,jax,DaviTy02,Tyler Davis,TE,0
2020,jax,EifeTy00,Tyler Eifert,TE,3
2020,jax,EkuaDa00,Daniel Ekuale,DT,2
2020,jax,ElleBe00,Ben Ellefson,TE,0
2020,jax,GileJo01,Joe Giles-Harris,LB,2
2020,jax,GlenMi00,Mike Glennon,QB,0
2020,jax,GodwTe00,Terry Godwin,WR,0
2020,jax,GotsAd00,Adam Gotsis,RDE,6
2020,jax,HamiDa02,DaVon Hamilton,LDT,3
2020,jax,HausSt00,Stephen Hauschka,K,0
2020,jax,HaydDJ00,D.J. Hayden,DB,1
2020,jax,HendCJ00,C.J. Henderson,LCB,3
2020,jax,HernTr00,Tre Herndon,LCB,4
2020,jax,AlleJo03,Josh Hines-Allen,LDE,3
