Year,Team,PlayerID,Player,Position,Experience,AV
2016,cle,AlexDo01,Dominique Alexander,LB,Rook,1
2016,cle,AlfoMa00,Mario Alford,WR,1,0
2016,cle,AtkiGe01,George Atkinson,RB,2,0
2016,cle,BailAl01,Alvin Bailey,LG,3,3
2016,cle,BarnGa01,Gary Barnidge,TE,8,4
2016,cle,BitoJo00,Joel Bitonio,LG,2,2
2016,cle,BoddBr01,Briean Boddy-Calhoun,SS,Rook,3
2016,cle,BurlMa00,Marcus Burley,DB,2,1
2016,cle,CaldTr00,Trey Caldwell,DB,Rook,0
2016,cle,CampIb00,Ibraheim Campbell,SS,1,3
2016,cle,CardTa00,Tank Carder,LB,4,1
2016,cle,ColeCo00,Corey Coleman,WR,Rook,3
2016,cle,ColeSh00,Shon Coleman,T,Rook,0
2016,cle,CollJa00,Jamie Collins,ROLB,3,3
2016,cle,ColqBr00,Britton Colquitt,P,6,2
2016,cle,CoopJo01,Jonathan Cooper,G,2,1
2016,cle,CoopXa00,Xavier Cooper,DT,1,2
2016,cle,CrowIs00,Isaiah Crowell,RB,2,7
2016,cle,DaviDe00,Demario Davis,LILB,4,6
2016,cle,DevaSe00,Seth Devalve,TE,Rook,1
2016,cle,DranSp00,Spencer Drango,LG,Rook,4
2016,cle,ErviCa00,Cameron Erving,C,1,5
2016,cle,FabiAn00,Anthony Fabiano,T,Rook,1
2016,cle,GrecJo20,John Greco,RG,8,5
2016,cle,GrifRo01,Robert Griffin III,QB,4,3
2016,cle,HadeJo99,Joe Haden,LCB,6,5
2016,cle,HamlCo01,Connor Hamlett,TE,Rook,0
2016,cle,HawkAn00,Andrew Hawkins,WR,5,2
2016,cle,HiggRa00,Rashard Higgins,WR,Rook,0
2016,cle,HogaKe00,Kevin Hogan,QB,Rook,1
2016,cle,HolmTy01,Tyrone Holmes,DE,Rook,1
2016,cle,HowaTr02,Tracy Howard,DB,Rook,2
2016,cle,HughJo00,John Hughes,DT,4,0
2016,cle,HughCh01,Charley Hughlett,LS,1,1
2016,cle,JohnCa01,Cam Johnson,LOLB,4,4
2016,cle,JohnDu00,Duke Johnson,RB,1,5
2016,cle,JohnMa06,Malcolm Johnson,TE,1,0
2016,cle,JoneDo02,Don Jones,DB,3,0
2016,cle,KessCo00,Cody Kessler,QB,Rook,3
2016,cle,KindDe00,Derrick Kindred,SS,Rook,2
2016,cle,KirkCh00,Christian Kirksey,RILB,2,7
2016,cle,LemoCo00,Corey Lemonier,DE,3,1
2016,cle,LouiRi00,Ricardo Louis,WR,Rook,1
2016,cle,McCoJo01,Josh McCown,QB,14,1
2016,cle,MedeJa00,Jamie Meder,LDE,2,6
2016,cle,MurrPa01,Patrick Murray,K,2,0
2016,cle,NassCa00,Carl Nassib,DE,Rook,2
2016,cle,OgbaEm00,Emmanuel Ogbah,RDE/LOLB,Rook,6
2016,cle,OrchNa00,Nate Orchard,DE,1,0
2016,cle,PaeaSt00,Stephen Paea,DT,5,1
2016,cle,ParkCo03,Cody Parkey,K,2,2
2016,cle,PaszAu00,Austin Pasztor,RT,4,6
2016,cle,PaytJo00,Jordan Payton,WR,Rook,0
2016,cle,PoyeJo00,Jordan Poyer,FS,3,2
2016,cle,PryoTe00,Terrelle Pryor,WR,5,6
2016,cle,ReitAu00,Austin Reiter,C,1,0
2016,cle,ReynEd00,Ed Reynolds,FS,1,3
2016,cle,SchoJo00,Joe Schobert,LB,Rook,2
2016,cle,ShelDa01,Danny Shelton,NT,1,6
2016,cle,TaylJa01,Jamar Taylor,RCB,3,5
2016,cle,TelfRa00,Randall Telfer,TE,1,0
2016,cle,ThomJo28,Joe Thomas,LT,9,8
2016,cle,VitaDa00,Danny Vitale,RB,Rook,0
2016,cle,WhitCh02,Charlie Whitehurst,QB,10,0
2016,cle,WillTr99,Tramon Williams,LCB,9,3
2016,cle,WrigGa00,Gabe Wright,DT,1,0
2016,rav,AikeKa00,Kamar Aiken,WR,5,2
2016,rav,AlleJa01,Javorius Allen,RB,1,0
2016,rav,BeyeBr00,Brennen Beyer,DE,Rook,0
2016,rav,BoylNi00,Nick Boyle,TE,1,0
2016,rav,BrowDa04,Daniel Brown,WR,1,0
2016,rav,CampMi02,Michael Campanaro,WR,2,0
2016,rav,CanaMa00,Maurice Canady,DB,Rook,0
2016,rav,CartCh00,Chris Carter,LB,5,0
2016,rav,CorrKa00,Kamalei Correa,LB,Rook,1
2016,rav,CoxxMo00,Morgan Cox,LS,6,3
2016,rav,DaniRo01,Robertson Daniel,DB,Rook,0
2016,rav,DaviWi02,Will Davis,DB,3,0
2016,rav,DixoKe00,Kenneth Dixon,RB,Rook,3
2016,rav,DucaVl20,Vlad Ducasse,RG,6,3
2016,rav,DumeEl20,Elvis Dumervil,LB,10,2
2016,rav,ElamMa00,Matt Elam,DB,3,1
2016,rav,FlacJo00,Joe Flacco,QB,8,9
2016,rav,ForsJu00,Justin Forsett,RB,8,1
2016,rav,GillCr00,Crockett Gillmore,TE,2,0
2016,rav,GuyxLa00,Lawrence Guy,RDE,4,6
2016,rav,HestDe99,Devin Hester,WR,10,0
2016,rav,HuffMa00,Marqueston Huff,DB,2,1
2016,rav,HursJa00,James Hurst,T,2,2
2016,rav,JensRy00,Ryan Jensen,G,2,2
2016,rav,JernTi00,Timmy Jernigan,LDE,2,8
2016,rav,JudoMa00,Matt Judon,LB,Rook,2
2016,rav,JuszKy00,Kyle Juszczyk,RB,3,2
2016,rav,KochSa20,Sam Koch,P,10,2
2016,rav,LeviAn00,Anthony Levine,DB,4,1
2016,rav,LewiAl01,Alex Lewis,LG,Rook,3
2016,rav,LewiKe00,Kendrick Lewis,DB,6,0
2016,rav,LewiCh01,Chris Lewis-Harris,DB,4,0
2016,rav,MallRy00,Ryan Mallett,QB,4,0
2016,rav,McClAl00,Albert McClellan,ROLB,5,6
2016,rav,MoorCh00,Chris Moore,WR,Rook,0
2016,rav,MoslC.00,C.J. Mosley,LILB,2,13
2016,rav,OnwuPa00,Patrick Onwuasor,LB,Rook,1
2016,rav,OrrxZa00,Zach Orr,RILB,2,15
2016,rav,PerrBr02,Breshad Perriman,WR,1,3
2016,rav,PierMi00,Michael Pierce,DT,Rook,2
2016,rav,PittDe00,Dennis Pitta,TE,6,5
2016,rav,PoweJe99,Jerraud Powers,DB,7,4
2016,rav,PricSh00,Sheldon Price,DB,1,1
2016,rav,SmitJi03,Jimmy Smith,RCB,5,4
2016,rav,SmitSt01,Steve Smith Sr.,WR,15,5
2016,rav,SmitZa00,Za'Darius Smith,DE,1,3
2016,rav,StanRo00,Ronnie Stanley,LT,Rook,5
2016,rav,SuggTe99,Terrell Suggs,LOLB,13,7
2016,rav,TaliLo00,Lorenzo Taliaferro,RB,2,0
2016,rav,TuckJu00,Justin Tucker,K,4,8
2016,rav,UrbaBr00,Brent Urban,DE,1,2
2016,rav,UrscJo00,John Urschel,G,2,2
2016,rav,WagnRi00,Ricky Wagner,RT,3,6
2016,rav,WallMi00,Mike Wallace,WR,7,7
2016,rav,WallDa01,Darren Waller,WR,1,1
2016,rav,WebbLa99,Lardarius Webb,FS,7,7
2016,rav,WeddEr99,Eric Weddle,SS,9,10
2016,rav,WestTe00,Terrance West,RB,2,6
2016,rav,WillBr02,Brandon Williams,NT,3,8
2016,rav,WillMa04,Maxx Williams,TE,1,0
2016,rav,WrigSh00,Shareece Wright,LCB,5,4
2016,rav,YandMa20,Marshal Yanda,LG/RG,9,9
2016,rav,YounTa01,Tavon Young,LCB,Rook,6
2016,rav,ZuttJe20,Jeremy Zuttah,C,8,9
2016,cin,AtkiGe99,Geno Atkins,RDT,6,11
2016,cin,BernGi00,Giovani Bernard,RB,3,4
2016,cin,BodiRu00,Russell Bodine,C,2,7
2016,cin,BoliCl00,Clint Boling,LG,5,6
2016,cin,BoydTy00,Tyler Boyd,WR,Rook,5
2016,cin,BrowCh05,Chykie Brown,DB,5,0
2016,cin,BullRa00,Randy Bullock,K,3,0
2016,cin,BurfVo00,Vontaze Burfict,RLB,4,7
2016,cin,BurkRe00,Rex Burkhead,RB,3,3
2016,cin,ClarWi00,Will Clarke,DE,2,2
2016,cin,CoreCo00,Cody Core,WR,Rook,2
2016,cin,DaltAn00,Andy Dalton,QB,5,12
2016,cin,DansKa20,Karlos Dansby,LLB,12,5
2016,cin,DawsPa00,Paul Dawson,LB,1,0
2016,cin,DennDa00,Darqueze Dennard,DB,2,2
2016,cin,DunlCa99,Carlos Dunlap,LDE,6,11
2016,cin,EifeTy00,Tyler Eifert,TE,3,3
2016,cin,EricAl01,Alex Erickson,WR,Rook,1
2016,cin,FejeCl00,Clayton Fejedelem,DB,Rook,1
2016,cin,FishJa00,Jake Fisher,T,1,3
2016,cin,FlowMa00,Marquis Flowers,LB,2,2
