Year,Team,PlayerID,Player,Position,Experience,AV
2002,cle,AkinCh20,Chris Akins,DB,3,1
2002,cle,BentKe20,Kevin Bentley,LB,Rook,2
2002,cle,BoweRJ00,R.J. Bowers,RB,1,0
2002,cle,BoyeBr20,Brant Boyer,LB,8,3
2002,cle,BrowCo22,Courtney Brown,RDE,2,6
2002,cle,BushDe20,Devin Bush Sr.,FS,7,5
2002,cle,CampMa00,Mark Campbell,TE,3,2
2002,cle,ChanRo21,Roger Chanoine,T,3,2
2002,cle,CoucTi00,Tim Couch,QB,3,8
2002,cle,DaviAn20,Andra Davis,LB,Rook,2
2002,cle,DaviAn01,Andre' Davis,WR,Rook,5
2002,cle,dawsophi01,Phil Dawson,K,3,3
2002,cle,FowlMe20,Melvin Fowler,C,Rook,0
2002,cle,FullCo20,Corey Fuller,LCB,7,6
2002,cle,GardCh20,Chris Gardocki,P,11,3
2002,cle,GonzJo21,Joaquin Gonzalez,T,Rook,1
2002,cle,GreeWi01,William Green,RB,Rook,6
2002,cle,GregDa20,Damian Gregory,DT,1,0
2002,cle,GrifRo00,Robert Griffith,SS,8,6
2002,cle,HambDa20,Darren Hambrick,LLB,4,7
2002,cle,HeidSt00,Steve Heiden,TE,3,1
2002,cle,HenrAn20,Anthony Henry,RCB,1,5
2002,cle,HolcKe00,Kelly Holcomb,QB,5,2
2002,cle,HolmEa20,Earl Holmes,MLB,6,8
2002,cle,JackFr01,Frisman Jackson,WR,Rook,0
2002,cle,JackJa00,James Jackson,RB,1,0
2002,cle,JameMi20,Michael Jameson,DB,1,2
2002,cle,JohnKe01,Kevin Johnson,WR,3,6
2002,cle,JoneLe20,Lenoy Jones,LB,6,0
2002,cle,KingAn00,Andre King,WR,1,0
2002,cle,KuehRy20,Ryan Kuehl,DT,6,1
2002,cle,LangKe20,Kenard Lang,LDE,5,7
2002,cle,LittEa20,Earl Little,FS,4,5
2002,cle,McCuDa22,Daylon McCutcheon,RCB,3,5
2002,cle,McKiAl20,Alvin McKinley,DT,2,1
2002,cle,MorgQu00,Quincy Morgan,WR,1,8
2002,cle,NortDe00,Dennis Northcutt,WR,2,8
2002,cle,OHarSh20,Shaun O'Hara,RG,2,8
2002,cle,PearKa20,Kalvin Pearson,DB,Rook,0
2002,cle,RogeTy20,Tyrone Rogers,RDE,3,3
2002,cle,RoyeOr20,Orpheus Roye,RDT,6,8
2002,cle,RuddDw20,Dwayne Rudd,RLB,5,7
2002,cle,SandDa00,Darnell Sanders,TE,Rook,0
2002,cle,SandLe20,Lewis Sanders,DB,2,3
2002,cle,ScotCe20,Cedric Scott,DE,1,0
2002,cle,SheaAa00,Aaron Shea,TE,2,0
2002,cle,SmitMa20,Mark Smith,DT,5,0
2002,cle,StokBa20,Barry Stokes,LG,4,8
2002,cle,TaylBe20,Ben Taylor,LB,Rook,0
2002,cle,TuckRy20,Ryan Tucker,RT,5,7
2002,cle,VerbRo20,Ross Verba,LT,5,8
2002,cle,WallRa20,Raymond Walls,DB,1,0
2002,cle,WarrGe20,Gerard Warren,LDT,1,8
2002,cle,WhitJa00,Jamel White,RB,2,7
2002,cle,WohlDa20,Dave Wohlabaugh,C,7,6
2002,cle,WordMa20,Mark Word,DE,3,3
2002,cle,ZukaPa20,Paul Zukauskas,G,1,3
2002,rav,AndeBe20,Bennie Anderson,RG,1,6
2002,rav,BaxtGa20,Gary Baxter,RCB,1,5
2002,rav,BlakJe00,Jeff Blake,QB,10,6
2002,rav,BoulPe00,Peter Boulware,ROLB,5,11
2002,rav,BrigLa20,Lamont Brightful,DB,Rook,2
2002,rav,BrooEt20,Ethan Brooks,RT,6,5
2002,rav,BrowCo20,Cornell Brown,LOLB,5,6
2002,rav,ByrdSh20,Shawn Byrdsong,DB,Rook,0
2002,rav,CookDa20,Damion Cook,T,1,0
2002,rav,DempWi20,Will Demps,FS,Rook,4
2002,rav,DougMa20,Marques Douglas,DE,2,1
2002,rav,FlynMi20,Mike Flynn,C,4,6
2002,rav,GashSa00,Sam Gash,FB,10,0
2002,rav,GreeHo20,Howard Green,DT,Rook,0
2002,rav,GregKe20,Kelly Gregg,NT,3,8
2002,rav,HarrBe20,Bernardo Harris,RILB,7,6
2002,rav,HartEd20,Ed Hartwell,LILB,1,8
2002,rav,HeapTo00,Todd Heap,TE,1,7
2002,rav,HuntDa21,Dameon Hunter,RB,Rook,0
2002,rav,HuntJa00,Javin Hunter,WR,Rook,0
2002,rav,HymeRa00,Randy Hymes,WR,Rook,1
2002,rav,JenkJ.20,J.R. Jenkins,K,Rook,0
2002,rav,JohnJ.20,J.R. Johnson,LB,Rook,0
2002,rav,JohnRo03,Ron Johnson,WR,Rook,1
2002,rav,JoneJo00,John Jones,TE,2,0
2002,rav,JoneTe00,Terry Jones,TE,Rook,1
2002,rav,KemoMa20,Ma'ake Kemoeatu,DT,Rook,2
2002,rav,LewiJa00,Jamal Lewis,RB,2,11
2002,rav,LewiRa00,Ray Lewis,RILB,6,4
2002,rav,MaesJo20,Joe Maese,LS,1,2
2002,rav,McAlCh00,Chris McAlister,LCB,3,5
2002,rav,McCrMi00,Michael McCrary,DE,9,1
2002,rav,MitcAn20,Anthony Mitchell,FS,2,3
2002,rav,MuliEd20,Edwin Mulitalo,LG,3,6
2002,rav,NugeDa21,David Nugent,DE,2,1
2002,rav,OgdeJe00,Jeff Ogden,WR,4,0
2002,rav,OgdeJo00,Jonathan Ogden,LT,6,12
