Year,Team,PlayerID,Player,Position,Experience,AV
2007,cle,AdamKe20,Keith Adams,LB,6,0
2007,cle,AdamMi21,Mike Adams,DB,3,1
2007,cle,AlixCh00,Charles Ali,RB,Rook,0
2007,cle,AndeDe00,Derek Anderson,QB,1,14
2007,cle,BockCo20,Colby Bockwoldt,LB,3,0
2007,cle,BoddLe20,Leigh Bodden,RCB,4,7
2007,cle,CartTi00,Tim Carter,WR,5,1
2007,cle,CribJo01,Josh Cribbs,WR,2,4
2007,cle,DaviAn20,Andra Davis,LILB,5,5
2007,cle,dawsophi01,Phil Dawson,K,8,3
2007,cle,DinkDa00,Darnell Dinkins,TE,5,0
2007,cle,DorsNa20,Nat Dorsey,T,3,0
2007,cle,EdwaBr00,Braylon Edwards,WR,2,13
2007,cle,ErnsPa20,Paul Ernster,P,2,0
2007,cle,FralHa20,Hank Fraley,C,6,8
2007,cle,FrasSi20,Simon Fraser,DE,2,2
2007,cle,FrieLe20,Lennie Friedman,G,7,1
2007,cle,FryeCh00,Charlie Frye,QB,2,0
2007,cle,GrifKr20,Kris Griffin,LB,2,1
2007,cle,HamiBo20,Bobby Hamilton,DE,11,0
2007,cle,HarrJe00,Jerome Harrison,RB,1,1
2007,cle,HeidSt00,Steve Heiden,TE,8,1
2007,cle,HollDa22,Daven Holly,LCB,2,3
2007,cle,JackDQ20,D'Qwell Jackson,RILB,1,6
2007,cle,JoneSe20,Sean Jones,SS,2,6
2007,cle,JureJo00,Joe Jurevicius,WR,9,6
2007,cle,KellEt20,Ethan Kelley,NT,3,3
2007,cle,LeonLo99,Louis Leonard,DT,Rook,0
2007,cle,LewiJa00,Jamal Lewis,RB,7,12
2007,cle,McDoBr99,Brandon McDonald,DB,Rook,2
2007,cle,McGiWi00,Willie McGinest,LOLB,13,5
2007,cle,McKiSe20,Seth McKinney,RG,5,4
2007,cle,McMiDa20,David McMillan,DE,2,1
2007,cle,PeekAn20,Antwan Peek,LOLB,4,3
2007,cle,PlaySc20,Scott Player,P,9,1
2007,cle,PontRy20,Ryan Pontbriand,LS,4,5
2007,cle,PoolBr20,Brodney Pool,FS,2,6
2007,cle,QuinBr00,Brady Quinn,QB,Rook,0
2007,cle,RoyeOr20,Orpheus Roye,LDE,11,3
2007,cle,ShafKe20,Kevin Shaffer,RT,5,8
2007,cle,SmitRo21,Robaire Smith,RDE,7,7
2007,cle,SmitSh20,Shaun Smith,LDE,3,6
2007,cle,SoreNi20,Nick Sorensen,DB,6,0
2007,cle,SteiEr20,Eric Steinbach,LG,4,8
2007,cle,ThomJo28,Joe Thomas,LT,Rook,11
2007,cle,ThomCh23,Chaun Thompson,LB,4,1
2007,cle,TuckRy20,Ryan Tucker,RG,10,5
2007,cle,VickLa00,Lawrence Vickers,FB,1,1
2007,cle,WashTe01,Ted Washington,NT,16,1
2007,cle,WillLe20,Leon Williams,MLB,1,5
2007,cle,WimbKa20,Kamerion Wimbley,ROLB,1,6
2007,cle,WinsKe01,Kellen Winslow,TE,3,11
2007,cle,WrigEr99,Eric Wright,LCB,Rook,5
2007,cle,WrigJa01,Jason Wright,RB,3,4
2007,cle,WrigKe20,Kenny Wright,DB,8,1
2007,cle,ZastDa20,Dave Zastudil,P,5,1
2007,rav,AndeMi00,Mike Anderson,RB,7,1
2007,rav,BannJu20,Justin Bannan,DT,5,2
2007,rav,BarnAn99,Antwan Barnes,LB,Rook,1
2007,rav,BollKy00,Kyle Boller,QB,4,4
2007,rav,BrowJa23,Jason Brown,LG,2,6
2007,rav,BurgPr99,Prescott Burgess,LB,Rook,0
2007,rav,ChesCh21,Chris Chester,RG,1,3
2007,rav,ClayMa01,Mark Clayton,WR,2,4
2007,rav,DarlDe00,Devard Darling,WR,3,2
