Year,Team,PlayerID,Player,Position,Experience,AV
2010,cle,AdamMi21,Mike Adams,DB,6,2
2010,cle,AikeSa00,Sam Aiken,WR,7,0
2010,cle,AlexEr20,Eric Alexander,LB,6,0
2010,cle,BartEr20,Eric Barton,LILB,11,6
2010,cle,BellMi00,Mike Bell,RB,4,1
2010,cle,BenaMa00,Marcus Benard,LB,1,2
2010,cle,BoweDa20,David Bowens,DE,11,4
2010,cle,BrowSh20,Sheldon Brown,RCB,8,6
2010,cle,BrowTi20,Titus Brown,DE,2,1
2010,cle,ClayTh00,Thomas Clayton,RB,Rook,0
2010,cle,ColeKe20,Kenyon Coleman,LDE,8,8
2010,cle,CostBl20,Blake Costanzo,LB,3,1
2010,cle,CribJo01,Josh Cribbs,WR,5,2
2010,cle,DaviJa03,James Davis,RB,1,0
2010,cle,dawsophi01,Phil Dawson,K,11,3
2010,cle,DelhJa00,Jake Delhomme,QB,11,2
2010,cle,ElamAb20,Abram Elam,FS,4,7
2010,cle,FiguYa00,Yamon Figurs,WR,3,0
2010,cle,FranCo99,Coye Francies,DB,1,0
2010,cle,FujiSc20,Scott Fujita,ROLB,8,4
2010,cle,GocoCh99,Chris Gocong,RILB,3,7
2010,cle,HadeJo99,Joe Haden,LCB,Rook,5
2010,cle,HarrJe00,Jerome Harrison,RB,4,1
2010,cle,HillPe00,Peyton Hillis,RB,2,10
2010,cle,HodgRe20,Reggie Hodges,P,5,3
2010,cle,IveyTr00,Travis Ivey,DT,Rook,0
2010,cle,KingEr20,Eric King,DB,5,0
2010,cle,LauvSh20,Shawn Lauvao,G,Rook,1
2010,cle,MackAl20,Alex Mack,C,1,8
2010,cle,MaiaKa99,Kaluka Maiava,LB,1,0
2010,cle,MassMo00,Mohamed Massaquoi,WR,1,3
2010,cle,McCoCo00,Colt McCoy,QB,Rook,4
2010,cle,MitcCa00,Carlton Mitchell,WR,Rook,0
2010,cle,MoorEv00,Evan Moore,WR,1,2
2010,cle,OctaSt00,Steve Octavien,LB,2,0
2010,cle,PashTo20,Tony Pashos,T,6,1
2010,cle,PiscSa99,Sabby Piscitelli,S,3,1
2010,cle,PontRy20,Ryan Pontbriand,LS,7,2
2010,cle,RobeDe00,Derrick Roberson,DB,1,0
2010,cle,RobiDe21,Derreck Robinson,DE,5,1
2010,cle,RobiBr00,Brian Robiskie,WR,1,2
2010,cle,RogeSh99,Shaun Rogers,DT,9,2
2010,cle,RothMa20,Matt Roth,LOLB,5,7
2010,cle,RoyaRo00,Robert Royal,TE,7,0
2010,cle,RubiAh99,Ahtyba Rubin,NT,2,8
2010,cle,SchaBr00,Brian Schaefering,RDE,1,5
2010,cle,SmitAl02,Alex Smith,TE,5,0
2010,cle,SmitCl22,Clifton Smith,RB,2,0
2010,cle,SmitRo21,Robaire Smith,LDE,10,2
2010,cle,SoreNi20,Nick Sorensen,DB,9,1
2010,cle,St.CJo20,John St. Clair,RT,8,4
2010,cle,SteiEr20,Eric Steinbach,LG,7,6
2010,cle,StucCh20,Chansi Stuckey,WR,2,3
2010,cle,ThomJo28,Joe Thomas,LT,3,12
2010,cle,TrusJa99,Jason Trusnik,ROLB,3,3
2010,cle,VallSt00,Steve Vallos,G,2,0
2010,cle,VentRa20,Raymond Ventrone,DB,3,1
2010,cle,VickLa00,Lawrence Vickers,FB,4,0
2010,cle,WallSe00,Seneca Wallace,QB,5,2
2010,cle,WardT.99,T.J. Ward,SS,Rook,6
2010,cle,WatsBe00,Ben Watson,TE,6,5
2010,cle,WillDe03,Demetrius Williams,WR,4,0
2010,cle,WomaFl20,Floyd Womack,RG,9,6
2010,cle,WrigEr99,Eric Wright,LCB,3,4
2010,cle,YateBi20,Billy Yates,G,7,2
2010,rav,AyanBr99,Brendon Ayanbadejo,LB,7,1
2010,rav,BirkMa00,Matt Birk,C,12,8
2010,rav,BoldAn00,Anquan Boldin,WR,7,8
2010,rav,BurgPr99,Prescott Burgess,LB,3,1
2010,rav,CarrCh22,Chris Carr,LCB,5,6
2010,rav,ChesCh21,Chris Chester,RG,4,7
2010,rav,CodyTe99,Terrence Cody,DT,Rook,1
2010,rav,CousOn00,Oniel Cousins,T,2,2
2010,rav,CoxxMo00,Morgan Cox,LS,Rook,1
2010,rav,cundibil01,Billy Cundiff,K,8,4
2010,rav,DickEd00,Ed Dickson,TE,Rook,1
2010,rav,DiveLa20,Lamar Divens,DT,2,0
2010,rav,ElleDa99,Dannell Ellerbe,LB,1,2
2010,rav,FlacJo00,Joe Flacco,QB,2,12
2010,rav,GoodTa99,Tavares Gooden,LB,2,1
2010,rav,GregKe20,Kelly Gregg,NT,11,8
2010,rav,GrubBe20,Ben Grubbs,LG,3,8
2010,rav,HamlKe20,Ken Hamlin,DB,7,1
2010,rav,HeapTo00,Todd Heap,TE,9,6
2010,rav,HousKe01,Kevin Houser,LS,10,0
2010,rav,HousTJ00,T.J. Houshmandzadeh,WR,9,4
2010,rav,JohnJa23,Jarret Johnson,ROLB,7,8
2010,rav,JoneAr22,Arthur Jones,DE,Rook,0
2010,rav,JoneEd22,Edgar Jones,DE,3,0
2010,rav,KochSa20,Sam Koch,P,4,2
2010,rav,KrugPa99,Paul Kruger,DE,1,1
2010,rav,LandDa21,Dawan Landry,SS,4,6
2010,rav,LewiRa00,Ray Lewis,RILB,14,16
2010,rav,MasoDe00,Derrick Mason,WR,13,7
2010,rav,MattBr20,Bryan Mattison,G,Rook,0
2010,rav,McClJa01,Jameel McClain,LILB,2,8
2010,rav,McClLe00,Le'Ron McClain,FB,3,2
2010,rav,McGaWi00,Willis McGahee,RB,6,3
2010,rav,McKiBr20,Brandon McKinney,DT,4,2
2010,rav,MollTo20,Tony Moll,T,4,3
2010,rav,NakaHa99,Haruki Nakamura,DB,2,1
2010,rav,NgatHa20,Haloti Ngata,LDE,4,17
2010,rav,OherMi20,Michael Oher,LT,1,8
2010,rav,ParmJa00,Jalen Parmele,RB,2,0
2010,rav,PhilJa99,Jason Phillips,LB,1,1
2010,rav,PittDe00,Dennis Pitta,TE,Rook,0
2010,rav,PrycTr00,Trevor Pryce,DE,13,0
2010,rav,ReddCo20,Cory Redding,RDE,7,7
2010,rav,ReedDa00,David Reed,WR,Rook,1
2010,rav,ReedEd00,Ed Reed,FS,8,11
2010,rav,RiceRa00,Ray Rice,RB,2,13
2010,rav,SmitMa01,Marcus Smith,WR,2,0
2010,rav,StalDo00,Donte' Stallworth,WR,8,1
2010,rav,SuggTe99,Terrell Suggs,LOLB,7,11
2010,rav,WashFa20,Fabian Washington,RCB,5,3
2010,rav,WebbLa99,Lardarius Webb,DB,1,2
2010,rav,WillCa99,Cary Williams,DB,2,1
2010,rav,WilsJo99,Josh Wilson,RCB,3,4
2010,rav,YandMa20,Marshal Yanda,RT,3,8
2010,rav,ZbikTo99,Tom Zbikowski,FS,2,2
2010,cin,AtkiGe99,Geno Atkins,DT,Rook,2
2010,cin,BennFr99,Fred Bennett,DB,3,0
2010,cin,BensCe00,Cedric Benson,RB,5,7
2010,cin,CaldAn00,Andre Caldwell,WR,2,3
2010,cin,CoatDa00,Daniel Coats,TE,3,0
2010,cin,CoffCh00,Chase Coffman,TE,1,0
2010,cin,CollAn21,Anthony Collins,T,2,2
2010,cin,CookKy20,Kyle Cook,C,2,8
2010,cin,CosbQu00,Quan Cosby,WR,1,0
2010,cin,CrocCh20,Chris Crocker,FS,7,3
2010,cin,DunlCa99,Carlos Dunlap,DE,Rook,2
2010,cin,FaneJo20,Jonathan Fanene,DE,5,0
2010,cin,FoscJo00,J.P. Foschi,TE,5,0
2010,cin,GeatRo21,Robert Geathers,LDE,6,7
2010,cin,GheeBr99,Brandon Ghee,DB,Rook,0
2010,cin,GresJe00,Jermaine Gresham,TE,Rook,4
2010,cin,HallLe98,Leon Hall,RCB,3,7
2010,cin,HarrCl20,Clark Harris,TE,2,1
2010,cin,HubeKe20,Kevin Huber,P,1,1
2010,cin,JohnBr20,Brandon Johnson,LB,4,3
2010,cin,JohnCh01,Chad Johnson,WR,9,7
2010,cin,JohnMi98,Michael Johnson,RDE,1,6
2010,cin,JohnTa20,Tank Johnson,RDT,6,3
2010,cin,JonePa20,Adam Jones,DB,5,2
2010,cin,JoneDh20,Dhani Jones,MLB,9,8
2010,cin,JoseJo20,Johnathan Joseph,LCB,4,5
2010,cin,KellRe00,Reggie Kelly,TE,11,0
2010,cin,LeonBr00,Brian Leonard,RB,3,1
2010,cin,LiviNa20,Nate Livings,LG,2,8
2010,cin,MathEv20,Evan Mathis,G,5,1
2010,cin,MauaRe99,Rey Maualuga,LLB,1,7
2010,cin,McDoCl99,Clinton McDonald,DT,1,1
2010,cin,MileJe00,Jeromy Miles,DB,1,0
2010,cin,MuckRo99,Roddrick Muckelroy,LB,Rook,1
2010,cin,MurrRi00,Rico Murray,DB,1,0
2010,cin,NdukCh99,Nedu Ndukwe,FS,3,3
2010,cin,NelsRe99,Reggie Nelson,SS,3,3
2010,cin,NelsTo00,Tom Nelson,DB,1,0
2010,cin,nugenmik01,Mike Nugent,K,5,2
2010,cin,OdomAn20,Antwan Odom,DE,6,1
2010,cin,OwenTe00,Terrell Owens,WR,14,8
2010,cin,PalmCa00,Carson Palmer,QB,6,11
2010,cin,PalmJo20,Jordan Palmer,QB,2,0
2010,cin,PeerCe00,Cedric Peerman,RB,1,0
2010,cin,PekoDo20,Domata Peko,LDT,4,7
2010,cin,PettAa00,Aaron Pettrey,K,Rook,0
2010,cin,PresCh00,Chris Pressley,RB,1,0
2010,cin,RatlKe20,Keiwan Ratliff,DB,6,0
2010,cin,ReyxVi00,Vincent Rey,LB,Rook,0
2010,cin,RiveKe99,Keith Rivers,RLB,2,6
2010,cin,RolaDe20,Dennis Roland,RT,2,6
2010,cin,RuckFr99,Frostee Rucker,DE,3,2
2010,cin,ScotBe00,Bernard Scott,RB,1,2
2010,cin,ShipJo00,Jordan Shipley,WR,Rook,5
2010,cin,SimpJe00,Jerome Simpson,WR,2,2
2010,cin,SimsPa99,Pat Sims,RDT,2,4
2010,cin,SkutDa00,Dan Skuta,LB,1,2
