Year,Team,PlayerID,Player,Position,Experience,AV
2023,cle,AdamMa00,Matthew Adams,LB,5,2
2023,cle,AkinJo00,Jordan Akins,TE,5,1
2023,cle,BellDA03,D'Anthony Bell,S,1,3
2023,cle,BellDa02,David Bell,WR,1,1
2023,cle,BitoJo00,Joel Bitonio,G,9,7
2023,cle,BojoCo00,Corey Bojorquez,P,5,3
2023,cle,BryaHa00,Harrison Bryant,TE,3,1
2023,cle,ChriGe01,Geron Christian,T,5,4
2023,cle,ChubNi00,Nick Chubb,RB,5,1
2023,cle,ConkJa00,Jack Conklin,T,7,0
2023,cle,CoopAm00,Amari Cooper,WR,8,10
2023,cle,DardJa00,Jaelon Darden,WR,2,0
2023,cle,DelpGr00,Grant Delpit,S,2,6
2023,cle,DiabMo00,Mohamoud Diabate,LB,Rook,2
2023,cle,DrisJe00,Jeff Driskel,QB,5,1
2023,cle,DunnMi01,Michael Dunn,G,3,1
2023,cle,ElliJo02,Jordan Elliott,DT,3,8
2023,cle,EmerMa00,Martin Emerson,CB,1,6
2023,cle,FielTo00,Tony Fields,LB,2,4
2023,cle,FlacJo00,Joe Flacco,QB,15,5
2023,cle,FordJe00,Jerome Ford,RB,1,6
2023,cle,FordMi01,Mike Ford,LB,5,2
2023,cle,GarrMy00,Myles Garrett,DE,6,20
2023,cle,GoodMa00,Marquise Goodwin,WR,10,1
2023,cle,GrayVi00,Vincent Gray,DB,1,0
2023,cle,GreeAJ00,A.J. Green,CB,3,0
2023,cle,HaacMa00,Matt Haack,P,6,0
2023,cle,HailKa00,Kahlef Hailassie,CB,Rook,1
2023,cle,HarmDu00,Duron Harmon,S,10,1
2023,cle,HarrNi01,Nick Harris,C,3,2
2023,cle,HarrSh00,Shelby Harris,DT,9,4
2023,cle,HickRo00,Ronnie Hickman,S,Rook,3
2023,cle,HopkDu00,Dustin Hopkins,K,8,4
2023,cle,HudsJa00,James Hudson,T,2,3
2023,cle,HughCh01,Charley Hughlett,LS,8,1
2023,cle,HuntKa00,Kareem Hunt,RB,6,3
2023,cle,HursMa00,Maurice Hurst Jr.,DT,5,2
2023,cle,IkaxSi00,Siaki Ika,DT,Rook,0
2023,cle,JackDe02,Deon Jackson,RB,2,0
2023,cle,JoneDa07,Dawand Jones,T,Rook,4
2023,cle,KamaSa00,Sam Kamara,DE,2,0
2023,cle,KellJo00,John Kelly,RB,5,0
2023,cle,KunaJo00,Jordan Kunaszyk,LB,4,0
2023,cle,McCaTa00,Tanner McCalister,S,Rook,0
2023,cle,McGuIs00,Isaiah McGuire,DE,Rook,1
2023,cle,McLeRo00,Rodney McLeod,S,11,2
2023,cle,MitcCa01,Cameron Mitchell,CB,Rook,2
2023,cle,MoorEl00,Elijah Moore,WR,2,5
2023,cle,NewsGr00,Greg Newsome II,CB,2,6
2023,cle,NjokDa00,David Njoku,TE,6,7
2023,cle,NsekTy00,Ty Nsekhe,T,11,0
2023,cle,OkorOg00,Ogbonnia Okoronkwo,DE,4,2
2023,cle,OwusJe00,Jeremiah Owusu-Koramoah,LB,2,11
2023,cle,PattRi01,Riley Patterson,K,2,0
2023,cle,PeopDo00,Donovan Peoples-Jones,WR,3,1
2023,cle,PociEt00,Ethan Pocic,C,6,5
2023,cle,ProcJa00,James Proche,WR,3,0
