Year,Team,PlayerID,Player,Position,Experience,AV
1999,cle,AbduKa00,Karim Abdul-Jabbar,RB,3,3
1999,cle,AbduRa20,Rahim Abdullah,LLB,Rook,4
1999,cle,AlexDe20,Derrick Alexander,RDE,4,5
1999,cle,BallJe00,Jerry Ball,DT,12,1
1999,cle,BarkRo20,Roy Barker,DE,7,1
1999,cle,BoboOr20,Orlando Bobo,G,2,1
1999,cle,BrowLo00,Lomas Brown,LT,14,4
1999,cle,BrowOr20,Orlando Brown,RT,5,6
1999,cle,BundJi20,Jim Bundren,G,Rook,1
1999,cle,CampMa00,Mark Campbell,TE,Rook,1
1999,cle,ChanRo21,Roger Chanoine,T,1,0
1999,cle,ChiaDa00,Darrin Chiaverini,WR,Rook,4
1999,cle,ColiSt20,Stalin Colinet,RDT,2,2
1999,cle,CoucTi00,Tim Couch,QB,Rook,8
1999,cle,DaviZo00,Zola Davis,WR,Rook,0
1999,cle,dawsophi01,Phil Dawson,K,1,2
1999,cle,DearJa00,James Dearth,TE,Rook,0
1999,cle,DetmTy00,Ty Detmer,QB,6,2
1999,cle,DuffBi20,Bill Duff,DT,Rook,0
1999,cle,DunnDa01,Damon Dunn,WR,Rook,0
1999,cle,DunnDa00,David Dunn,WR,4,0
1999,cle,EdwaMa00,Marc Edwards,FB,2,2
1999,cle,ForbMa20,Marlon Forbes,DB,3,1
1999,cle,FullCo20,Corey Fuller,FS,4,5
1999,cle,GardCh20,Chris Gardocki,P,8,3
1999,cle,GibsDa00,Damon Gibson,WR,1,0
1999,cle,HillMa20,Madre Hill,RB,Rook,0
1999,cle,HollDa20,Darius Holland,LDT,4,4
1999,cle,JackRa22,Raymond Jackson,DB,3,1
1999,cle,JohnKe01,Kevin Johnson,WR,Rook,8
1999,cle,JoneGe00,George Jones,RB,2,0
1999,cle,JoneLe20,Lenoy Jones,LB,3,1
1999,cle,JurkJo20,John Jurkovic,RDT,8,2
1999,cle,KirbTe00,Terry Kirby,RB,6,7
1999,cle,KuehRy20,Ryan Kuehl,DT,3,1
1999,cle,LangAn20,Antonio Langham,DB,5,1
1999,cle,LittEa20,Earl Little,DB,1,1
1999,cle,McCoHu20,Hurvin McCormack,DT,5,2
1999,cle,McCuDa22,Daylon McCutcheon,RCB,Rook,4
1999,cle,McNeRy20,Ryan McNeil,LCB,6,5
1999,cle,McTyTi20,Tim McTyer,DB,2,1
1999,cle,MillAr20,Arnold Miller,DE,Rook,1
1999,cle,MillJa01,Jamir Miller,RLB,5,5
1999,cle,OgleKe20,Kendall Ogle,LB,Rook,0
1999,cle,PalmRa20,Randy Palmer,TE,Rook,0
1999,cle,PopeMa20,Marquez Pope,SS,7,4
1999,cle,PoweRo00,Ronnie Powell,WR,Rook,0
1999,cle,PyneJi20,Jim Pyne,LG,4,6
1999,cle,RainWa20,Wali Rainer,MLB,Rook,5
1999,cle,RehbSc20,Scott Rehberg,RG,2,5
1999,cle,RogeTy20,Tyrone Rogers,DE,Rook,0
1999,cle,RuhmCh20,Chris Ruhman,T,1,1
1999,cle,SalaRa00,Rashaan Salaam,RB,4,0
1999,cle,SaleTa20,Tarek Saleh,LB,2,1
1999,cle,ShawSe00,Sedrick Shaw,RB,2,0
1999,cle,ShepLe00,Leslie Shepherd,WR,5,2
1999,cle,SmitIr00,Irv Smith,TE,6,2
1999,cle,SmitMa21,Marquis Smith,DB,Rook,1
1999,cle,SpriMa21,Marcus Spriggs,DT,Rook,1
1999,cle,ThieJo20,John Thierry,LDE,5,3
1999,cle,ThomMi21,Mike Thompson,DT,4,1
1999,cle,WillJa24,James Williams,LB,9,1
1999,cle,WohlDa20,Dave Wohlabaugh,C,4,6
1999,cle,ZahuSt20,Steve Zahursky,RG,1,3
1999,rav,ArmoJu00,Justin Armour,WR,4,4
1999,rav,AtkiJa20,James Atkins,T,5,1
1999,rav,AyanOb00,Obafemi Ayanbadejo,RB,1,0
1999,rav,BankTo00,Tony Banks,QB,3,7
1999,rav,BlacJe20,Jeff Blackshear,RG,6,7
1999,rav,BoulPe00,Peter Boulware,LLB,2,12
1999,rav,BrowCo20,Cornell Brown,LLB,2,4
1999,rav,BurnRo00,Rob Burnett,LDE,9,10
1999,rav,CaseSt00,Stoney Case,QB,4,1
1999,rav,ChasMa20,Martin Chase,DT,Rook,0
1999,rav,CollRy00,Ryan Collins,TE,Rook,0
1999,rav,DaltLi20,Lional Dalton,DT,1,3
1999,rav,DaviBi00,Billy Davis,WR,4,1
1999,rav,DeLoGr00,Greg DeLong,TE,4,0
1999,rav,EvanCh00,Charles Evans,FB,6,3
1999,rav,FlynMi20,Mike Flynn,G,1,1
1999,rav,FolaSp20,Spencer Folau,T,2,1
1999,rav,GrahJa00,Jay Graham,RB,2,0
1999,rav,HarrCo20,Corey Harris,DB,7,2
1999,rav,HerrKi20,Kim Herring,SS,2,7
1999,rav,HolmPr00,Priest Holmes,RB,2,4
1999,rav,IsmaQa00,Qadry Ismail,WR,6,9
1999,rav,JackBr20,Brad Jackson,LB,1,1
1999,rav,JenkDe20,DeRon Jenkins,RCB,3,6
1999,rav,JohnPa00,Patrick Johnson,WR,1,4
