Year,Team,PlayerID,Player,Position,Experience,AV
2015,cle,BadeJo00,Johnson Bademosi,DB,3,1
2015,cle,BarnGa01,Gary Barnidge,TE,7,6
2015,cle,BenjTr00,Travis Benjamin,WR,3,7
2015,cle,BibbE.00,E.J. Bibbs,TE,Rook,0
2015,cle,BitoJo00,Joel Bitonio,LG,1,4
2015,cle,BoweDw00,Dwayne Bowe,WR,8,0
2015,cle,BryaAr00,Armonty Bryant,DE,2,2
2015,cle,BryaDe00,Desmond Bryant,LDE,6,6
2015,cle,CampIb00,Ibraheim Campbell,DB,Rook,1
2015,cle,CardTa00,Tank Carder,LB,3,1
2015,cle,CoonTr00,Travis Coons,K,Rook,3
2015,cle,CoopXa00,Xavier Cooper,DT,Rook,1
2015,cle,CrowIs00,Isaiah Crowell,RB,1,4
2015,cle,DansKa20,Karlos Dansby,LILB,11,7
2015,cle,DaviAu00,Austin Davis,QB,1,1
2015,cle,DesiPi00,Pierre Desir,LCB,1,2
2015,cle,DiMaJa00,Jayson DiManche,LB,2,0
2015,cle,DrauSh00,Shaun Draughn,RB,4,0
2015,cle,DrayJi00,Jim Dray,TE,5,0
2015,cle,ErviCa00,Cameron Erving,T,Rook,2
2015,cle,GabrTa00,Taylor Gabriel,WR,1,1
2015,cle,GainCh00,Charles Gaines,DB,Rook,1
2015,cle,GilbJu00,Justin Gilbert,DB,1,1
2015,cle,GipsTa00,Tashaun Gipson,FS,3,5
2015,cle,GrecJo20,John Greco,RG,7,6
2015,cle,HadeJo99,Joe Haden,LCB,5,2
2015,cle,HallRa02,Rannell Hall,WR,Rook,0
2015,cle,HartBr00,Brian Hartline,WR,6,3
2015,cle,HawkAn00,Andrew Hawkins,WR,4,2
2015,cle,HousRo01,Rob Housler,TE,4,0
2015,cle,HughJo00,John Hughes,DT,3,2
2015,cle,HughCh01,Charley Hughlett,LS,Rook,1
2015,cle,JennDa00,Darius Jennings,WR,Rook,1
2015,cle,JohnCa01,Cam Johnson,DE,3,0
2015,cle,JohnDu00,Duke Johnson,RB,Rook,5
2015,cle,JohnMa06,Malcolm Johnson,RB,Rook,0
2015,cle,JoneDo02,Don Jones,DB,2,0
2015,cle,KirkCh00,Christian Kirksey,RILB,1,3
2015,cle,KrugPa99,Paul Kruger,LOLB,6,5
2015,cle,LeexAn20,Andy Lee,P,11,3
2015,cle,MackAl20,Alex Mack,C,6,8
2015,cle,ManzJo00,Johnny Manziel,QB,1,4
2015,cle,McCoJo01,Josh McCown,QB,13,5
2015,cle,MedeJa00,Jamie Meder,DT,1,1
2015,cle,MillDa00,Darrian Miller,T,Rook,0
2015,cle,MingBa00,Barkevious Mingo,LB,2,2
2015,cle,MoorMa02,Marlon Moore,WR,5,0
2015,cle,MostRa00,Raheem Mostert,RB,Rook,0
2015,cle,OrchNa00,Nate Orchard,ROLB,Rook,5
2015,cle,PaszAu00,Austin Pasztor,T,3,2
2015,cle,PoyeJo00,Jordan Poyer,DB,2,3
2015,cle,PryoTe00,Terrelle Pryor,WR,4,0
2015,cle,RobeCr00,Craig Robertson,RILB,3,4
2015,cle,SaunDe00,De'Ante Saunders,DB,Rook,0
2015,cle,SchwMi00,Mitchell Schwartz,RT,3,6
2015,cle,ShelDa01,Danny Shelton,NT,Rook,6
2015,cle,SoloSc00,Scott Solomon,DE,3,0
2015,cle,StarRa20,Randy Starks,LDT,11,6
2015,cle,ThomJo28,Joe Thomas,LT,8,12
2015,cle,TurbRo00,Robert Turbin,RB,3,0
2015,cle,WhitDo20,Donte Whitner,SS,9,4
2015,cle,WillKW00,K'Waun Williams,DB,1,3
