model_type,n_predictions,mae,rmse,spearman,r2
spline,4599,4.07791490182241,6.413391958535261,0.4511815978989194,-0.300062223335936
xgb,4599,3.253917907743554,4.8296453986786645,0.5250368767722255,0.2627427303370985
catboost,4599,3.290615508624478,4.9102819522571615,0.5375885302158815,0.23791847393423848
rf,4599,3.1673705315043987,4.841484295957046,0.5868707499398068,0.2591238265843233
mlpe,4599,3.2826750846015096,5.086948032789264,0.5416131913504225,0.18209441247779934
ftt,4599,3.2820119631240385,5.036207393771831,0.5199818957882638,0.19832971592710325
tabnet,4599,3.6935361581790165,5.804573854419615,0.4012376726123115,-0.0649500927666915
