year,model_type,n_train,n_test,mae,rmse,spearman,r2
2010,spline,8577,255,3.9676211716035565,6.218721627958722,0.4556678013948563,-0.3825578807933834
2010,xgb,8577,255,3.1885039377848017,4.637316192331135,0.49136895962390775,0.23119799603357816
2010,catboost,8577,255,3.1594682982342417,4.564133711850852,0.5206215066562973,0.2552717867285196
2010,rf,8577,255,2.9848104122796357,4.505680183307942,0.557576665085093,0.27422532065449834
2010,mlpe,8577,255,3.0584750189987857,4.660305191697273,0.5515364957233094,0.22355659462716748
2010,ftt,8577,255,3.1311033224040585,4.670099322014092,0.5077078720350577,0.22028960737609915
2010,tabnet,8577,255,3.66713041805285,5.587108510366474,0.3738197513852534,-0.11597714638140455
2015,spline,9849,256,4.103004934663685,6.372480475347854,0.4166549869051901,-0.319601966093064
2015,xgb,9849,256,3.2817501876743336,4.561872861795683,0.5444746549240966,0.3237422086153734
2015,catboost,9849,256,3.266656232072046,4.612519791650356,0.5538960162277523,0.3086429238913475
2015,rf,9849,256,3.188138035222416,4.766332568000872,0.584277764126948,0.2617650358387761
2015,mlpe,9849,256,3.2046096736751455,4.903244111051838,0.5567748957237597,0.21874473393983673
2015,ftt,9849,256,3.201521712264741,4.9200858735521615,0.5474882253859834,0.2133685737735811
2015,tabnet,9849,256,3.836944622402328,5.81434319944092,0.3727304732999657,-0.0985687805058666
2020,spline,11121,255,4.239830631553883,6.527635555339968,0.41452452853715444,-0.2742009961791163
2020,xgb,11121,255,3.078800411171773,4.688403312894056,0.6218109337889176,0.3426811754365673
2020,catboost,11121,255,3.1405468048516436,4.778297177463386,0.6105495302372971,0.3172331066511027
2020,rf,11121,255,3.212368466967032,4.936192153021504,0.5631962267380679,0.27136461830534264
2020,mlpe,11121,255,3.3712937991629133,5.071514435084823,0.5536975815682217,0.2308669500258802
2020,ftt,11121,255,3.373886567387504,5.138970734980197,0.533092097534773,0.2102703736723165
2020,tabnet,11121,255,3.4776152146747585,5.335690808845767,0.5443865776128797,0.1486513490599256
2024,spline,12156,257,3.9454337287763015,5.8476505596845385,0.4641123926422992,-0.12568914692426714
2024,xgb,12156,257,3.0969705183334386,4.342125341179001,0.5815123369499491,0.3793305554349793
2024,catboost,12156,257,3.2086267625230818,4.578891560142366,0.5756806448138045,0.3097977495464965
2024,rf,12156,257,3.0357209391358024,4.37160813594479,0.6045916599653192,0.37087331698467474
2024,mlpe,12156,257,3.1023464268638823,4.533077240113835,0.5922442734335002,0.3235403564284871
2024,ftt,12156,257,3.0407411043096784,4.465383786225693,0.5903532678459144,0.3435929507385892
2024,tabnet,12156,257,3.268021196260642,5.180732050745603,0.4950821436016092,0.11643619633506885
