college_player_season_id,cfb_player_id,player,college_team,conference,season,draft_season,draft_round,draft_pick_in_round,draft_overall,position,position_group,defensive_pd,defensive_qb_hur,defensive_sacks,defensive_solo,defensive_td,defensive_tfl,defensive_tot,fumbles_fum,fumbles_lost,fumbles_rec,interceptions_avg,interceptions_int,interceptions_td,interceptions_yds,kickreturns_avg,kickreturns_long,kickreturns_no,kickreturns_td,kickreturns_yds,kicking_fga,kicking_fgm,kicking_long,kicking_pct,kicking_pts,kicking_xpa,kicking_xpm,passing_att,passing_completions,passing_int,passing_pct,passing_td,passing_yds,passing_ypa,puntreturns_avg,puntreturns_long,puntreturns_no,puntreturns_td,puntreturns_yds,punting_in_20,punting_long,punting_no,punting_tb,punting_yds,punting_ypp,receiving_long,receiving_rec,receiving_td,receiving_yds,receiving_ypr,rushing_car,rushing_long,rushing_td,rushing_yds,rushing_ypc
4038552_2019,4038552,Lucas Niang,TCU,Big 12,2019,2020,3,32,96,OFFENSIVETACKLE,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038557_2017,4038557,Ross Blacklock,TCU,Big 12,2017,2020,2,8,40,DEFENSIVETACKLE,DL,0.0,0.0,2.0,13.0,0.0,6.5,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038557_2019,4038557,Ross Blacklock,TCU,Big 12,2019,2020,2,8,40,DEFENSIVETACKLE,DL,0.0,3.0,3.5,25.0,0.0,9.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038565_2019,4038565,D'Ante Smith,East Carolina,American Athletic,2019,2021,4,34,139,OFFENSIVETACKLE,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038811_2016,4038811,T.J. Brunson,South Carolina,SEC,2016,2020,7,24,238,INSIDELINEBACKER,LB,0.0,1.0,0.0,8.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038811_2017,4038811,T.J. Brunson,South Carolina,SEC,2017,2020,7,24,238,INSIDELINEBACKER,LB,0.0,2.0,2.0,53.0,0.0,4.5,88.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038811_2018,4038811,T.J. Brunson,South Carolina,SEC,2018,2020,7,24,238,INSIDELINEBACKER,LB,1.0,2.0,2.5,55.0,0.0,7.0,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038811_2019,4038811,T.J. Brunson,South Carolina,SEC,2019,2020,7,24,238,INSIDELINEBACKER,LB,5.0,0.0,0.0,44.0,0.0,6.0,77.0,,,,5.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038818_2016,4038818,Bryan Edwards,South Carolina,SEC,2016,2020,3,17,81,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,44.0,4.0,590.0,13.4,,,,,
4038818_2017,4038818,Bryan Edwards,South Carolina,SEC,2017,2020,3,17,81,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,64.0,5.0,793.0,12.4,4.0,11.0,0.0,19.0,4.8
4038818_2018,4038818,Bryan Edwards,South Carolina,SEC,2018,2020,3,17,81,WIDERECEIVER,WR,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.9,32.0,12.0,0.0,95.0,,,,,,,75.0,55.0,7.0,846.0,15.4,,,,,
4038818_2019,4038818,Bryan Edwards,South Carolina,SEC,2019,2020,3,17,81,WIDERECEIVER,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,38.0,7.0,0.0,125.0,,,,,,,75.0,71.0,6.0,816.0,11.5,2.0,15.0,0.0,22.0,11.0
4038849_2016,4038849,D.J. Wonnum,South Carolina,SEC,2016,2020,4,11,117,DEFENSIVEEND,DL,0.0,2.0,1.5,15.0,0.0,3.5,32.0,,,,,,,,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038849_2017,4038849,D.J. Wonnum,South Carolina,SEC,2017,2020,4,11,117,DEFENSIVEEND,DL,5.0,2.0,6.0,32.0,0.0,13.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038849_2018,4038849,D.J. Wonnum,South Carolina,SEC,2018,2020,4,11,117,DEFENSIVEEND,DL,0.0,0.0,2.0,6.0,0.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038849_2019,4038849,D.J. Wonnum,South Carolina,SEC,2019,2020,4,11,117,DEFENSIVEEND,DL,0.0,3.0,4.5,24.0,0.0,9.5,37.0,,,,21.0,1.0,0.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038902_2016,4038902,Shaun Bradley,Temple,American Athletic,2016,2020,6,17,196,INSIDELINEBACKER,LB,0.0,0.0,0.0,4.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038902_2017,4038902,Shaun Bradley,Temple,American Athletic,2017,2020,6,17,196,INSIDELINEBACKER,LB,1.0,4.0,1.0,51.0,0.0,10.0,85.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,0.0,7.0,3.5
4038902_2018,4038902,Shaun Bradley,Temple,American Athletic,2018,2020,6,17,196,INSIDELINEBACKER,LB,1.0,2.0,1.0,51.0,1.0,4.0,78.0,,,,47.0,2.0,1.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,28.0,0.0,27.0,9.0
4038902_2019,4038902,Shaun Bradley,Temple,American Athletic,2019,2020,6,17,196,INSIDELINEBACKER,LB,3.0,1.0,0.0,62.0,0.0,8.0,87.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,0.0,12.0,3.0
4038938_2016,4038938,Dillon Mitchell,Oregon,Pac-12,2016,2019,7,25,239,WIDERECEIVER,WR,,,,,,,,1.0,1.0,0.0,,,,,16.3,21.0,3.0,0.0,49.0,,,,,,,,,,,,,,,3.3,45.0,8.0,0.0,26.0,,,,,,,6.0,2.0,0.0,9.0,4.5,,,,,
4038938_2017,4038938,Dillon Mitchell,Oregon,Pac-12,2017,2019,7,25,239,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,7.4,23.0,12.0,0.0,89.0,,,,,,,67.0,42.0,4.0,517.0,12.3,4.0,17.0,0.0,6.0,1.5
4038938_2018,4038938,Dillon Mitchell,Oregon,Pac-12,2018,2019,7,25,239,WIDERECEIVER,WR,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,3.3,9.0,3.0,0.0,10.0,,,,,,,67.0,75.0,10.0,1184.0,15.8,1.0,5.0,0.0,5.0,5.0
4038941_2016,4038941,Justin Herbert,Oregon,Pac-12,2016,2020,1,6,6,QUARTERBACK,QB,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,255.0,162.0,4.0,0.635,19.0,1936.0,7.6,,,,,,,,,,,,,,,,,58.0,26.0,2.0,161.0,2.8
4038941_2017,4038941,Justin Herbert,Oregon,Pac-12,2017,2020,1,6,6,QUARTERBACK,QB,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,206.0,139.0,5.0,0.675,15.0,1983.0,9.6,,,,,,,,,,,,,,,,,44.0,40.0,5.0,183.0,4.2
4038941_2018,4038941,Justin Herbert,Oregon,Pac-12,2018,2020,1,6,6,QUARTERBACK,QB,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,404.0,240.0,8.0,0.594,29.0,3151.0,7.8,,,,,,,,,,,,,,,,,71.0,37.0,2.0,166.0,2.3
4038941_2019,4038941,Justin Herbert,Oregon,Pac-12,2019,2020,1,6,6,QUARTERBACK,QB,,,,,,,,4.0,1.0,0.0,,,,,,,,,,,,,,,,,428.0,286.0,6.0,0.668,32.0,3471.0,8.1,,,,,,,,,,,,,,,,,58.0,30.0,4.0,50.0,0.9
4038944_2017,4038944,Brady Breeze,Oregon,Pac-12,2017,2021,6,31,215,SAFETY,DB,1.0,1.0,0.0,12.0,0.0,0.0,20.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038944_2018,4038944,Brady Breeze,Oregon,Pac-12,2018,2021,6,31,215,SAFETY,DB,0.0,0.0,0.0,5.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038944_2019,4038944,Brady Breeze,Oregon,Pac-12,2019,2021,6,31,215,SAFETY,DB,3.0,0.0,0.0,43.0,3.0,0.0,62.0,0.0,0.0,5.0,16.0,2.0,1.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038946_2016,4038946,Troy Dye,Oregon,Pac-12,2016,2020,4,26,132,INSIDELINEBACKER,LB,1.0,1.0,7.5,57.0,0.0,13.0,91.0,,,,4.0,1.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038946_2017,4038946,Troy Dye,Oregon,Pac-12,2017,2020,4,26,132,INSIDELINEBACKER,LB,4.0,1.0,4.0,62.0,0.0,14.0,107.0,,,,5.0,1.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038946_2018,4038946,Troy Dye,Oregon,Pac-12,2018,2020,4,26,132,INSIDELINEBACKER,LB,5.0,4.0,1.0,57.0,0.0,5.0,101.0,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038946_2019,4038946,Troy Dye,Oregon,Pac-12,2019,2020,4,26,132,INSIDELINEBACKER,LB,4.0,4.0,2.5,52.0,0.0,9.5,84.0,,,,2.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038986_2016,4038986,Tommy Doyle,Miami (OH),Mid-American,2016,2021,5,17,161,OFFENSIVETACKLE,OL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038986_2017,4038986,Tommy Doyle,Miami (OH),Mid-American,2017,2021,5,17,161,OFFENSIVETACKLE,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038994_2016,4038994,Samuel Sloman,Miami (OH),Mid-American,2016,2020,7,34,248,PLACEKICKER,ST,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,3.0,1.0,31.0,0.333,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038994_2017,4038994,Samuel Sloman,Miami (OH),Mid-American,2017,2020,7,34,248,PLACEKICKER,ST,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,16.0,12.0,45.0,0.75,71.0,36.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038994_2018,4038994,Samuel Sloman,Miami (OH),Mid-American,2018,2020,7,34,248,PLACEKICKER,ST,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,13.0,10.0,44.0,0.769,71.0,42.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038994_2019,4038994,Samuel Sloman,Miami (OH),Mid-American,2019,2020,7,34,248,PLACEKICKER,ST,,,,,,,,,,,,,,,,,,,,30.0,26.0,53.0,0.867,112.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038999_2017,4038999,Byron Murphy,Washington,Pac-12,2017,2019,2,1,33,CORNERBACK,DB,7.0,0.0,1.0,13.0,0.0,3.0,16.0,,,,5.7,3.0,0.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038999_2018,4038999,Byron Murphy,Washington,Pac-12,2018,2019,2,1,33,CORNERBACK,DB,12.0,0.0,0.0,33.0,0.0,4.0,51.0,,,,19.5,4.0,1.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039007_2016,4039007,Taylor Rapp,Washington,Pac-12,2016,2019,2,29,61,SAFETY,DB,2.0,0.0,0.0,29.0,1.0,0.0,51.0,,,,14.5,4.0,1.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039007_2017,4039007,Taylor Rapp,Washington,Pac-12,2017,2019,2,29,61,SAFETY,DB,0.0,0.0,2.0,42.0,0.0,3.5,59.0,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039007_2018,4039007,Taylor Rapp,Washington,Pac-12,2018,2019,2,29,61,SAFETY,DB,4.0,0.0,5.0,29.0,0.0,6.0,55.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039018_2018,4039018,Luke Wattenberg,Washington,Pac-12,2018,2022,5,28,171,CENTER,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039018_2019,4039018,Luke Wattenberg,Washington,Pac-12,2019,2022,5,28,171,CENTER,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039018_2021,4039018,Luke Wattenberg,Washington,Pac-12,2021,2022,5,28,171,CENTER,OL,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039020_2017,4039020,Levi Onwuzurike,Washington,Pac-12,2017,2021,2,9,41,DEFENSIVETACKLE,DL,0.0,0.0,2.0,11.0,0.0,3.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039020_2018,4039020,Levi Onwuzurike,Washington,Pac-12,2018,2021,2,9,41,DEFENSIVETACKLE,DL,0.0,2.0,3.0,16.0,0.0,6.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039020_2019,4039020,Levi Onwuzurike,Washington,Pac-12,2019,2021,2,9,41,DEFENSIVETACKLE,DL,0.0,0.0,2.0,20.0,0.0,6.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,1.0,0.0,12.0,,,,,,,,,,,,,,,,
4039028_2016,4039028,Daelin Hayes,Notre Dame,FBS Independents,2016,2021,5,27,171,DEFENSIVEEND,DL,1.0,0.0,0.0,5.0,0.0,0.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039028_2017,4039028,Daelin Hayes,Notre Dame,FBS Independents,2017,2021,5,27,171,DEFENSIVEEND,DL,1.0,3.0,3.0,16.0,0.0,6.5,29.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039028_2018,4039028,Daelin Hayes,Notre Dame,FBS Independents,2018,2021,5,27,171,DEFENSIVEEND,DL,1.0,5.0,2.5,15.0,0.0,5.5,28.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039028_2019,4039028,Daelin Hayes,Notre Dame,FBS Independents,2019,2021,5,27,171,DEFENSIVEEND,DL,0.0,0.0,1.0,5.0,0.0,3.0,6.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039028_2020,4039028,Daelin Hayes,Notre Dame,FBS Independents,2020,2021,5,27,171,DEFENSIVEEND,DL,1.0,2.0,3.0,9.0,0.0,5.0,14.0,0.0,0.0,1.0,13.0,1.0,0.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039029_2017,4039029,Khalid Kareem,Notre Dame,FBS Independents,2017,2020,5,1,147,DEFENSIVEEND,DL,2.0,6.0,3.0,10.0,0.0,5.5,20.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039029_2018,4039029,Khalid Kareem,Notre Dame,FBS Independents,2018,2020,5,1,147,DEFENSIVEEND,DL,3.0,7.0,4.5,23.0,0.0,10.5,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039029_2019,4039029,Khalid Kareem,Notre Dame,FBS Independents,2019,2020,5,1,147,DEFENSIVEEND,DL,1.0,11.0,5.5,23.0,0.0,10.0,46.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039043_2016,4039043,Collin Johnson,Texas,Big 12,2016,2020,5,20,165,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,28.0,3.0,315.0,11.3,,,,,
4039043_2017,4039043,Collin Johnson,Texas,Big 12,2017,2020,5,20,165,WIDERECEIVER,WR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,54.0,2.0,765.0,14.2,0.0,0.0,0.0,-7.0,0.0
4039043_2018,4039043,Collin Johnson,Texas,Big 12,2018,2020,5,20,165,WIDERECEIVER,WR,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,68.0,7.0,988.0,14.5,,,,,
4039043_2019,4039043,Collin Johnson,Texas,Big 12,2019,2020,5,20,165,WIDERECEIVER,WR,,,,,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,38.0,3.0,559.0,14.7,,,,,
4039050_2016,4039050,Devin Duvernay,Texas,Big 12,2016,2020,3,28,92,WIDERECEIVER,WR,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,21.4,28.0,12.0,0.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,20.0,3.0,412.0,20.6,,,,,
4039050_2017,4039050,Devin Duvernay,Texas,Big 12,2017,2020,3,28,92,WIDERECEIVER,WR,,,,,,,,,,,,,,,22.0,34.0,4.0,0.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,9.0,0.0,124.0,13.8,,,,,
4039050_2018,4039050,Devin Duvernay,Texas,Big 12,2018,2020,3,28,92,WIDERECEIVER,WR,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,41.0,4.0,546.0,13.3,1.0,10.0,0.0,10.0,10.0
4039050_2019,4039050,Devin Duvernay,Texas,Big 12,2019,2020,3,28,92,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,18.6,36.0,11.0,0.0,205.0,,,,,,,,2.0,2.0,0.0,1.0,0.0,14.0,7.0,,,,,,,,,,,,75.0,106.0,9.0,1386.0,13.1,10.0,13.0,1.0,24.0,2.4
4039052_2018,4039052,Jordan Elliott,Missouri,SEC,2018,2020,3,24,88,DEFENSIVETACKLE,DL,1.0,2.0,3.0,17.0,0.0,8.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039052_2019,4039052,Jordan Elliott,Missouri,SEC,2019,2020,3,24,88,DEFENSIVETACKLE,DL,3.0,6.0,2.5,31.0,0.0,8.5,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039052_2016,4039052,Jordan Elliott,Texas,Big 12,2016,2020,3,24,88,DEFENSIVETACKLE,DL,0.0,0.0,0.0,4.0,0.0,1.5,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039059_2016,4039059,Brandon Jones,Texas,Big 12,2016,2020,3,6,70,SAFETY,DB,0.0,0.0,0.0,11.0,0.0,0.0,15.0,,,,,,,,22.0,23.0,2.0,0.0,44.0,,,,,,,,,,,,,,,16.5,19.0,2.0,0.0,33.0,,,,,,,,,,,,,,,,
4039059_2017,4039059,Brandon Jones,Texas,Big 12,2017,2020,3,6,70,SAFETY,DB,2.0,2.0,0.0,51.0,0.0,4.0,61.0,,,,,,,,11.0,11.0,1.0,0.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039059_2018,4039059,Brandon Jones,Texas,Big 12,2018,2020,3,6,70,SAFETY,DB,1.0,1.0,0.0,48.0,0.0,5.5,70.0,1.0,0.0,1.0,13.0,2.0,0.0,26.0,,,,,,,,,,,,,,,,,,,,10.8,33.0,6.0,0.0,65.0,,,,,,,,,,,,,,,,
4039059_2019,4039059,Brandon Jones,Texas,Big 12,2019,2020,3,6,70,SAFETY,DB,4.0,0.0,1.0,64.0,0.0,4.5,86.0,1.0,1.0,1.0,3.5,2.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,10.5,53.0,6.0,0.0,63.0,,,,,,,,,,,,,,,,
4039160_2016,4039160,Kylen Granson,Rice,Conference USA,2016,2021,4,22,127,TIGHTEND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,33.0,2.0,381.0,11.5,4.0,19.0,0.0,41.0,10.3
4039160_2017,4039160,Kylen Granson,Rice,Conference USA,2017,2021,4,22,127,TIGHTEND,TE,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,18.0,0.0,241.0,13.4,6.0,21.0,0.0,51.0,8.5
4039160_2019,4039160,Kylen Granson,SMU,American Athletic,2019,2021,4,22,127,TIGHTEND,TE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,43.0,9.0,721.0,16.8,2.0,9.0,0.0,11.0,5.5
4039160_2020,4039160,Kylen Granson,SMU,American Athletic,2020,2021,4,22,127,TIGHTEND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,35.0,5.0,536.0,15.3,1.0,0.0,0.0,0.0,0.0
4039253_2016,4039253,Trevon Wesco,West Virginia,Big 12,2016,2019,4,19,121,TIGHTEND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,1.0,6.0,6.0,,,,,
4039253_2017,4039253,Trevon Wesco,West Virginia,Big 12,2017,2019,4,19,121,TIGHTEND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,,,,,
4039253_2018,4039253,Trevon Wesco,West Virginia,Big 12,2018,2019,4,19,121,TIGHTEND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,43.0,26.0,1.0,366.0,14.1,1.0,3.0,0.0,3.0,3.0
4039254_2016,4039254,Kyzir White,West Virginia,Big 12,2016,2018,4,19,119,SAFETY,DB,5.0,1.0,3.0,48.0,0.0,7.0,58.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039254_2017,4039254,Kyzir White,West Virginia,Big 12,2017,2018,4,19,119,SAFETY,DB,4.0,4.0,1.0,66.0,0.0,7.5,94.0,0.0,0.0,1.0,0.7,3.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039278_2016,4039278,Tarvarius Moore,Southern Miss,Conference USA,2016,2018,3,31,95,SAFETY,DB,2.0,0.0,0.0,11.0,0.0,0.0,17.0,,,,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039278_2017,4039278,Tarvarius Moore,Southern Miss,Conference USA,2017,2018,3,31,95,SAFETY,DB,10.0,0.0,0.0,59.0,0.0,3.0,87.0,,,,18.0,3.0,0.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039303_2016,4039303,Ed Oliver,Houston,American Athletic,2016,2019,1,9,9,DEFENSIVETACKLE,DL,6.0,7.0,5.0,46.0,0.0,21.5,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039303_2017,4039303,Ed Oliver,Houston,American Athletic,2017,2019,1,9,9,DEFENSIVETACKLE,DL,3.0,7.0,5.5,47.0,0.0,16.5,73.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0
4039303_2018,4039303,Ed Oliver,Houston,American Athletic,2018,2019,1,9,9,DEFENSIVETACKLE,DL,2.0,9.0,3.0,29.0,0.0,14.5,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,0.0,13.0,13.0,,,,,
4039307_2016,4039307,Marquez Stevenson,Houston,American Athletic,2016,2021,6,19,203,WIDERECEIVER,WR,,,,,,,,,,,,,,,2.0,2.0,1.0,0.0,2.0,,,,,,,,,,,,,,,-2.0,-2.0,1.0,0.0,-2.0,,,,,,,36.0,0.0,0.0,36.0,0.0,,,,,
4039307_2018,4039307,Marquez Stevenson,Houston,American Athletic,2018,2021,6,19,203,WIDERECEIVER,WR,,,,,,,,3.0,1.0,0.0,,,,,22.4,41.0,12.0,0.0,269.0,,,,,,,,1.0,1.0,0.0,1.0,0.0,31.0,31.0,7.3,9.0,3.0,0.0,22.0,,,,,,,79.0,75.0,9.0,1019.0,13.6,14.0,60.0,2.0,126.0,9.0
4039307_2019,4039307,Marquez Stevenson,Houston,American Athletic,2019,2021,6,19,203,WIDERECEIVER,WR,0.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,,,,,26.3,94.0,18.0,2.0,473.0,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,52.0,9.0,907.0,17.4,9.0,34.0,0.0,89.0,9.9
4039307_2020,4039307,Marquez Stevenson,Houston,American Athletic,2020,2021,6,19,203,WIDERECEIVER,WR,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,36.3,97.0,4.0,1.0,145.0,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,20.0,4.0,307.0,15.4,3.0,14.0,0.0,16.0,5.3
