Year,Team,PlayerID,Player,Position,Experience,AV
2000,cle,AbduRa20,Rahim Abdullah,LB,1,2
2000,cle,BarnRa20,Rashidi Barnes,DB,Rook,1
2000,cle,BedeBr20,Brad Bedell,T,Rook,0
2000,cle,BrowBo00,Bobby Brown,WR,Rook,0
2000,cle,BrowCo22,Courtney Brown,LDE,Rook,5
2000,cle,BrowJa21,James Brown,RT,7,2
2000,cle,BundJi20,Jim Bundren,LG,1,2
2000,cle,BurnCh20,Chester Burnett,LB,2,0
2000,cle,CampMa00,Mark Campbell,TE,1,1
2000,cle,ChanRo21,Roger Chanoine,T,1,0
2000,cle,ChapLa20,Lamar Chapman,DB,Rook,1
2000,cle,ChiaDa00,Darrin Chiaverini,WR,1,0
2000,cle,ColiSt20,Stalin Colinet,RDT,3,5
2000,cle,ColmDo20,Doug Colman,LB,4,0
2000,cle,CoucTi00,Tim Couch,QB,1,4
2000,cle,DawsJa00,JaJuan Dawson,WR,Rook,1
2000,cle,dawsophi01,Phil Dawson,K,1,3
2000,cle,DunnDa01,Damon Dunn,WR,1,0
2000,cle,EdwaMa00,Marc Edwards,FB,3,1
2000,cle,EllsPe20,Percy Ellsworth,FS,4,6
2000,cle,FloyCh00,Chris Floyd,RB,2,0
2000,cle,FranTo21,Todd Franz,DB,Rook,0
2000,cle,FullCo20,Corey Fuller,LCB,5,5
2000,cle,GardCh20,Chris Gardocki,P,9,5
2000,cle,HamiMi20,Michael Hamilton,LB,3,0
2000,cle,HollDa20,Darius Holland,DT,5,1
2000,cle,JackLe00,Lenzie Jackson,WR,1,0
2000,cle,JackRa22,Raymond Jackson,DB,4,1
2000,cle,JohnKe01,Kevin Johnson,WR,1,5
2000,cle,JoneLe20,Lenoy Jones,LB,4,1
2000,cle,KuehRy20,Ryan Kuehl,DT,4,1
2000,cle,LamoNo20,Noel LaMontagne,T,Rook,0
2000,cle,LindEv20,Everett Lindsay,RG,7,4
2000,cle,LittEa20,Earl Little,DB,2,1
2000,cle,MalbAn20,Anthony Malbrough,DB,Rook,1
2000,cle,McCuDa22,Daylon McCutcheon,RCB,1,5
2000,cle,McKeKe20,Keith McKenzie,RDE,4,6
2000,cle,MillAr20,Arnold Miller,DE,1,1
2000,cle,MillJa01,Jamir Miller,LLB,6,5
2000,cle,MoorMa23,Marty Moore,RLB,6,3
2000,cle,NortDe00,Dennis Northcutt,WR,Rook,3
2000,cle,OHarSh20,Shaun O'Hara,C,Rook,1
2000,cle,ObenRo20,Roman Oben,LT,4,5
2000,cle,PattDa00,David Patten,WR,3,4
2000,cle,PedeDo00,Doug Pederson,QB,7,0
2000,cle,PrenTr00,Travis Prentice,RB,Rook,4
2000,cle,PyneJi20,Jim Pyne,G,5,0
2000,cle,RainWa20,Wali Rainer,MLB,1,5
2000,cle,RhetEr00,Errict Rhett,RB,6,2
2000,cle,RogeTy20,Tyrone Rogers,DE,1,2
2000,cle,RoyeOr20,Orpheus Roye,LDT,4,5
2000,cle,SaleTa20,Tarek Saleh,LB,3,1
2000,cle,SandLe20,Lewis Sanders,DB,Rook,1
2000,cle,SheaAa00,Aaron Shea,TE,Rook,2
2000,cle,SmitMa21,Marquis Smith,SS,1,5
2000,cle,SpriMa21,Marcus Spriggs,DT,1,1
2000,cle,TaylRy20,Ryan Taylor,LB,Rook,0
2000,cle,ThomKe00,Kevin Thompson,QB,Rook,0
2000,cle,ThomMi21,Mike Thompson,DT,5,1
2000,cle,WhitJa00,Jamel White,RB,Rook,1
2000,cle,WohlDa20,Dave Wohlabaugh,C,5,3
2000,cle,WynnSp00,Spergon Wynn,QB,Rook,0
2000,cle,ZahuSt20,Steve Zahursky,RT/LG,1,5
2000,rav,AdamSa00,Sam Adams,LDT,6,18
2000,rav,AyanOb00,Obafemi Ayanbadejo,RB,2,2
2000,rav,BailRo20,Robert Bailey,DB,9,2
2000,rav,BankTo00,Tony Banks,QB,4,5
2000,rav,BoboOr20,Orlando Bobo,G,3,1
2000,rav,BoulPe00,Peter Boulware,LLB,3,10
2000,rav,BrigO.20,O.J. Brigance,LB,4,2
2000,rav,BrowCo20,Cornell Brown,LB,3,2
2000,rav,BurnRo00,Rob Burnett,LDE,10,21
2000,rav,CoatBe00,Ben Coates,TE,9,1
2000,rav,DaltLi20,Lional Dalton,DT,2,2
2000,rav,DaviAn23,Anthony Davis,LB,7,1
2000,rav,DaviBi00,Billy Davis,WR,5,1
2000,rav,DilfTr00,Trent Dilfer,QB,6,5
2000,rav,EvanCh00,Charles Evans,RB,7,0
2000,rav,FlynMi20,Mike Flynn,RG,2,7
2000,rav,FolaSp20,Spencer Folau,T,3,3
2000,rav,GashSa00,Sam Gash,FB,8,0
2000,rav,HarrCo20,Corey Harris,DB,8,2
2000,rav,HerrKi20,Kim Herring,SS,3,10
2000,rav,HolmPr00,Priest Holmes,RB,3,6
2000,rav,HudsJo20,John Hudson,LS,9,1
2000,rav,IsmaQa00,Qadry Ismail,WR,7,7
2000,rav,JackBr20,Brad Jackson,LB,1,2
2000,rav,JohnPa00,Patrick Johnson,WR,2,2
2000,rav,JoneJo00,John Jones,TE,1,0
2000,rav,LewiJa00,Jamal Lewis,RB,Rook,13
2000,rav,LewiJe00,Jermaine Lewis,WR,4,4
2000,rav,LewiRa00,Ray Lewis,MLB,4,23
2000,rav,LoveCl20,Clarence Love,DB,2,0
2000,rav,McAlCh00,Chris McAlister,RCB,1,11
2000,rav,McCrMi00,Michael McCrary,RDE,7,11
2000,rav,MitcAn20,Anthony Mitchell,DB,1,2
2000,rav,MitcJe20,Jeff Mitchell,C,2,6
2000,rav,MuliEd20,Edwin Mulitalo,LG,1,7
2000,rav,OgdeJo00,Jonathan Ogden,LT,4,15
2000,rav,PoinAn20,Anthony Poindexter,DB,Rook,1
2000,rav,PoweCa20,Carl Powell,DE,3,0
2000,rav,RedmCh00,Chris Redman,QB,Rook,0
2000,rav,RichKy20,Kyle Richardson,P,3,2
2000,rav,SharSh00,Shannon Sharpe,TE,10,9
2000,rav,SharJa20,Jamie Sharper,RLB,3,11
2000,rav,SiraTo20,Tony Siragusa,RDT,10,9
2000,rav,StarDu20,Duane Starks,LCB,2,11
2000,rav,StokBr00,Brandon Stokley,WR,1,2
2000,rav,stovemat01,Matt Stover,K,9,6
2000,rav,SwayHa20,Harry Swayne,RT,13,7
2000,rav,TaylTr01,Travis Taylor,WR,Rook,3
2000,rav,ThomAd00,Adalius Thomas,DE,Rook,0
2000,rav,TrapJa20,James Trapp,DB,7,2
2000,rav,VickKi20,Kipp Vickers,G,5,2
2000,rav,WainFr00,Frank Wainright,TE,9,0
2000,rav,WashKe20,Keith Washington,DE,4,2
2000,rav,WebsLa20,Larry Webster,DT,8,1
2000,rav,WillSa23,Sammy Williams,T,1,0
2000,rav,WoodRo01,Rod Woodson,FS,13,17
2000,cin,AndeWi00,Willie Anderson,RT,4,5
2000,cin,ArmoJo20,JoJuan Armour,DB,1,1
2000,cin,BankMi21,Michael Bankston,RDE/LDE,8,6
2000,cin,BarnTo20,Tom Barndt,RDT,4,3
2000,cin,BattMa00,Marco Battaglia,TE,4,1
2000,cin,BeanRo20,Robert Bean,DB,Rook,2
2000,cin,BennBr00,Brandon Bennett,RB,2,3
2000,cin,BookVa20,Vaughn Booker,LDE,6,4
2000,cin,BoydLa20,LaVell Boyd,WR,Rook,0
2000,cin,BrahRi20,Rich Braham,C,6,2
2000,cin,BushSt00,Steve Bush,TE,3,0
2000,cin,CartCh20,Chris Carter,SS,3,5
2000,cin,CartTo20,Tom Carter,LCB,7,5
2000,cin,CopeJo20,John Copeland,RDT/RDE,7,7
2000,cin,CurtCa20,Canute Curtis,LB,3,1
2000,cin,DillCo00,Corey Dillon,RB,3,8
2000,cin,DugaRo00,Ron Dugans,WR,Rook,1
2000,cin,FarmDa00,Danny Farmer,WR,Rook,2
2000,cin,FoleSt21,Steve Foley,LLB,2,7
2000,cin,GibsOl20,Oliver Gibson,LDT,5,7
2000,cin,GoffMi20,Mike Goff,RG,2,4
2000,cin,GranBi20,Billy Granville,LB,3,1
2000,cin,GrifDa00,Damon Griffin,WR,1,0
2000,cin,GrocCl00,Clif Groce,FB,5,0
2000,cin,GutiBr20,Brock Gutierrez,C,3,2
2000,cin,HallCo21,Cory Hall,SS,1,3
2000,cin,HawkAr20,Artrell Hawkins,RCB,2,3
2000,cin,HeatRo20,Rodney Heath,RCB,1,4
2000,cin,JackJo22,John Jackson,LT,12,2
2000,cin,JoneRo23,Rod Jones,LT,4,4
2000,cin,KeatCu00,Curtis Keaton,RB,Rook,0
2000,cin,LangJe20,Jevon Langford,DE,4,2
2000,cin,WillNi00,Nick Luchey,FB,1,1
