Year,Team,PlayerID,Player,Position,Experience,AV
2020,cle,BeckOd00,Odell Beckham Jr.,WR,6,4
2020,cle,BentEl00,Elijah Benton,S,Rook,0
2020,cle,BitoJo00,Joel Bitonio,LG,6,11
2020,cle,BradJa01,Ja'Marcus Bradley,WR,Rook,1
2020,cle,BrowEv00,Evan Brown,C,1,0
2020,cle,BryaHa00,Harrison Bryant,TE,Rook,2
2020,cle,CarlSt00,Stephen Carlson,TE,1,0
2020,cle,ChubNi00,Nick Chubb,RB,2,9
2020,cle,ClayAd00,Adrian Clayborn,DE,9,2
2020,cle,ConkJa00,Jack Conklin,RT,4,15
2020,cle,DaviTa00,Tae Davis,LB,2,1
2020,cle,DunnMi01,Michael Dunn,T,1,0
2020,cle,ElliJo02,Jordan Elliott,DT,Rook,1
2020,cle,FabiAn00,Anthony Fabiano,T,4,0
2020,cle,GarrMy00,Myles Garrett,LDE,3,14
2020,cle,GillJa00,Jamie Gillan,P,1,1
2020,cle,GoodB.00,B.J. Goodson,MLB,4,6
2020,cle,GreeAJ00,A.J. Green,CB,Rook,0
2020,cle,GustPo01,Porter Gustin,DE,1,2
2020,cle,HallMa02,Marvin Hall,WR,3,0
2020,cle,HancBl00,Blake Hance,T,-1,0
2020,cle,HarrNi01,Nick Harris,C,Rook,1
2020,cle,HarrRo02,Ronnie Harrison,SS,2,3
2020,cle,HiggRa00,Rashard Higgins,WR,4,6
2020,cle,HillDo00,Dontrell Hilliard,RB,2,0
2020,cle,HodgKh00,KhaDarel Hodge,WR,2,2
2020,cle,HoopAu00,Austin Hooper,TE,4,4
2020,cle,HubbCh00,Chris Hubbard,RG,6,3
2020,cle,HughCh01,Charley Hughlett,LS,5,1
2020,cle,HuntKa00,Kareem Hunt,RB,3,9
2020,cle,JackJo02,Joe Jackson,DE,1,0
2020,cle,JackRo00,Robert Jackson,DB,1,1
2020,cle,JanoAn00,Andy Janovich,RB,4,0
2020,cle,JohnDE04,D'Ernest Johnson,RB,1,1
2020,cle,JohnKe04,Kevin Johnson,RCB,5,2
2020,cle,JoseKa00,Karl Joseph,SS,4,3
2020,cle,KeenCa00,Case Keenum,QB,7,0
2020,cle,LammKe00,Kendall Lamm,T,5,2
2020,cle,LandJa00,Jarvis Landry,WR,6,9
2020,cle,LeexEl00,Elijah Lee,LB,3,1
2020,cle,MalvCa00,Cameron Malveaux,DE,3,0
