Year,Team,PlayerID,Player,Position,Experience,AV
2003,cle,BeasCh20,Chad Beasley,T,Rook,2
2003,cle,BentKe20,Kevin Bentley,LLB,1,7
2003,cle,BoddLe20,Leigh Bodden,DB,Rook,2
2003,cle,BoweRJ00,R.J. Bowers,RB,2,0
2003,cle,BoyeBr20,Brant Boyer,RLB,9,4
2003,cle,BrowCo22,Courtney Brown,LDE,3,7
2003,cle,ClayFe20,Felipe Claybrooks,DE,2,1
2003,cle,CoatSh20,Sherrod Coates,LB,Rook,1
2003,cle,conwabre01,Brett Conway,K,5,0
2003,cle,CoucTi00,Tim Couch,QB,4,4
2003,cle,CrocCh20,Chris Crocker,DB,Rook,1
2003,cle,DaviAn20,Andra Davis,MLB,1,8
2003,cle,DaviAn01,Andre' Davis,WR,1,5
2003,cle,dawsophi01,Phil Dawson,K,4,3
2003,cle,DeMaEn20,Enoch DeMar,G,Rook,1
2003,cle,FainJe20,Jeff Faine,C,Rook,4
2003,cle,FowlMe20,Melvin Fowler,C/LG,1,5
2003,cle,GaraAn20,Antonio Garay,DE,Rook,0
2003,cle,GardBa20,Barry Gardner,LB,4,2
2003,cle,GardCh20,Chris Gardocki,P,12,3
2003,cle,GonzJo21,Joaquin Gonzalez,T,1,2
2003,cle,GranOr20,Orantes Grant,LB,3,0
2003,cle,GreeWi01,William Green,RB,1,4
2003,cle,GrifRo00,Robert Griffith,SS,9,7
2003,cle,HeidSt00,Steve Heiden,TE,4,1
2003,cle,HeinKe00,Keith Heinrich,TE,1,1
2003,cle,HenrAn20,Anthony Henry,LCB,2,6
2003,cle,HolcKe00,Kelly Holcomb,QB,6,4
2003,cle,JackFr01,Frisman Jackson,WR,1,0
2003,cle,JackJa00,James Jackson,RB,2,4
2003,cle,JameMi20,Michael Jameson,DB,1,1
2003,cle,JohnKe01,Kevin Johnson,WR,4,3
2003,cle,KingAn00,Andre King,WR,2,1
2003,cle,LangKe20,Kenard Lang,RDE,6,8
2003,cle,LehaMi20,Michael Lehan,DB,Rook,2
2003,cle,LittEa20,Earl Little,FS,5,8
2003,cle,MaddNi20,Nick Maddox,RB,Rook,0
2003,cle,McCuDa22,Daylon McCutcheon,RCB,4,7
2003,cle,McKiAl20,Alvin McKinley,DT,3,1
2003,cle,McLeKe00,Kevin McLeod,FB,4,0
2003,cle,MorgQu00,Quincy Morgan,WR,2,5
2003,cle,MustCh00,Chad Mustard,TE,1,0
2003,cle,MyerMi20,Michael Myers,DT,5,1
2003,cle,NortDe00,Dennis Northcutt,WR,3,7
2003,cle,OHarSh20,Shaun O'Hara,LG/RG,3,6
2003,cle,OsikCr20,Craig Osika,OL,1,0
2003,cle,PontRy20,Ryan Pontbriand,LS,Rook,2
2003,cle,RogeTy20,Tyrone Rogers,DE,4,2
2003,cle,RoyeOr20,Orpheus Roye,RDT,7,8
2003,cle,SandDa00,Darnell Sanders,TE,1,1
2003,cle,SandLe20,Lewis Sanders,DB,3,1
2003,cle,SheaAa00,Aaron Shea,TE,3,0
2003,cle,StokBa20,Barry Stokes,LT,5,6
2003,cle,SuggLe00,Lee Suggs,RB,Rook,2
2003,cle,TaylBe20,Ben Taylor,RLB,1,5
2003,cle,ThomCh23,Chaun Thompson,LB,Rook,1
2003,cle,TuckRy20,Ryan Tucker,RT,6,7
2003,cle,UnckMa20,Mason Unck,LB,Rook,0
2003,cle,WarrGe20,Gerard Warren,LDT,2,7
2003,cle,WhitJa00,Jamel White,RB,3,4
2003,cle,WillRo26,Roosevelt Williams,DB,1,2
2003,cle,WordMa20,Mark Word,DE,4,2
2003,cle,ZukaPa20,Paul Zukauskas,RG,2,4
2003,rav,AndeBe20,Bennie Anderson,RG,2,6
2003,rav,BaxtGa20,Gary Baxter,FS/RCB,2,6
2003,rav,BollKy00,Kyle Boller,QB,Rook,3
2003,rav,BoulPe00,Peter Boulware,ROLB,6,10
2003,rav,BrigLa20,Lamont Brightful,DB,1,1
2003,rav,BrooEt20,Ethan Brooks,T,7,2
2003,rav,BrowCo20,Cornell Brown,LB,6,3
2003,rav,BrowOr20,Orlando Brown,RT,9,5
2003,rav,CookDa20,Damion Cook,T,1,0
2003,rav,DempWi20,Will Demps,FS,1,4
2003,rav,DougMa20,Marques Douglas,RDE,3,9
2003,rav,FlynMi20,Mike Flynn,C,5,6
2003,rav,FranAu20,Aubrayo Franklin,DT,Rook,0
2003,rav,FullCo20,Corey Fuller,RCB,8,4
2003,rav,GregKe20,Kelly Gregg,NT,4,9
2003,rav,HartEd20,Ed Hartwell,LILB,2,8
2003,rav,HeapTo00,Todd Heap,TE,2,8
2003,rav,JohnJa23,Jarret Johnson,DE,Rook,2
2003,rav,JohnRo03,Ron Johnson,WR,1,0
2003,rav,JoneJo00,John Jones,TE,3,0
2003,rav,JoneTe00,Terry Jones,TE,1,2
2003,rav,KemoMa20,Ma'ake Kemoeatu,DT,1,2
2003,rav,KnigTo20,Tom Knight,DB,6,1
2003,rav,LewiJa00,Jamal Lewis,RB,3,17
2003,rav,LewiRa00,Ray Lewis,RILB,7,19
2003,rav,MaesJo20,Joe Maese,LS,2,2
2003,rav,McAlCh00,Chris McAlister,LCB,4,15
2003,rav,MorrHa00,Harold Morrow,FB,7,0
2003,rav,MughOv00,Ovie Mughelli,FB,Rook,0
2003,rav,MuliEd20,Edwin Mulitalo,LG,4,6
2003,rav,OgdeJo00,Jonathan Ogden,LT,7,12
2003,rav,ParkRi21,Riddick Parker,DT,6,1
2003,rav,PortAl20,Alvin Porter,DB,2,0
2003,rav,RabaCa20,Casey Rabach,G,1,2
2003,rav,RedmCh00,Chris Redman,QB,3,0
2003,rav,ReedEd00,Ed Reed,SS,1,11
2003,rav,RicaAl00,Alan Ricard,FB,2,1
2003,rav,richewad01,Wade Richey,K,5,0
2003,rav,RobiMa00,Marcus Robinson,WR,5,5
2003,rav,SandFr00,Frank Sanders,WR,8,2
2003,rav,SappGe20,Gerome Sapp,DB,Rook,1
2003,rav,ScotBa20,Bart Scott,LB,1,2
2003,rav,SlauT.20,T.J. Slaughter,LB,3,0
2003,rav,SmitMu00,Musa Smith,RB,Rook,0
2003,rav,stovemat01,Matt Stover,K,12,4
2003,rav,SuggTe99,Terrell Suggs,LB,Rook,4
2003,rav,TaylCh01,Chester Taylor,RB,1,3
2003,rav,TaylTr01,Travis Taylor,WR,3,7
2003,rav,ThomAd00,Adalius Thomas,LOLB,3,8
2003,rav,ThomJa20,Jason Thomas,G,1,0
2003,rav,WallRa20,Raymond Walls,DB,2,1
2003,rav,WardDe00,Dedric Ward,WR,6,0
2003,rav,WeavAn20,Anthony Weaver,LDE,1,9
2003,rav,WillCh20,Chad Williams,DB,1,2
2003,rav,WrigAn00,Anthony Wright,QB,3,5
2003,rav,ZastDa20,Dave Zastudil,P,1,2
2003,cin,AbduKh20,Khalid Abdullah,LB,Rook,1
2003,cin,AndeWi00,Willie Anderson,RT,7,14
2003,cin,BeckRo20,Rogers Beckett,SS,3,4
2003,cin,BennBr00,Brandon Bennett,RB,5,3
2003,cin,BrahRi20,Rich Braham,C,9,8
2003,cin,BurrJe20,Jeff Burris,LCB,9,3
2003,cin,ChamFr20,Frank Chamberlin,LB,3,0
2003,cin,ClemDu20,Duane Clemons,LDE,7,6
2003,cin,DillCo00,Corey Dillon,RB,6,5
2003,cin,EdmoCh20,Chris Edmonds,FB,1,0
2003,cin,GibsOl20,Oliver Gibson,DT,8,1
