Year,Team,PlayerID,Player,Position,Experience,AV
2008,cle,AdamMi21,Mike Adams,SS,4,3
2008,cle,AlixCh00,Charles Ali,RB,1,0
2008,cle,AndeDe00,Derek Anderson,QB,2,2
2008,cle,BellBe99,Beau Bell,LB,Rook,0
2008,cle,BrowTi20,Titus Brown,DE,Rook,0
2008,cle,CiesBr00,Brad Cieslak,TE,3,0
2008,cle,CousTe20,Terry Cousin,DB,11,1
2008,cle,CribJo01,Josh Cribbs,WR,3,2
2008,cle,DaniTr20,Travis Daniels,DB,3,1
2008,cle,DaviAn20,Andra Davis,LILB,6,7
2008,cle,dawsophi01,Phil Dawson,K,9,3
2008,cle,DinkDa00,Darnell Dinkins,TE,6,0
2008,cle,DorsKe00,Ken Dorsey,QB,4,1
2008,cle,EdwaBr00,Braylon Edwards,WR,3,6
2008,cle,FralHa20,Hank Fraley,C,7,6
2008,cle,GradBr00,Bruce Gradkowski,QB,2,0
2008,cle,GrifKr20,Kris Griffin,LB,3,1
2008,cle,HadnRe20,Rex Hadnot,RG,4,5
2008,cle,HallAl99,Alex Hall,LB,Rook,2
2008,cle,HarrJe00,Jerome Harrison,RB,2,2
2008,cle,HeidSt00,Steve Heiden,TE,9,2
2008,cle,JackDQ20,D'Qwell Jackson,RILB,2,9
2008,cle,JoneSe20,Sean Jones,SS,3,5
2008,cle,LawsGe20,Gerard Lawson,DB,Rook,1
2008,cle,LeonLo99,Louis Leonard,DT,1,3
2008,cle,LewiJa00,Jamal Lewis,RB,8,5
2008,cle,McDoBr99,Brandon McDonald,RCB,1,7
2008,cle,McGiWi00,Willie McGinest,LOLB,14,6
2008,cle,McKiSe20,Seth McKinney,C,6,2
2008,cle,OrrxSh20,Shantee Orr,LB,5,1
2008,cle,PontRy20,Ryan Pontbriand,LS,5,4
2008,cle,PoolBr20,Brodney Pool,FS,3,6
2008,cle,QuinBr00,Brady Quinn,QB,1,1
2008,cle,RogeSh99,Shaun Rogers,NT,7,11
2008,cle,RubiAh99,Ahtyba Rubin,NT,Rook,1
2008,cle,RuckMa00,Martin Rucker,TE,Rook,0
2008,cle,SandSt20,Steve Sanders,WR,Rook,0
2008,cle,ShafKe20,Kevin Shaffer,RT,6,5
2008,cle,SmitRo21,Robaire Smith,DE,8,1
2008,cle,SmitSh20,Shaun Smith,RDE,4,4
2008,cle,SoreNi20,Nick Sorensen,DB,7,1
2008,cle,SoweIs20,Isaac Sowells,T,2,1
2008,cle,StalDo00,Donte' Stallworth,WR,6,1
2008,cle,SteiEr20,Eric Steinbach,LG,5,5
2008,cle,StepSy20,Syndric Steptoe,WR,Rook,1
2008,cle,ThomJo28,Joe Thomas,LT,1,9
2008,cle,ThomSa99,Santonio Thomas,DT,1,1
2008,cle,TuckRy20,Ryan Tucker,T,11,0
2008,cle,VickLa00,Lawrence Vickers,FB,2,1
2008,cle,WillCo21,Corey Williams,LDE,4,7
2008,cle,WillLe20,Leon Williams,LB,2,1
2008,cle,WimbKa20,Kamerion Wimbley,ROLB,2,7
2008,cle,WinsKe01,Kellen Winslow,TE,4,3
2008,cle,WrigEr99,Eric Wright,LCB,1,8
2008,cle,WrigJa01,Jason Wright,RB,4,2
2008,cle,YounSc20,Scott Young,G,2,0
2008,cle,ZastDa20,Dave Zastudil,P,6,3
2008,rav,AndeWi00,Willie Anderson,RT,12,5
2008,rav,AyanBr99,Brendon Ayanbadejo,LB,5,5
2008,rav,BannJu20,Justin Bannan,LDE/NT,6,9
2008,rav,BarnAn99,Antwan Barnes,LB,1,1
2008,rav,BrowJa23,Jason Brown,C,3,7
2008,rav,ChesCh21,Chris Chester,RG,2,5
2008,rav,ClayMa01,Mark Clayton,WR,3,8
2008,rav,CoppTe00,Terrance Copper,WR,4,0
2008,rav,CousOn00,Oniel Cousins,T,Rook,0
2008,rav,DiveLa20,Lamar Divens,DT,Rook,0
2008,rav,DougMa20,Marques Douglas,DE,8,2
2008,rav,FiguYa00,Yamon Figurs,WR,1,0
2008,rav,FlacJo00,Joe Flacco,QB,Rook,12
2008,rav,GaitJa20,Jared Gaither,LT,1,6
