Year,Team,PlayerID,Player,Position,Experience,AV
2018,cle,ArmsRa01,Ray-Ray Armstrong,DB,5,1
2018,cle,AverGe00,Genard Avery,LLB,Rook,4
2018,cle,BitoJo00,Joel Bitonio,LG,4,11
2018,cle,BoddBr01,Briean Boddy-Calhoun,DB,2,3
2018,cle,BurgJa01,James Burgess,LB,1,1
2018,cle,BurrJu00,Juston Burris,DB,2,0
2018,cle,CallAn00,Antonio Callaway,WR,Rook,4
2018,cle,CarrTr00,T.J. Carrie,RCB,4,4
2018,cle,CharOr00,Orson Charles,TE,6,0
2018,cle,ChubNi00,Nick Chubb,RB,Rook,6
2018,cle,ColeTr01,Trevon Coley,RDT,1,7
2018,cle,CollJa00,Jamie Collins,RLB,5,9
2018,cle,ColqBr00,Britton Colquitt,P,8,2
2018,cle,CorbAu00,Austin Corbett,G,Rook,1
2018,cle,DaviCa01,Carl Davis,DT,3,0
2018,cle,DevaSe00,Seth Devalve,TE,2,1
2018,cle,FellDa01,Darren Fells,TE,4,1
2018,cle,GainE.00,E.J. Gaines,DB,4,1
2018,cle,GainPh00,Phillip Gaines,DB,4,0
2018,cle,GarrMy00,Myles Garrett,LDE,1,14
2018,cle,GonzZa00,Zane Gonzalez,K,1,-1
2018,cle,GordJo02,Josh Gordon,WR,6,0
2018,cle,HarrDe05,Desmond Harrison,LT,Rook,3
2018,cle,HiggRa00,Rashard Higgins,WR,2,4
2018,cle,HillDo00,Dontrell Hilliard,RB,Rook,1
2018,cle,HineDJ00,D'Juan Hines,LB,Rook,1
2018,cle,HubbCh00,Chris Hubbard,RT,4,7
2018,cle,HughCh01,Charley Hughlett,LS,3,1
2018,cle,HydeCa00,Carlos Hyde,RB,4,2
2018,cle,JohnDu00,Duke Johnson,RB,3,4
2018,cle,JoseGr00,Greg Joseph,K,Rook,2
2018,cle,KaliKy00,Kyle Kalis,G,1,0
2018,cle,KindDe00,Derrick Kindred,DB,2,2
2018,cle,KirkCh00,Christian Kirksey,LLB,4,4
2018,cle,LandJa00,Jarvis Landry,WR,4,8
2018,cle,LawrDe02,Devaroe Lawrence,DT,Rook,0
2018,cle,MayfBa00,Baker Mayfield,QB,Rook,10
2018,cle,McKiJe01,Jeremiah McKinnon,DB,Rook,0
2018,cle,MitcTe00,Terrance Mitchell,RCB,3,3
2018,cle,NjokDa00,David Njoku,TE,1,5
2018,cle,OgbaEm00,Emmanuel Ogbah,RDE,2,7
2018,cle,OgunLa00,Larry Ogunjobi,LDT,1,8
2018,cle,PeppJa00,Jabrill Peppers,FS,1,7
2018,cle,PerrBr02,Breshad Perriman,WR,2,2
2018,cle,PricBr00,Brian Price,DT,2,1
2018,cle,RandDa00,Damarious Randall,SS,3,6
2018,cle,RatlDa00,Damion Ratley,WR,Rook,1
2018,cle,RiceDe00,Denzel Rice,DB,3,1
2018,cle,RobiGr01,Greg Robinson,LT,4,4
2018,cle,SchoJo00,Joe Schobert,MLB,2,7
2018,cle,SmitCh03,Chris Smith,DE,4,2
2018,cle,StreRo00,Rod Streater,WR,6,0
2018,cle,TaylTy00,Tyrod Taylor,QB,7,2
2018,cle,ThomCh06,Chad Thomas,DE,Rook,0
2018,cle,ThomTa01,Tavierre Thomas,DB,Rook,1
2018,cle,TretJC00,J.C. Tretter,C,4,7
2018,cle,VallTa00,Tanner Vallejo,LB,1,2
2018,cle,WardDe02,Denzel Ward,LCB,Rook,8
2018,cle,WatfEa00,Earl Watford,G,4,1
2018,cle,WhitJe02,Jermaine Whitehead,DB,2,0
2018,cle,WillDe06,Derrick Willies,WR,Rook,0
2018,cle,WoodXa01,Xavier Woodson-Luster,LB,1,0
2018,cle,ZeitKe00,Kevin Zeitler,RG,6,7
2018,cle,ZettAn00,Anthony Zettel,DE,2,1
2018,rav,AlleJa01,Javorius Allen,RB,3,2
2018,rav,AndrMa00,Mark Andrews,TE,Rook,5
2018,rav,AverAn00,Anthony Averett,DB,Rook,1
2018,rav,BoarCh00,Chris Board,LB,Rook,1
2018,rav,BowsTy00,Tyus Bowser,LB,1,1
2018,rav,BoylNi00,Nick Boyle,TE,3,2
2018,rav,BozeBr00,Bradley Bozeman,C,Rook,2
2018,rav,BrowJo02,John Brown,WR,4,6
2018,rav,BrowOr00,Orlando Brown Jr.,RT,Rook,6
2018,rav,CanaMa00,Maurice Canady,DB,2,0
2018,rav,CarrBr99,Brandon Carr,LCB,10,7
2018,rav,ClarCh00,Chuck Clark,DB,1,2
2018,rav,CollAl00,Alex Collins,RB,2,3
