Year,Team,PlayerID,Player,Position,Experience,AV
2012,cle,BadeJo00,Johnson Bademosi,DB,Rook,1
2012,cle,BenjTr00,Travis Benjamin,WR,Rook,3
2012,cle,BrowSh20,Sheldon Brown,RCB,10,7
2012,cle,CameJo00,Jordan Cameron,TE,1,2
2012,cle,CardTa00,Tank Carder,LB,Rook,1
2012,cle,CoopJo00,Josh Cooper,WR,Rook,1
2012,cle,CousOn00,Oniel Cousins,T,4,1
2012,cle,CribJo01,Josh Cribbs,WR,7,1
2012,cle,DaviHa21,Hall Davis,DE,2,0
2012,cle,dawsophi01,Phil Dawson,K,13,5
2012,cle,FortL.00,L.J. Fort,LB,Rook,2
2012,cle,FujiSc20,Scott Fujita,LB,10,1
2012,cle,GipsTa00,Tashaun Gipson,DB,Rook,2
2012,cle,GordJo02,Josh Gordon,WR,Rook,6
2012,cle,GrecJo20,John Greco,LG,4,5
2012,cle,HadeJo99,Joe Haden,LCB,2,5
2012,cle,HaggEr00,Eric Hagg,DB,1,2
2012,cle,HardMo00,Montario Hardesty,RB,1,2
2012,cle,HodgRe20,Reggie Hodges,P,7,1
2012,cle,HughJo00,John Hughes,DT,Rook,3
2012,cle,JackBr00,Brandon Jackson,RB,5,0
2012,cle,JackDQ20,D'Qwell Jackson,MLB,6,9
2012,cle,JohnJa04,James-Michael Johnson,LLB,Rook,4
2012,cle,JohnJo05,Josh Johnson,QB,3,0
2012,cle,KitcIs00,Ishmaa'ily Kitchen,DT,Rook,1
2012,cle,LauvSh20,Shawn Lauvao,RG,2,7
2012,cle,LewiTh01,Thaddeus Lewis,QB,1,0
2012,cle,LittGr00,Greg Little,WR,1,5
2012,cle,MackAl20,Alex Mack,C,3,7
2012,cle,MaiaKa99,Kaluka Maiava,RLB,3,6
2012,cle,MareOw00,Owen Marecic,RB,1,0
2012,cle,MassMo00,Mohamed Massaquoi,WR,3,2
2012,cle,McCoCo00,Colt McCoy,QB,2,0
2012,cle,MillPr00,Prince Miller,DB,2,0
2012,cle,MillRy00,Ryan Miller,G,Rook,1
2012,cle,NorwJo00,Jordan Norwood,WR,3,1
2012,cle,OgboCh00,Chris Ogbonnaya,RB,3,1
2012,cle,ThomJu20,Juqua Parker,DE,11,2
2012,cle,PattDi20,Dimitri Patterson,DB,7,2
2012,cle,PinkJa00,Jason Pinkston,LG,1,3
2012,cle,RichTr00,Trent Richardson,RB,Rook,6
2012,cle,RobeCr00,Craig Robertson,LB,Rook,4
2012,cle,RubiAh99,Ahtyba Rubin,LDT,4,6
2012,cle,RuckFr99,Frostee Rucker,RDE,5,7
2012,cle,SanfBr00,Brian Sanford,DT,1,0
2012,cle,SchwMi00,Mitchell Schwartz,RT,Rook,7
2012,cle,SheaJa00,Jabaal Sheard,LDE,1,8
2012,cle,SkriBu00,Buster Skrine,DB,1,3
