model_type,n_predictions,mae,rmse,spearman,r2
pick_cfb_bin,2866,3.6640764212963584,5.0626067566899335,0.5076409732476266,0.20805159711504784
spline,2866,3.429209494543815,4.613965984253643,0.5763060664838131,0.3421948408344422
xgb,2866,3.40550036393028,4.626882851513287,0.5661547281760227,0.33850661452884423
tabnet,2866,3.5938190473016127,4.968858655898969,0.5214054533473238,0.23711024194690966
